,left,right,combine
0,(>*1w!4%]NF_$02XE`rsJ9yOU:eTD.-}[t{|,"3aWK6p )/Q<8+S5LH7VCviP;&hI'uY=@o""Alzd^GnRcBZjg,~\mq?Mfxkb#","(>*1w!4%]NF_$02XE`rsJ9yOU:eTD.-}[t{|3aWK6p )/Q<8+S5LH7VCviP;&hI'uY=@o""Alzd^GnRcBZjg,~\mq?Mfxkb#"
1,3aWK6p )/Q<8+S5LH7VCviP;&hI',"uY=@o""Alzd^GnRcBZjg,~\mq?Mfxkb#","3aWK6p )/Q<8+S5LH7VCviP;&hI'uY=@o""Alzd^GnRcBZjg,~\mq?Mfxkb#"
2,(>*1w!4%]NF_$02XE,`rsJ9yOU:eTD.-}[t{|,(>*1w!4%]NF_$02XE`rsJ9yOU:eTD.-}[t{|
3,"uY=@o""Alzd^GnRcBZ","jg,~\mq?Mfxkb#","uY=@o""Alzd^GnRcBZjg,~\mq?Mfxkb#"
4,3aWK6p )/Q<,8+S5LH7VCviP;&hI',3aWK6p )/Q<8+S5LH7VCviP;&hI'
5,`rsJ9yOU:eT,D.-}[t{|,`rsJ9yOU:eTD.-}[t{|
6,(>*1w!4,%]NF_$02XE,(>*1w!4%]NF_$02XE
7,"jg,~\",mq?Mfxkb#,"jg,~\mq?Mfxkb#"
8,"uY=@o""Al",zd^GnRcBZ,"uY=@o""Alzd^GnRcBZ"
9,8+S5LH7VC,viP;&hI',8+S5LH7VCviP;&hI'
10,3aWK6p, )/Q<,3aWK6p )/Q<
11,%]NF_,$02XE,%]NF_$02XE
12,`rsJ,9yOU:eT,`rsJ9yOU:eT
13,D.-},[t{|,D.-}[t{|
14,mq?M,fxkb#,mq?Mfxkb#
15,(>*1,w!4,(>*1w!4
16,"jg,",~\,"jg,~\"
17,zd^GnRc,BZ,zd^GnRcBZ
18,viP,;&hI',viP;&hI'
19,8+S,5LH7VC,8+S5LH7VC
20,uY=@,"o""Al","uY=@o""Al"
21, ,)/Q<, )/Q<
22,3aW,K6p,3aWK6p
23,$02,XE,$02XE
24,9y,OU:eT,9yOU:eT
25,`r,sJ,`rsJ
26,%]N,F_,%]NF_
27,D.,-},D.-}
28,[,t{|,[t{|
29,w!,4,w!4
30,fxk,b#,fxkb#
31,~,\,~\
32,(>,*1,(>*1
33,mq,?M,mq?M
34,j,"g,","jg,"
35,B,Z,BZ
36,vi,P,viP
37,5LH7,VC,5LH7VC
38,zd^,GnRc,zd^GnRc
39,8,+S,8+S
40,"o""",Al,"o""Al"
41,;&hI,',;&hI'
42,uY=,@,uY=@
43,),/Q<,)/Q<
44,K6,p,K6p
45,3a,W,3aW
46,D,.,D.
47,-,},-}
48,$,02,$02
49,9,y,9y
50,t{,|,t{|
51,`,r,`r
52,F,_,F_
53,%,]N,%]N
54,X,E,XE
55,s,J,sJ
56,OU:e,T,OU:eT
57,(,>,(>
58,g,",","g,"
59,m,q,mq
60,w,!,w!
61,b,#,b#
62,f,xk,fxk
63,?,M,?M
64,*,1,*1
65,+,S,+S
66,V,C,VC
67,5L,H7,5LH7
68,uY,=,uY=
69,GnR,c,GnRc
70,o,"""","o"""
71,/Q,<,/Q<
72,v,i,vi
73,A,l,Al
74,z,d^,zd^
75,;&h,I,;&hI
76,K,6,K6
77,t,{,t{
78,0,2,02
79,],N,]N
80,OU:,e,OU:e
81,3,a,3a
82,x,k,xk
83,Gn,R,GnR
84,/,Q,/Q
85,u,Y,uY
86,H,7,H7
87,5,L,5L
88,d,^,d^
89,;,&h,;&h
90,O,U:,OU:
91,U,:,U:
92,&,h,&h
93,G,n,Gn
