,left,right,combine
0,"3CL5kN}RQ68?! U1"",x[]PVhy#pb(E^orZ|X_/wHu@>",'{~z4SmBgYKDTIe*=v-nFd%Wsjq+)MG9$`&t.OA\:J7afil20c;<,"3CL5kN}RQ68?! U1"",x[]PVhy#pb(E^orZ|X_/wHu@>'{~z4SmBgYKDTIe*=v-nFd%Wsjq+)MG9$`&t.OA\:J7afil20c;<"
1,'{~z4SmBgYKDTIe*=v-nFd%W,sjq+)MG9$`&t.OA\:J7afil20c;<,'{~z4SmBgYKDTIe*=v-nFd%Wsjq+)MG9$`&t.OA\:J7afil20c;<
2,"3CL5kN}RQ68?! U1"",x[",]PVhy#pb(E^orZ|X_/wHu@>,"3CL5kN}RQ68?! U1"",x[]PVhy#pb(E^orZ|X_/wHu@>"
3,sjq+)MG9$`&,t.OA\:J7afil20c;<,sjq+)MG9$`&t.OA\:J7afil20c;<
4,'{~z4SmBgYK,DTIe*=v-nFd%W,'{~z4SmBgYKDTIe*=v-nFd%W
5,]PVhy#pb(,E^orZ|X_/wHu@>,]PVhy#pb(E^orZ|X_/wHu@>
6,3CL5kN}RQ68?!," U1"",x[","3CL5kN}RQ68?! U1"",x["
7,t.OA\:J,7afil20c;<,t.OA\:J7afil20c;<
8,sjq+)MG,9$`&,sjq+)MG9$`&
9,DTIe*,=v-nFd%W,DTIe*=v-nFd%W
10,'{~z4,SmBgYK,'{~z4SmBgYK
11,E^orZ,|X_/wHu@>,E^orZ|X_/wHu@>
12,]PVh,y#pb(,]PVhy#pb(
13, U1,""",x["," U1"",x["
14,3CL5kN}R,Q68?!,3CL5kN}RQ68?!
15,7afil,20c;<,7afil20c;<
16,t.O,A\:J,t.OA\:J
17,9$,`&,9$`&
18,=v-nF,d%W,=v-nFd%W
19,sjq+,)MG,sjq+)MG
20,DT,Ie*,DTIe*
21,SmB,gYK,SmBgYK
22,E^,orZ,E^orZ
23,|X_/w,Hu@>,|X_/wHu@>
24,'{,~z4,'{~z4
25,y#,pb(,y#pb(
26,]P,Vh,]PVh
27,""",",x[,""",x["
28, ,U1, U1
29,Q6,8?!,Q68?!
30,A\,:J,A\:J
31,3CL,5kN}R,3CL5kN}R
32,7af,il,7afil
33,20,c;<,20c;<
34,t,.O,t.O
35,9,$,9$
36,`,&,`&
37,=v-,nF,=v-nF
38,sj,q+,sjq+
39,),MG,)MG
40,d,%W,d%W
41,I,e*,Ie*
42,D,T,DT
43,g,YK,gYK
44,Hu@,>,Hu@>
45,|X_/,w,|X_/w
46,E,^,E^
47,S,mB,SmB
48,or,Z,orZ
49,~z,4,~z4
50,p,b(,pb(
51,',{,'{
52,y,#,y#
53,U,1,U1
54,"""",",",""","
55,V,h,Vh
56,],P,]P
57,x,[,x[
58,8?,!,8?!
59,.,O,.O
60,A,\,A\
61,c,;<,c;<
62,5kN},R,5kN}R
63,7a,f,7af
64,:,J,:J
65,3C,L,3CL
66,2,0,20
67,i,l,il
68,Q,6,Q6
69,=v,-,=v-
70,q,+,q+
71,e,*,e*
72,s,j,sj
73,M,G,MG
74,%,W,%W
75,n,F,nF
76,Y,K,YK
77,H,u@,Hu@
78,b,(,b(
79,m,B,mB
80,|,X_/,|X_/
81,~,z,~z
82,o,r,or
83,7,a,7a
84,3,C,3C
85,8,?,8?
86,5kN,},5kN}
87,;,<,;<
88,=,v,=v
89,u,@,u@
90,X_,/,X_/
91,5,kN,5kN
92,k,N,kN
93,X,_,X_
