,left,right,combine
0,"\[d~Y9uMBRjmi,1-wSt76HbJ|{eTa*V!+z8.","P_I <f""x2$#k0}5&g=vo)FnrE%QsXlGNhZA4@WK;^>cLpDq?y'U]/(3:CO`","\[d~Y9uMBRjmi,1-wSt76HbJ|{eTa*V!+z8.P_I <f""x2$#k0}5&g=vo)FnrE%QsXlGNhZA4@WK;^>cLpDq?y'U]/(3:CO`"
1,"P_I <f""x2$#k0}5&g=vo)",FnrE%QsXlGNhZA4@WK;^>cLpDq?y'U]/(3:CO`,"P_I <f""x2$#k0}5&g=vo)FnrE%QsXlGNhZA4@WK;^>cLpDq?y'U]/(3:CO`"
2,"\[d~Y9uMBRjmi,1-",wSt76HbJ|{eTa*V!+z8.,"\[d~Y9uMBRjmi,1-wSt76HbJ|{eTa*V!+z8."
3,FnrE%QsXlGNhZA4@WK;^,>cLpDq?y'U]/(3:CO`,FnrE%QsXlGNhZA4@WK;^>cLpDq?y'U]/(3:CO`
4,"P_I <f""x2$#k0",}5&g=vo),"P_I <f""x2$#k0}5&g=vo)"
5,wSt76HbJ|,{eTa*V!+z8.,wSt76HbJ|{eTa*V!+z8.
6,\[d~Y9uM,"BRjmi,1-","\[d~Y9uMBRjmi,1-"
7,>cLpDq?y'U,]/(3:CO`,>cLpDq?y'U]/(3:CO`
8,FnrE%QsXlGNhZ,A4@WK;^,FnrE%QsXlGNhZA4@WK;^
9,}5&g,=vo),}5&g=vo)
10,{eTa*,V!+z8.,{eTa*V!+z8.
11,P_I <f,"""x2$#k0","P_I <f""x2$#k0"
12,wSt7,6HbJ|,wSt76HbJ|
13,\[d~,Y9uM,\[d~Y9uM
14,BRjm,"i,1-","BRjmi,1-"
15,]/(3:,CO`,]/(3:CO`
16,FnrE%Q,sXlGNhZ,FnrE%QsXlGNhZ
17,A4,@WK;^,A4@WK;^
18,>c,LpDq?y'U,>cLpDq?y'U
19,=v,o),=vo)
20,}5,&g,}5&g
21,P_I, <f,P_I <f
22,"""x2",$#k0,"""x2$#k0"
23,V!+,z8.,V!+z8.
24,{eT,a*,{eTa*
25,6H,bJ|,6HbJ|
26,\[,d~,\[d~
27,"i,",1-,"i,1-"
28,Y9,uM,Y9uM
29,wS,t7,wSt7
30,BR,jm,BRjm
31,CO,`,CO`
32,]/(3,:,]/(3:
33,A,4,A4
34,@WK;,^,@WK;^
35,>,c,>c
36,sX,lGNhZ,sXlGNhZ
37,LpDq,?y'U,LpDq?y'U
38,Fn,rE%Q,FnrE%Q
39,o,),o)
40,&,g,&g
41,=,v,=v
42,},5,}5
43, ,<f, <f
44,{e,T,{eT
45,a,*,a*
46,V,!+,V!+
47,z8,.,z8.
48,P_,I,P_I
49,$#,k0,$#k0
50,b,J|,bJ|
51,"""",x2,"""x2"
52,d,~,d~
53,u,M,uM
54,t,7,t7
55,i,",","i,"
56,j,m,jm
57,1,-,1-
58,Y,9,Y9
59,B,R,BR
60,w,S,wS
61,\,[,\[
62,6,H,6H
63,C,O,CO
64,?,y'U,?y'U
65,@,WK;,@WK;
66,lGN,hZ,lGNhZ
67,F,n,Fn
68,r,E%Q,rE%Q
69,L,pDq,LpDq
70,]/,(3,]/(3
71,s,X,sX
72,P,_,P_
73,x,2,x2
74,$,#,$#
75,{,e,{e
76,J,|,J|
77,!,+,!+
78,k,0,k0
79,<,f,<f
80,z,8,z8
81,y,'U,y'U
82,h,Z,hZ
83,],/,]/
84,(,3,(3
85,pD,q,pDq
86,W,K;,WK;
87,E%,Q,E%Q
88,lG,N,lGN
89,l,G,lG
90,K,;,K;
91,p,D,pD
92,E,%,E%
93,',U,'U
