,left,right,combine
0,"[YBoC:g1""T~a%FO9AX&0DZ#tI,.!(NyM3p2H",u;7GJiWzQlwd+qrR\*V|K_4'hfbn-U/`e<{6>P)=?^Sx $ms8LEck5]@}jv,"[YBoC:g1""T~a%FO9AX&0DZ#tI,.!(NyM3p2Hu;7GJiWzQlwd+qrR\*V|K_4'hfbn-U/`e<{6>P)=?^Sx $ms8LEck5]@}jv"
1,u;7GJiWzQlwd+qrR\*V|K_4'h,fbn-U/`e<{6>P)=?^Sx $ms8LEck5]@}jv,u;7GJiWzQlwd+qrR\*V|K_4'hfbn-U/`e<{6>P)=?^Sx $ms8LEck5]@}jv
2,"[YBoC:g1""T~a%FO9AX","&0DZ#tI,.!(NyM3p2H","[YBoC:g1""T~a%FO9AX&0DZ#tI,.!(NyM3p2H"
3,fbn-U/`e<{6>P)=?^Sx, $ms8LEck5]@}jv,fbn-U/`e<{6>P)=?^Sx $ms8LEck5]@}jv
4,u;7GJiWzQlwd+,qrR\*V|K_4'h,u;7GJiWzQlwd+qrR\*V|K_4'h
5,"&0DZ#tI,.!",(NyM3p2H,"&0DZ#tI,.!(NyM3p2H"
6,[YBoC:,"g1""T~a%FO9AX","[YBoC:g1""T~a%FO9AX"
7, $ms8LE,ck5]@}jv, $ms8LEck5]@}jv
8,fbn-U/`e<,{6>P)=?^Sx,fbn-U/`e<{6>P)=?^Sx
9,qrR\*V,|K_4'h,qrR\*V|K_4'h
10,u;7GJi,WzQlwd+,u;7GJiWzQlwd+
11,(NyM,3p2H,(NyM3p2H
12,&0DZ,"#tI,.!","&0DZ#tI,.!"
13,"g1""T~a%",FO9AX,"g1""T~a%FO9AX"
14,[Y,BoC:,[YBoC:
15,ck5],@}jv,ck5]@}jv
16, $m,s8LE, $ms8LE
17,{6>P)=?,^Sx,{6>P)=?^Sx
18,qrR\,*V,qrR\*V
19,WzQl,wd+,WzQlwd+
20,fbn-U,/`e<,fbn-U/`e<
21,|K_,4'h,|K_4'h
22,u;,7GJi,u;7GJi
23,(N,yM,(NyM
24,3p,2H,3p2H
25,#tI,",.!","#tI,.!"
26,"g1""T",~a%,"g1""T~a%"
27,FO,9AX,FO9AX
28,&0,DZ,&0DZ
29,Bo,C:,BoC:
30,[,Y,[Y
31,@},jv,@}jv
32,ck,5],ck5]
33, ,$m, $m
34,s8,LE,s8LE
35,^S,x,^Sx
36,Wz,Ql,WzQl
37,/,`e<,/`e<
38,*,V,*V
39,{6,>P)=?,{6>P)=?
40,qr,R\,qrR\
41,w,d+,wd+
42,4',h,4'h
43,7,GJi,7GJi
44,fbn,-U,fbn-U
45,|K,_,|K_
46,3,p,3p
47,u,;,u;
48,(,N,(N
49,y,M,yM
50,2,H,2H
51,",",.!,",.!"
52,&,0,&0
53,#t,I,#tI
54,F,O,FO
55,~,a%,~a%
56,D,Z,DZ
57,B,o,Bo
58,g1,"""T","g1""T"
59,C,:,C:
60,9A,X,9AX
61,j,v,jv
62,s,8,s8
63,5,],5]
64,c,k,ck
65,$,m,$m
66,@,},@}
67,L,E,LE
68,^,S,^S
69,fb,n,fbn
70,>,P)=?,>P)=?
71,4,',4'
72,Q,l,Ql
73,q,r,qr
74,d,+,d+
75,-,U,-U
76,W,z,Wz
77,{,6,{6
78,R,\,R\
79,`e,<,`e<
80,|,K,|K
81,G,Ji,GJi
82,.,!,.!
83,"""",T,"""T"
84,g,1,g1
85,9,A,9A
86,a,%,a%
87,#,t,#t
88,`,e,`e
89,f,b,fb
90,J,i,Ji
91,P),=?,P)=?
92,P,),P)
93,=,?,=?
