,left,right,combine
0,X10aO+GJh7/y<2-DR=kc(qZdljiT`w B)pmAv#Sb,"tE'uf5.x?|oQC8_>6K!rVUY\9FN""*$~[zg@n{;W:Is^,%L]MP3eH4&}","X10aO+GJh7/y<2-DR=kc(qZdljiT`w B)pmAv#SbtE'uf5.x?|oQC8_>6K!rVUY\9FN""*$~[zg@n{;W:Is^,%L]MP3eH4&}"
1,"tE'uf5.x?|oQC8_>6K!rVUY\9FN""*","$~[zg@n{;W:Is^,%L]MP3eH4&}","tE'uf5.x?|oQC8_>6K!rVUY\9FN""*$~[zg@n{;W:Is^,%L]MP3eH4&}"
2,X10aO+GJh7/y<2-DR=kc(qZ,dljiT`w B)pmAv#Sb,X10aO+GJh7/y<2-DR=kc(qZdljiT`w B)pmAv#Sb
3,$~[zg@n{;W,":Is^,%L]MP3eH4&}","$~[zg@n{;W:Is^,%L]MP3eH4&}"
4,tE'uf5.x?|oQC8_,">6K!rVUY\9FN""*","tE'uf5.x?|oQC8_>6K!rVUY\9FN""*"
5,dljiT`w B,)pmAv#Sb,dljiT`w B)pmAv#Sb
6,X10aO+GJh7/,y<2-DR=kc(qZ,X10aO+GJh7/y<2-DR=kc(qZ
7,":Is^,%L]",MP3eH4&},":Is^,%L]MP3eH4&}"
8,$~[zg,@n{;W,$~[zg@n{;W
9,>6K!rV,"UY\9FN""*",">6K!rVUY\9FN""*"
10,tE'uf,5.x?|oQC8_,tE'uf5.x?|oQC8_
11,)pmA,v#Sb,)pmAv#Sb
12,dljiT,`w B,dljiT`w B
13,X10a,O+GJh7/,X10aO+GJh7/
14,y<2-,DR=kc(qZ,y<2-DR=kc(qZ
15,:Is^,",%L]",":Is^,%L]"
16,MP3e,H4&},MP3eH4&}
17,@n,{;W,@n{;W
18,$~[,zg,$~[zg
19,>6K,!rV,>6K!rV
20,5.x?|,oQC8_,5.x?|oQC8_
21,UY\9,"FN""*","UY\9FN""*"
22,tE,'uf,tE'uf
23,)p,mA,)pmA
24,v#,Sb,v#Sb
25,`w, B,`w B
26,O+GJ,h7/,O+GJh7/
27,y<,2-,y<2-
28,X1,0a,X10a
29,DR=kc,(qZ,DR=kc(qZ
30,dlj,iT,dljiT
31,{;,W,{;W
32,MP3,e,MP3e
33,",%",L],",%L]"
34,:I,s^,:Is^
35,H4,&},H4&}
36,z,g,zg
37,@,n,@n
38,oQC,8_,oQC8_
39,UY\,9,UY\9
40,FN,"""*","FN""*"
41,>,6K,>6K
42,!,rV,!rV
43,5.x?,|,5.x?|
44,$~,[,$~[
45,',uf,'uf
46,t,E,tE
47,S,b,Sb
48,),p,)p
49,v,#,v#
50,m,A,mA
51, ,B, B
52,`,w,`w
53,D,R=kc,DR=kc
54,d,lj,dlj
55,2,-,2-
56,h,7/,h7/
57,(q,Z,(qZ
58,O+,GJ,O+GJ
59,0,a,0a
60,y,<,y<
61,X,1,X1
62,i,T,iT
63,MP,3,MP3
64,s,^,s^
65,",",%,",%"
66,L,],L]
67,{,;,{;
68,:,I,:I
69,&,},&}
70,H,4,H4
71,u,f,uf
72,r,V,rV
73,UY,\,UY\
74,8,_,8_
75,F,N,FN
76,6,K,6K
77,5.x,?,5.x?
78,oQ,C,oQC
79,"""",*,"""*"
80,$,~,$~
81,R,=kc,R=kc
82,7,/,7/
83,(,q,(q
84,O,+,O+
85,G,J,GJ
86,l,j,lj
87,M,P,MP
88,U,Y,UY
89,o,Q,oQ
90,5.,x,5.x
91,=,kc,=kc
92,k,c,kc
93,5,.,5.
