,left,right,combine
0,"71=zkUaZ$x& wqe<Cr,'X|tL%Nm\n>(IW6j""3K#S[",pRsTbJ-O_}^id@]+!hv9HB{G)QD0~.`?*P4VYyE:5o/gFA2fucM8l;,"71=zkUaZ$x& wqe<Cr,'X|tL%Nm\n>(IW6j""3K#S[pRsTbJ-O_}^id@]+!hv9HB{G)QD0~.`?*P4VYyE:5o/gFA2fucM8l;"
1,pRsTbJ-O_}^id@]+!hv9H,B{G)QD0~.`?*P4VYyE:5o/gFA2fucM8l;,pRsTbJ-O_}^id@]+!hv9HB{G)QD0~.`?*P4VYyE:5o/gFA2fucM8l;
2,71=zkUaZ$x& wqe,"<Cr,'X|tL%Nm\n>(IW6j""3K#S[","71=zkUaZ$x& wqe<Cr,'X|tL%Nm\n>(IW6j""3K#S["
3,B{G)QD0~.`?*P4V,YyE:5o/gFA2fucM8l;,B{G)QD0~.`?*P4VYyE:5o/gFA2fucM8l;
4,pRsTbJ-O_}^,id@]+!hv9H,pRsTbJ-O_}^id@]+!hv9H
5,"<Cr,'X|tL","%Nm\n>(IW6j""3K#S[","<Cr,'X|tL%Nm\n>(IW6j""3K#S["
6,71=zkUaZ$,x& wqe,71=zkUaZ$x& wqe
7,YyE:5o/,gFA2fucM8l;,YyE:5o/gFA2fucM8l;
8,B{G)QD0~,.`?*P4V,B{G)QD0~.`?*P4V
9,id@],+!hv9H,id@]+!hv9H
10,pRsTbJ,-O_}^,pRsTbJ-O_}^
11,%Nm\n>(IW6j,"""3K#S[","%Nm\n>(IW6j""3K#S["
12,"<Cr,'",X|tL,"<Cr,'X|tL"
13,x& ,wqe,x& wqe
14,gFA2f,ucM8l;,gFA2fucM8l;
15,71=zkU,aZ$,71=zkUaZ$
16,YyE,:5o/,YyE:5o/
17,.`?,*P4V,.`?*P4V
18,B{G),QD0~,B{G)QD0~
19,+!,hv9H,+!hv9H
20,id,@],id@]
21,-O_,}^,-O_}^
22,%Nm\,n>(IW6j,%Nm\n>(IW6j
23,"""3",K#S[,"""3K#S["
24,pRs,TbJ,pRsTbJ
25,X|,tL,X|tL
26,<C,"r,'","<Cr,'"
27,w,qe,wqe
28,x&, ,x& 
29,ucM,8l;,ucM8l;
30,71=z,kU,71=zkU
31,aZ,$,aZ$
32,gFA,2f,gFA2f
33,:,5o/,:5o/
34,Y,yE,YyE
35,QD,0~,QD0~
36,B{,G),B{G)
37,*P,4V,*P4V
38,.`,?,.`?
39,@,],@]
40,hv9,H,hv9H
41,},^,}^
42,+,!,+!
43,i,d,id
44,-O,_,-O_
45,T,bJ,TbJ
46,p,Rs,pRs
47,n>,(IW6j,n>(IW6j
48,t,L,tL
49,"""",3,"""3"
50,%,Nm\,%Nm\
51,K,#S[,K#S[
52,q,e,qe
53,<,C,<C
54,X,|,X|
55,"r,",',"r,'"
56,x,&,x&
57,uc,M,ucM
58,8l,;,8l;
59,g,FA,gFA
60,5,o/,5o/
61,a,Z,aZ
62,2,f,2f
63,k,U,kU
64,71,=z,71=z
65,y,E,yE
66,4,V,4V
67,0,~,0~
68,Q,D,QD
69,*,P,*P
70,.,`,.`
71,B,{,B{
72,G,),G)
73,hv,9,hv9
74,#S,[,#S[
75,-,O,-O
76,b,J,bJ
77,n,>,n>
78,N,m\,Nm\
79,R,s,Rs
80,(IW6,j,(IW6j
81,r,",","r,"
82,F,A,FA
83,7,1,71
84,8,l,8l
85,u,c,uc
86,o,/,o/
87,=,z,=z
88,m,\,m\
89,h,v,hv
90,#,S,#S
91,(I,W6,(IW6
92,(,I,(I
93,W,6,W6
