,left,right,combine
0,"9|Y^bW?EkP<HG5'\L!;x7s~VZMFQvS0""@Na:R8/*O#[","h,+tCy.A&l4fc1}=UJeD%zmj(Iu>qinoTX B6)gK_3p`$2w]-{rd","9|Y^bW?EkP<HG5'\L!;x7s~VZMFQvS0""@Na:R8/*O#[h,+tCy.A&l4fc1}=UJeD%zmj(Iu>qinoTX B6)gK_3p`$2w]-{rd"
1,"h,+tCy.A&l4fc1}=UJeD%zmj(",Iu>qinoTX B6)gK_3p`$2w]-{rd,"h,+tCy.A&l4fc1}=UJeD%zmj(Iu>qinoTX B6)gK_3p`$2w]-{rd"
2,9|Y^bW?EkP<HG5'\L!;x7s~VZM,"FQvS0""@Na:R8/*O#[","9|Y^bW?EkP<HG5'\L!;x7s~VZMFQvS0""@Na:R8/*O#["
3,Iu>qinoTX B6,)gK_3p`$2w]-{rd,Iu>qinoTX B6)gK_3p`$2w]-{rd
4,"h,+tCy.A&l4f",c1}=UJeD%zmj(,"h,+tCy.A&l4fc1}=UJeD%zmj("
5,"FQvS0""@Na",:R8/*O#[,"FQvS0""@Na:R8/*O#["
6,9|Y^bW?EkP<H,G5'\L!;x7s~VZM,9|Y^bW?EkP<HG5'\L!;x7s~VZM
7,)gK_,3p`$2w]-{rd,)gK_3p`$2w]-{rd
8,Iu>qinoT,X B6,Iu>qinoTX B6
9,c1}=UJeD,%zmj(,c1}=UJeD%zmj(
10,"h,+t",Cy.A&l4f,"h,+tCy.A&l4f"
11,FQvS0,"""@Na","FQvS0""@Na"
12,:R8/,*O#[,:R8/*O#[
13,G5'\L!;x7,s~VZM,G5'\L!;x7s~VZM
14,3p`$2,w]-{rd,3p`$2w]-{rd
15,9|Y^bW?E,kP<H,9|Y^bW?EkP<H
16,)g,K_,)gK_
17,X ,B6,X B6
18,c1}=,UJeD,c1}=UJeD
19,Cy.,A&l4f,Cy.A&l4f
20,Iu>q,inoT,Iu>qinoT
21,%zm,j(,%zmj(
22,h,",+t","h,+t"
23,*O,#[,*O#[
24,FQv,S0,FQvS0
25,"""@",Na,"""@Na"
26,:R,8/,:R8/
27,s~VZ,M,s~VZM
28,3p,`$2,3p`$2
29,kP<,H,kP<H
30,9|Y,^bW?E,9|Y^bW?E
31,w]-{,rd,w]-{rd
32,G5'\,L!;x7,G5'\L!;x7
33,),g,)g
34,K,_,K_
35,B,6,B6
36,UJ,eD,UJeD
37,A&l4,f,A&l4f
38,Cy,.,Cy.
39,j,(,j(
40,in,oT,inoT
41,%z,m,%zm
42,X, ,X 
43,c1,}=,c1}=
44,Iu,>q,Iu>q
45,",",+t,",+t"
46,"""",@,"""@"
47,#,[,#[
48,8,/,8/
49,:,R,:R
50,S,0,S0
51,*,O,*O
52,N,a,Na
53,F,Qv,FQv
54,L!;,x7,L!;x7
55,G,5'\,G5'\
56,3,p,3p
57,^b,W?E,^bW?E
58,k,P<,kP<
59,w],-{,w]-{
60,`$,2,`$2
61,9|,Y,9|Y
62,r,d,rd
63,s~V,Z,s~VZ
64,i,n,in
65,o,T,oT
66,>,q,>q
67,e,D,eD
68,c,1,c1
69,},=,}=
70,C,y,Cy
71,+,t,+t
72,%,z,%z
73,A,&l4,A&l4
74,I,u,Iu
75,U,J,UJ
76,Q,v,Qv
77,`,$,`$
78,L,!;,L!;
79,x,7,x7
80,s~,V,s~V
81,P,<,P<
82,9,|,9|
83,^,b,^b
84,w,],w]
85,5',\,5'\
86,W?,E,W?E
87,-,{,-{
88,&,l4,&l4
89,l,4,l4
90,5,',5'
91,W,?,W?
92,!,;,!;
93,s,~,s~
