,left,right,combine
0,"5S\Wb:oa<%Ne9Kplz$v,h`nq6mYD@*XT xBs^V","H}Rd01AJ]3_M![y4)E|/k'c~LZ.I#>iOf-QuC8P;rU&+{=tw""G?(72Fjg","5S\Wb:oa<%Ne9Kplz$v,h`nq6mYD@*XT xBs^VH}Rd01AJ]3_M![y4)E|/k'c~LZ.I#>iOf-QuC8P;rU&+{=tw""G?(72Fjg"
1,H}Rd01AJ]3_M![y4)E|/k'c~LZ,".I#>iOf-QuC8P;rU&+{=tw""G?(72Fjg","H}Rd01AJ]3_M![y4)E|/k'c~LZ.I#>iOf-QuC8P;rU&+{=tw""G?(72Fjg"
2,"5S\Wb:oa<%Ne9Kplz$v,",h`nq6mYD@*XT xBs^V,"5S\Wb:oa<%Ne9Kplz$v,h`nq6mYD@*XT xBs^V"
3,.I#>iOf-QuC8P;r,"U&+{=tw""G?(72Fjg",".I#>iOf-QuC8P;rU&+{=tw""G?(72Fjg"
4,H}Rd01AJ]3_M![,y4)E|/k'c~LZ,H}Rd01AJ]3_M![y4)E|/k'c~LZ
5,h`nq6mYD@,*XT xBs^V,h`nq6mYD@*XT xBs^V
6,5S\Wb:oa<%N,"e9Kplz$v,","5S\Wb:oa<%Ne9Kplz$v,"
7,"U&+{=tw""",G?(72Fjg,"U&+{=tw""G?(72Fjg"
8,.I#>iOf,-QuC8P;r,.I#>iOf-QuC8P;r
9,y4)E|/k,'c~LZ,y4)E|/k'c~LZ
10,H}Rd01A,J]3_M![,H}Rd01AJ]3_M![
11,*XT ,xBs^V,*XT xBs^V
12,5S\W,b:oa<%N,5S\Wb:oa<%N
13,e9Kp,"lz$v,","e9Kplz$v,"
14,h`nq,6mYD@,h`nq6mYD@
15,U&+{,"=tw""","U&+{=tw"""
16,G?(7,2Fjg,G?(72Fjg
17,-QuC,8P;r,-QuC8P;r
18,.I,#>iOf,.I#>iOf
19,y4)E,|/k,y4)E|/k
20,J]3_,M![,J]3_M![
21,'c~,LZ,'c~LZ
22,H},Rd01A,H}Rd01A
23,xBs,^V,xBs^V
24,*XT, ,*XT 
25,5S,\W,5S\W
26,h`,nq,h`nq
27,6mY,D@,6mYD@
28,e9,Kp,e9Kp
29,b:oa,<%N,b:oa<%N
30,lz,"$v,","lz$v,"
31,=t,"w""","=tw"""
32,U&,+{,U&+{
33,8P,;r,8P;r
34,G?,(7,G?(7
35,2F,jg,2Fjg
36,-Qu,C,-QuC
37,#>iO,f,#>iOf
38,J]3,_,J]3_
39,M!,[,M![
40,y4,)E,y4)E
41,|/,k,|/k
42,.,I,.I
43,L,Z,LZ
44,'c,~,'c~
45,R,d01A,Rd01A
46,^,V,^V
47,H,},H}
48,xB,s,xBs
49,n,q,nq
50,6,mY,6mY
51,<%,N,<%N
52,e,9,e9
53,\,W,\W
54,l,z,lz
55,5,S,5S
56,b:o,a,b:oa
57,*,XT,*XT
58,h,`,h`
59,$v,",","$v,"
60,D,@,D@
61,K,p,Kp
62,2,F,2F
63,=,t,=t
64,;,r,;r
65,(,7,(7
66,+,{,+{
67,8,P,8P
68,w,"""","w"""
69,U,&,U&
70,j,g,jg
71,G,?,G?
72,-Q,u,-Qu
73,J],3,J]3
74,y,4,y4
75,#>,iO,#>iO
76,),E,)E
77,M,!,M!
78,d0,1A,d01A
79,',c,'c
80,|,/,|/
81,x,B,xB
82,X,T,XT
83,m,Y,mY
84,$,v,$v
85,b,:o,b:o
86,<,%,<%
87,1,A,1A
88,J,],J]
89,#,>,#>
90,-,Q,-Q
91,d,0,d0
92,i,O,iO
93,:,o,:o
