,left,right,combine
0,G}f<UL1d-X>W]#g@HbADQi=y+/eFOprBkvjME\*)x_ZhSsRz72|c,"!""^`6a,P?tN3[Tl:Vo~$&9qwJKn%{u45'I0m(.;8Y C","G}f<UL1d-X>W]#g@HbADQi=y+/eFOprBkvjME\*)x_ZhSsRz72|c!""^`6a,P?tN3[Tl:Vo~$&9qwJKn%{u45'I0m(.;8Y C"
1,"!""^`6a,P?tN3[Tl:Vo~$&9",qwJKn%{u45'I0m(.;8Y C,"!""^`6a,P?tN3[Tl:Vo~$&9qwJKn%{u45'I0m(.;8Y C"
2,G}f<UL1d-X>W]#g@HbADQi=y+/,eFOprBkvjME\*)x_ZhSsRz72|c,G}f<UL1d-X>W]#g@HbADQi=y+/eFOprBkvjME\*)x_ZhSsRz72|c
3,qwJKn%{u45'I,0m(.;8Y C,qwJKn%{u45'I0m(.;8Y C
4,"!""^`6a,P?",tN3[Tl:Vo~$&9,"!""^`6a,P?tN3[Tl:Vo~$&9"
5,eFOprBkvjME\,*)x_ZhSsRz72|c,eFOprBkvjME\*)x_ZhSsRz72|c
6,G}f<UL1d-X>W,]#g@HbADQi=y+/,G}f<UL1d-X>W]#g@HbADQi=y+/
7,0m(.;,8Y C,0m(.;8Y C
8,qwJKn%{,u45'I,qwJKn%{u45'I
9,tN3[Tl,:Vo~$&9,tN3[Tl:Vo~$&9
10,"!""^`6","a,P?","!""^`6a,P?"
11,]#g@HbA,DQi=y+/,]#g@HbADQi=y+/
12,eFOpr,BkvjME\,eFOprBkvjME\
13,*)x_ZhS,sRz72|c,*)x_ZhSsRz72|c
14,G}f,<UL1d-X>W,G}f<UL1d-X>W
15,8Y, C,8Y C
16,qwJK,n%{,qwJKn%{
17,:Vo~,$&9,:Vo~$&9
18,u4,5'I,u45'I
19,0m,(.;,0m(.;
20,tN3,[Tl,tN3[Tl
21,"a,",P?,"a,P?"
22,"!""^",`6,"!""^`6"
23,eF,Opr,eFOpr
24,DQi,=y+/,DQi=y+/
25,<UL1d-,X>W,<UL1d-X>W
26,*)x_Z,hS,*)x_ZhS
27,]#g@H,bA,]#g@HbA
28,BkvjM,E\,BkvjME\
29,sRz7,2|c,sRz72|c
30,8,Y,8Y
31,G,}f,G}f
32, ,C, C
33,:V,o~,:Vo~
34,[,Tl,[Tl
35,$,&9,$&9
36,n%,{,n%{
37,(.,;,(.;
38,qw,JK,qwJK
39,u,4,u4
40,0,m,0m
41,5,'I,5'I
42,t,N3,tN3
43,`,6,`6
44,a,",","a,"
45,P,?,P?
46,"!""",^,"!""^"
47,b,A,bA
48,D,Qi,DQi
49,O,pr,Opr
50,]#g@,H,]#g@H
51,e,F,eF
52,2,|c,2|c
53,Bk,vjM,BkvjM
54,<UL,1d-,<UL1d-
55,X>,W,X>W
56,=y,+/,=y+/
57,sR,z7,sRz7
58,E,\,E\
59,*)x_,Z,*)x_Z
60,h,S,hS
61,},f,}f
62,:,V,:V
63,q,w,qw
64,n,%,n%
65,J,K,JK
66,(,.,(.
67,&,9,&9
68,',I,'I
69,T,l,Tl
70,o,~,o~
71,N,3,N3
72,z,7,z7
73,1,d-,1d-
74,X,>,X>
75,|,c,|c
76,*),x_,*)x_
77,<U,L,<UL
78,=,y,=y
79,!,"""","!"""
80,]#,g@,]#g@
81,+,/,+/
82,s,R,sR
83,B,k,Bk
84,Q,i,Qi
85,p,r,pr
86,vj,M,vjM
87,v,j,vj
88,x,_,x_
89,*,),*)
90,<,U,<U
91,g,@,g@
92,d,-,d-
93,],#,]#
