,left,right,combine
0,"j<`EUP5x,Kt}-D9'RIh""A! G_.@nfM)V3#{%m",u&^>?4ypC/Xw8+;~ecodlQq(k6F1WzSOHisY7T[:=L$N]0Za*gb\2J|rBv,"j<`EUP5x,Kt}-D9'RIh""A! G_.@nfM)V3#{%mu&^>?4ypC/Xw8+;~ecodlQq(k6F1WzSOHisY7T[:=L$N]0Za*gb\2J|rBv"
1,u&^>?4ypC/Xw8+;~ecodlQq(k6F1WzSO,HisY7T[:=L$N]0Za*gb\2J|rBv,u&^>?4ypC/Xw8+;~ecodlQq(k6F1WzSOHisY7T[:=L$N]0Za*gb\2J|rBv
2,"j<`EUP5x,Kt}-D9'RIh","""A! G_.@nfM)V3#{%m","j<`EUP5x,Kt}-D9'RIh""A! G_.@nfM)V3#{%m"
3,HisY7T[:=L$N,]0Za*gb\2J|rBv,HisY7T[:=L$N]0Za*gb\2J|rBv
4,u&^>?4ypC/Xw,8+;~ecodlQq(k6F1WzSO,u&^>?4ypC/Xw8+;~ecodlQq(k6F1WzSO
5,"""A! G_.@nf",M)V3#{%m,"""A! G_.@nfM)V3#{%m"
6,"j<`EUP5x,",Kt}-D9'RIh,"j<`EUP5x,Kt}-D9'RIh"
7,]0Za*gb,\2J|rBv,]0Za*gb\2J|rBv
8,HisY7T,[:=L$N,HisY7T[:=L$N
9,8+;~ecodlQq(,k6F1WzSO,8+;~ecodlQq(k6F1WzSO
10,u&^>,?4ypC/Xw,u&^>?4ypC/Xw
11,M)V3,#{%m,M)V3#{%m
12,"""A! ",G_.@nf,"""A! G_.@nf"
13,Kt}-D,9'RIh,Kt}-D9'RIh
14,j<`E,"UP5x,","j<`EUP5x,"
15,\2J|,rBv,\2J|rBv
16,]0Za,*gb,]0Za*gb
17,[:=L,$N,[:=L$N
18,k6F1W,zSO,k6F1WzSO
19,8+;~eco,dlQq(,8+;~ecodlQq(
20,HisY,7T,HisY7T
21,?4y,pC/Xw,?4ypC/Xw
22,#{,%m,#{%m
23,M),V3,M)V3
24,u&,^>,u&^>
25,G_.@,nf,G_.@nf
26,Kt,}-D,Kt}-D
27,"""A!", ,"""A! "
28,9',RIh,9'RIh
29,UP5,"x,","UP5x,"
30,j<,`E,j<`E
31,rB,v,rBv
32,\2,J|,\2J|
33,]0,Za,]0Za
34,*g,b,*gb
35,$,N,$N
36,[:=,L,[:=L
37,Hi,sY,HisY
38,8+,;~eco,8+;~eco
39,7,T,7T
40,z,SO,zSO
41,dlQ,q(,dlQq(
42,pC,/Xw,pC/Xw
43,k6,F1W,k6F1W
44,?,4y,?4y
45,#,{,#{
46,n,f,nf
47,%,m,%m
48,V,3,V3
49,^,>,^>
50,M,),M)
51,u,&,u&
52,G_,.@,G_.@
53,x,",","x,"
54,},-D,}-D
55,"""",A!,"""A!"
56,UP,5,UP5
57,9,',9'
58,`,E,`E
59,R,Ih,RIh
60,K,t,Kt
61,j,<,j<
62,*,g,*g
63,],0,]0
64,\,2,\2
65,r,B,rB
66,J,|,J|
67,Z,a,Za
68,8,+,8+
69,q,(,q(
70,s,Y,sY
71,d,lQ,dlQ
72,H,i,Hi
73,p,C,pC
74,[:,=,[:=
75,k,6,k6
76,S,O,SO
77,4,y,4y
78,F1,W,F1W
79,/X,w,/Xw
80,;,~eco,;~eco
81,.,@,.@
82,G,_,G_
83,A,!,A!
84,U,P,UP
85,I,h,Ih
86,-,D,-D
87,F,1,F1
88,[,:,[:
89,l,Q,lQ
90,/,X,/X
91,~e,co,~eco
92,~,e,~e
93,c,o,co
