,left,right,combine
0,"')/WLk(6oZ{,[E}u`eFX!:-N;nx~d?Cjc5S]w","Y*g@DHPM=|R>+U%8V y_tb0""rq1<T$9G4Ov&l#^\7a3if.2KIBQJAzmsph","')/WLk(6oZ{,[E}u`eFX!:-N;nx~d?Cjc5S]wY*g@DHPM=|R>+U%8V y_tb0""rq1<T$9G4Ov&l#^\7a3if.2KIBQJAzmsph"
1,Y*g@DHPM=|R>+U%8V y_,"tb0""rq1<T$9G4Ov&l#^\7a3if.2KIBQJAzmsph","Y*g@DHPM=|R>+U%8V y_tb0""rq1<T$9G4Ov&l#^\7a3if.2KIBQJAzmsph"
2,"')/WLk(6oZ{,[E",}u`eFX!:-N;nx~d?Cjc5S]w,"')/WLk(6oZ{,[E}u`eFX!:-N;nx~d?Cjc5S]w"
3,"tb0""rq1<T$9G4Ov&l#^\7",a3if.2KIBQJAzmsph,"tb0""rq1<T$9G4Ov&l#^\7a3if.2KIBQJAzmsph"
4,Y*g@DHPM=|R>,+U%8V y_,Y*g@DHPM=|R>+U%8V y_
5,}u`eFX!:-,N;nx~d?Cjc5S]w,}u`eFX!:-N;nx~d?Cjc5S]w
6,')/WL,"k(6oZ{,[E","')/WLk(6oZ{,[E"
7,a3if.2KIB,QJAzmsph,a3if.2KIBQJAzmsph
8,"tb0""rq1<T$9G",4Ov&l#^\7,"tb0""rq1<T$9G4Ov&l#^\7"
9,+U%8,V y_,+U%8V y_
10,N;nx~d?C,jc5S]w,N;nx~d?Cjc5S]w
11,Y*g@DHP,M=|R>,Y*g@DHPM=|R>
12,}u`e,FX!:-,}u`eFX!:-
13,k(6oZ,"{,[E","k(6oZ{,[E"
14,'),/WL,')/WL
15,4Ov&l,#^\7,4Ov&l#^\7
16,a3if.,2KIB,a3if.2KIB
17,QJAzms,ph,QJAzmsph
18,"tb0""r",q1<T$9G,"tb0""rq1<T$9G"
19,+U,%8,+U%8
20,V ,y_,V y_
21,N;nx~,d?C,N;nx~d?C
22,M=|,R>,M=|R>
23,Y*g,@DHP,Y*g@DHP
24,jc5S,]w,jc5S]w
25,FX,!:-,FX!:-
26,}u,`e,}u`e
27,"{,",[E,"{,[E"
28,k(6,oZ,k(6oZ
29,/,WL,/WL
30,',),')
31,q1<,T$9G,q1<T$9G
32,QJAz,ms,QJAzms
33,p,h,ph
34,4O,v&l,4Ov&l
35,2K,IB,2KIB
36,a3i,f.,a3if.
37,#^,\7,#^\7
38,t,"b0""r","tb0""r"
39,%,8,%8
40,V, ,V 
41,y,_,y_
42,+,U,+U
43,!:,-,!:-
44,Y*,g,Y*g
45,R,>,R>
46,@D,HP,@DHP
47,],w,]w
48,d?,C,d?C
49,jc,5S,jc5S
50,M=,|,M=|
51,N;nx,~,N;nx~
52,F,X,FX
53,},u,}u
54,o,Z,oZ
55,`,e,`e
56,W,L,WL
57,k(,6,k(6
58,{,",","{,"
59,[,E,[E
60,T,$9G,T$9G
61,\,7,\7
62,q1,<,q1<
63,QJ,Az,QJAz
64,v&,l,v&l
65,2,K,2K
66,f,.,f.
67,#,^,#^
68,I,B,IB
69,"b0""",r,"b0""r"
70,m,s,ms
71,4,O,4O
72,a3,i,a3i
73,j,c,jc
74,M,=,M=
75,Y,*,Y*
76,d,?,d?
77,@,D,@D
78,N;n,x,N;nx
79,!,:,!:
80,H,P,HP
81,5,S,5S
82,k,(,k(
83,a,3,a3
84,q,1,q1
85,Q,J,QJ
86,v,&,v&
87,b0,"""","b0"""
88,$9,G,$9G
89,A,z,Az
90,N,;n,N;n
91,;,n,;n
92,b,0,b0
93,$,9,$9
