,left,right,combine
0,"[]Mt+&Wh<{,JdT'gC3-"".B~ 2fK8#0P%LlU(e",@$_zAuj:5rk^i*IRO9oG6!D4ZvS)Y}V=|EyN>cwmX7;/p`HasFn?x\b1qQ,"[]Mt+&Wh<{,JdT'gC3-"".B~ 2fK8#0P%LlU(e@$_zAuj:5rk^i*IRO9oG6!D4ZvS)Y}V=|EyN>cwmX7;/p`HasFn?x\b1qQ"
1,@$_zAuj:5rk^i*IRO9oG6,!D4ZvS)Y}V=|EyN>cwmX7;/p`HasFn?x\b1qQ,@$_zAuj:5rk^i*IRO9oG6!D4ZvS)Y}V=|EyN>cwmX7;/p`HasFn?x\b1qQ
2,"[]Mt+&Wh<{,JdT'g","C3-"".B~ 2fK8#0P%LlU(e","[]Mt+&Wh<{,JdT'gC3-"".B~ 2fK8#0P%LlU(e"
3,!D4ZvS)Y}V=|EyN>cwmX7,;/p`HasFn?x\b1qQ,!D4ZvS)Y}V=|EyN>cwmX7;/p`HasFn?x\b1qQ
4,@$_zAuj:5r,k^i*IRO9oG6,@$_zAuj:5rk^i*IRO9oG6
5,"C3-"".B~ 2",fK8#0P%LlU(e,"C3-"".B~ 2fK8#0P%LlU(e"
6,[]Mt+&Wh,"<{,JdT'g","[]Mt+&Wh<{,JdT'g"
7,;/p`HasFn?,x\b1qQ,;/p`HasFn?x\b1qQ
8,!D4ZvS)Y}V=|,EyN>cwmX7,!D4ZvS)Y}V=|EyN>cwmX7
9,k^i*I,RO9oG6,k^i*IRO9oG6
10,@$_zAu,j:5r,@$_zAuj:5r
11,"C3-""",.B~ 2,"C3-"".B~ 2"
12,fK8#0,P%LlU(e,fK8#0P%LlU(e
13,"<{,",JdT'g,"<{,JdT'g"
14,[]Mt,+&Wh,[]Mt+&Wh
15,x\,b1qQ,x\b1qQ
16,;/p`H,asFn?,;/p`HasFn?
17,EyN>c,wmX7,EyN>cwmX7
18,!D4,ZvS)Y}V=|,!D4ZvS)Y}V=|
19,RO9o,G6,RO9oG6
20,j:,5r,j:5r
21,k^i,*I,k^i*I
22,@$_,zAu,@$_zAu
23,P%Ll,U(e,P%LlU(e
24,C3,"-""","C3-"""
25,.B~, 2,.B~ 2
26,fK8,#0,fK8#0
27,J,dT'g,JdT'g
28,[],Mt,[]Mt
29,b1,qQ,b1qQ
30,+&,Wh,+&Wh
31,<,"{,","<{,"
32,x,\,x\
33,asFn,?,asFn?
34,EyN,>c,EyN>c
35,!D,4,!D4
36,;/p`,H,;/p`H
37,G,6,G6
38,ZvS),Y}V=|,ZvS)Y}V=|
39,wm,X7,wmX7
40,R,O9o,RO9o
41,j,:,j:
42,5,r,5r
43,*,I,*I
44,k,^i,k^i
45,zA,u,zAu
46,C,3,C3
47,U(,e,U(e
48,@,$_,@$_
49,P%,Ll,P%Ll
50,dT,'g,dT'g
51, ,2, 2
52,fK,8,fK8
53,.,B~,.B~
54,-,"""","-"""
55,#,0,#0
56,{,",","{,"
57,q,Q,qQ
58,W,h,Wh
59,[,],[]
60,M,t,Mt
61,+,&,+&
62,b,1,b1
63,X,7,X7
64,Y}V,=|,Y}V=|
65,;/p,`,;/p`
66,w,m,wm
67,asF,n,asFn
68,>,c,>c
69,O9,o,O9o
70,E,yN,EyN
71,!,D,!D
72,ZvS,),ZvS)
73,^,i,^i
74,P,%,P%
75,L,l,Ll
76,U,(,U(
77,',g,'g
78,d,T,dT
79,B,~,B~
80,$,_,$_
81,z,A,zA
82,f,K,fK
83,Y,}V,Y}V
84,O,9,O9
85,=,|,=|
86,y,N,yN
87,as,F,asF
88,;,/p,;/p
89,Zv,S,ZvS
90,Z,v,Zv
91,a,s,as
92,/,p,/p
93,},V,}V
