,left,right,combine
0, ^pGgwVLsN[P<k}=rZ;IoSHX)cKyD?1$&RQ#hO3,"JF*Y\2ei0d""@m.a5W6(EB,`fUC|_~8{M-9uq4t/zTxb>v]:nA%j!'7l+"," ^pGgwVLsN[P<k}=rZ;IoSHX)cKyD?1$&RQ#hO3JF*Y\2ei0d""@m.a5W6(EB,`fUC|_~8{M-9uq4t/zTxb>v]:nA%j!'7l+"
1,"JF*Y\2ei0d""@m.a5W6(EB,`fUC|_~8",{M-9uq4t/zTxb>v]:nA%j!'7l+,"JF*Y\2ei0d""@m.a5W6(EB,`fUC|_~8{M-9uq4t/zTxb>v]:nA%j!'7l+"
2, ^pGgwVLsN[P<k}=r,Z;IoSHX)cKyD?1$&RQ#hO3, ^pGgwVLsN[P<k}=rZ;IoSHX)cKyD?1$&RQ#hO3
3,{M-9uq4t/zT,xb>v]:nA%j!'7l+,{M-9uq4t/zTxb>v]:nA%j!'7l+
4,"JF*Y\2ei0d""@m.a","5W6(EB,`fUC|_~8","JF*Y\2ei0d""@m.a5W6(EB,`fUC|_~8"
5,Z;IoSHX)cKyD?,1$&RQ#hO3,Z;IoSHX)cKyD?1$&RQ#hO3
6, ^pGgwVLs,N[P<k}=r, ^pGgwVLsN[P<k}=r
7,xb>v]:n,A%j!'7l+,xb>v]:nA%j!'7l+
8,{M-9u,q4t/zT,{M-9uq4t/zT
9,"5W6(EB,`",fUC|_~8,"5W6(EB,`fUC|_~8"
10,JF*Y\2,"ei0d""@m.a","JF*Y\2ei0d""@m.a"
11,1$&R,Q#hO3,1$&RQ#hO3
12,Z;IoSHX,)cKyD?,Z;IoSHX)cKyD?
13,N[P<,k}=r,N[P<k}=r
14, ^p,GgwVLs, ^pGgwVLs
15,A%j!,'7l+,A%j!'7l+
16,q4t,/zT,q4t/zT
17,xb>,v]:n,xb>v]:n
18,{M-,9u,{M-9u
19,5W6,"(EB,`","5W6(EB,`"
20,"ei0d""",@m.a,"ei0d""@m.a"
21,fUC,|_~8,fUC|_~8
22,JF,*Y\2,JF*Y\2
23,1$,&R,1$&R
24,Q#h,O3,Q#hO3
25,)cK,yD?,)cKyD?
26,k},=r,k}=r
27,Ggw,VLs,GgwVLs
28,Z;I,oSHX,Z;IoSHX
29,N[,P<,N[P<
30, ,^p, ^p
31,',7l+,'7l+
32,A%,j!,A%j!
33,v],:n,v]:n
34,xb,>,xb>
35,/z,T,/zT
36,q,4t,q4t
37,9,u,9u
38,e,"i0d""","ei0d"""
39,{M,-,{M-
40,@m,.a,@m.a
41,|_,~8,|_~8
42,(E,"B,`","(EB,`"
43,5W,6,5W6
44,*Y,\2,*Y\2
45,fU,C,fUC
46,&,R,&R
47,O,3,O3
48,1,$,1$
49,J,F,JF
50,Q#,h,Q#h
51,yD,?,yD?
52,P,<,P<
53,Z,;I,Z;I
54,k,},k}
55,^,p,^p
56,G,gw,Ggw
57,oS,HX,oSHX
58,VL,s,VLs
59,N,[,N[
60,=,r,=r
61,),cK,)cK
62,7l,+,7l+
63,v,],v]
64,A,%,A%
65,x,b,xb
66,:,n,:n
67,/,z,/z
68,4,t,4t
69,j,!,j!
70,f,U,fU
71,*,Y,*Y
72,|,_,|_
73,.,a,.a
74,5,W,5W
75,~,8,~8
76,"B,",`,"B,`"
77,i0d,"""","i0d"""
78,@,m,@m
79,\,2,\2
80,{,M,{M
81,(,E,(E
82,Q,#,Q#
83,V,L,VL
84,y,D,yD
85,c,K,cK
86,;,I,;I
87,o,S,oS
88,g,w,gw
89,H,X,HX
90,7,l,7l
91,B,",","B,"
92,i0,d,i0d
93,i,0,i0
