,left,right,combine
0,b4/6aqd3h8nA|RviV:g=@Nl9G'Q#r$;?c(*LDuP,"mk\SW,yZpFf0z7 {s_Kj2MI`.H<BU>%}[)^T1t!]E""o~&YX5Owx-JeC+","b4/6aqd3h8nA|RviV:g=@Nl9G'Q#r$;?c(*LDuPmk\SW,yZpFf0z7 {s_Kj2MI`.H<BU>%}[)^T1t!]E""o~&YX5Owx-JeC+"
1,"mk\SW,yZpFf0z7 {s_Kj2M","I`.H<BU>%}[)^T1t!]E""o~&YX5Owx-JeC+","mk\SW,yZpFf0z7 {s_Kj2MI`.H<BU>%}[)^T1t!]E""o~&YX5Owx-JeC+"
2,b4/6aqd3h8nA|RviV:g=,@Nl9G'Q#r$;?c(*LDuP,b4/6aqd3h8nA|RviV:g=@Nl9G'Q#r$;?c(*LDuP
3,I`.H<BU>%}[)^T1t!,"]E""o~&YX5Owx-JeC+","I`.H<BU>%}[)^T1t!]E""o~&YX5Owx-JeC+"
4,"mk\SW,yZpFf",0z7 {s_Kj2M,"mk\SW,yZpFf0z7 {s_Kj2M"
5,@Nl9G'Q#,r$;?c(*LDuP,@Nl9G'Q#r$;?c(*LDuP
6,b4/6aqd3h8nA,|RviV:g=,b4/6aqd3h8nA|RviV:g=
7,"]E""o~&YX5",Owx-JeC+,"]E""o~&YX5Owx-JeC+"
8,I`.H<BU>%}[,)^T1t!,I`.H<BU>%}[)^T1t!
9,0z7 ,{s_Kj2M,0z7 {s_Kj2M
10,mk\SW,",yZpFf","mk\SW,yZpFf"
11,r$;?c(,*LDuP,r$;?c(*LDuP
12,@Nl9,G'Q#,@Nl9G'Q#
13,|Rvi,V:g=,|RviV:g=
14,b4/6aq,d3h8nA,b4/6aqd3h8nA
15,Owx-,JeC+,Owx-JeC+
16,"]E""o~",&YX5,"]E""o~&YX5"
17,)^T,1t!,)^T1t!
18,I`.H,<BU>%}[,I`.H<BU>%}[
19,{s_K,j2M,{s_Kj2M
20,0z,7 ,0z7 
21,mk\,SW,mk\SW
22,*L,DuP,*LDuP
23,",yZ",pFf,",yZpFf"
24,r$;,?c(,r$;?c(
25,@N,l9,@Nl9
26,G',Q#,G'Q#
27,V:,g=,V:g=
28,b4,/6aq,b4/6aq
29,|R,vi,|Rvi
30,d3,h8nA,d3h8nA
31,Je,C+,JeC+
32,&Y,X5,&YX5
33,Ow,x-,Owx-
34,"]E""",o~,"]E""o~"
35,1,t!,1t!
36,<BU>%,}[,<BU>%}[
37,j2,M,j2M
38,),^T,)^T
39,I`,.H,I`.H
40,0,z,0z
41,{s_,K,{s_K
42,7, ,7 
43,S,W,SW
44,m,k\,mk\
45,",y",Z,",yZ"
46,*,L,*L
47,?c,(,?c(
48,D,uP,DuP
49,p,Ff,pFf
50,r,$;,r$;
51,l,9,l9
52,V,:,V:
53,g,=,g=
54,G,',G'
55,Q,#,Q#
56,@,N,@N
57,d,3,d3
58,v,i,vi
59,h8,nA,h8nA
60,/6a,q,/6aq
61,|,R,|R
62,b,4,b4
63,C,+,C+
64,J,e,Je
65,o,~,o~
66,X,5,X5
67,],"E""","]E"""
68,&,Y,&Y
69,x,-,x-
70,t,!,t!
71,O,w,Ow
72,},[,}[
73,j,2,j2
74,.,H,.H
75,I,`,I`
76,^,T,^T
77,<B,U>%,<BU>%
78,{,s_,{s_
79,",",y,",y"
80,?,c,?c
81,$,;,$;
82,k,\,k\
83,F,f,Ff
84,u,P,uP
85,n,A,nA
86,h,8,h8
87,/,6a,/6a
88,E,"""","E"""
89,<,B,<B
90,s,_,s_
91,U>,%,U>%
92,6,a,6a
93,U,>,U>
