,left,right,combine
0,"s~yr{2$ejB*f615YI)[x\hT|PcH]m_GLVl""/gz ","F&+E`?#nD7^>uNv9qK!a(Wt'Ud}JAXb4iQ-RkS0,wZ%:;C.O@3=<o8pM","s~yr{2$ejB*f615YI)[x\hT|PcH]m_GLVl""/gz F&+E`?#nD7^>uNv9qK!a(Wt'Ud}JAXb4iQ-RkS0,wZ%:;C.O@3=<o8pM"
1,F&+E`?#nD7^>uNv9qK!a(Wt'U,"d}JAXb4iQ-RkS0,wZ%:;C.O@3=<o8pM","F&+E`?#nD7^>uNv9qK!a(Wt'Ud}JAXb4iQ-RkS0,wZ%:;C.O@3=<o8pM"
2,s~yr{2$ejB*f615YI)[x,"\hT|PcH]m_GLVl""/gz ","s~yr{2$ejB*f615YI)[x\hT|PcH]m_GLVl""/gz "
3,d}JAXb4iQ-Rk,"S0,wZ%:;C.O@3=<o8pM","d}JAXb4iQ-RkS0,wZ%:;C.O@3=<o8pM"
4,F&+E`?#nD7^>uNv9,qK!a(Wt'U,F&+E`?#nD7^>uNv9qK!a(Wt'U
5,\hT|PcH]m,"_GLVl""/gz ","\hT|PcH]m_GLVl""/gz "
6,s~yr{2$ejB*f,615YI)[x,s~yr{2$ejB*f615YI)[x
7,"S0,wZ%:;C",.O@3=<o8pM,"S0,wZ%:;C.O@3=<o8pM"
8,d}JAXb,4iQ-Rk,d}JAXb4iQ-Rk
9,qK!a,(Wt'U,qK!a(Wt'U
10,F&+E`?#,nD7^>uNv9,F&+E`?#nD7^>uNv9
11,_GLV,"l""/gz ","_GLVl""/gz "
12,.O@3=,<o8pM,.O@3=<o8pM
13,s~yr{2$,ejB*f,s~yr{2$ejB*f
14,615,YI)[x,615YI)[x
15,\hT,|PcH]m,\hT|PcH]m
16,4iQ-,Rk,4iQ-Rk
17,"S0,w",Z%:;C,"S0,wZ%:;C"
18,d},JAXb,d}JAXb
19,(Wt,'U,(Wt'U
20,nD7^,>uNv9,nD7^>uNv9
21,qK,!a,qK!a
22,F&+E,`?#,F&+E`?#
23,"l""/g",z ,"l""/gz "
24,_G,LV,_GLV
25,\h,T,\hT
26,|Pc,H]m,|PcH]m
27,.O@,3=,.O@3=
28,61,5,615
29,s~,yr{2$,s~yr{2$
30,YI,)[x,YI)[x
31,<o8,pM,<o8pM
32,ej,B*f,ejB*f
33,R,k,Rk
34,S0,",w","S0,w"
35,Z%:,;C,Z%:;C
36,JA,Xb,JAXb
37,4i,Q-,4iQ-
38,d,},d}
39,',U,'U
40,nD,7^,nD7^
41,>u,Nv9,>uNv9
42,(W,t,(Wt
43,!,a,!a
44,q,K,qK
45,`,?#,`?#
46,F,&+E,F&+E
47,L,V,LV
48,z, ,z 
49,"l""/",g,"l""/g"
50,_,G,_G
51,e,j,ej
52,B,*f,B*f
53,\,h,\h
54,|,Pc,|Pc
55,Y,I,YI
56,),[x,)[x
57,3,=,3=
58,6,1,61
59,H,]m,H]m
60,p,M,pM
61,.O,@,.O@
62,yr{2,$,yr{2$
63,<o,8,<o8
64,s,~,s~
65,Z%,:,Z%:
66,X,b,Xb
67,;,C,;C
68,4,i,4i
69,S,0,S0
70,",",w,",w"
71,Q,-,Q-
72,J,A,JA
73,Nv,9,Nv9
74,n,D,nD
75,(,W,(W
76,&,+E,&+E
77,?,#,?#
78,7,^,7^
79,>,u,>u
80,l,"""/","l""/"
81,],m,]m
82,<,o,<o
83,P,c,Pc
84,.,O,.O
85,[,x,[x
86,*,f,*f
87,y,r{2,yr{2
88,Z,%,Z%
89,"""",/,"""/"
90,N,v,Nv
91,+,E,+E
92,r,{2,r{2
93,{,2,{2
