,left,right,combine
0,g*5~7>jCt@qA2)K1v3=wm9'k&W_i:.E4/,"}\x8JXo(Mfd#TOy;SBL%Deuh^cnr`<sN$6!|UazlG""I?[0,]RHVZpFQYb- {P+","g*5~7>jCt@qA2)K1v3=wm9'k&W_i:.E4/}\x8JXo(Mfd#TOy;SBL%Deuh^cnr`<sN$6!|UazlG""I?[0,]RHVZpFQYb- {P+"
1,}\x8JXo(Mfd#TOy;SBL%Deuh^c,"nr`<sN$6!|UazlG""I?[0,]RHVZpFQYb- {P+","}\x8JXo(Mfd#TOy;SBL%Deuh^cnr`<sN$6!|UazlG""I?[0,]RHVZpFQYb- {P+"
2,g*5~7>jCt@qA2)K,1v3=wm9'k&W_i:.E4/,g*5~7>jCt@qA2)K1v3=wm9'k&W_i:.E4/
3,"nr`<sN$6!|UazlG""I?[0,]",RHVZpFQYb- {P+,"nr`<sN$6!|UazlG""I?[0,]RHVZpFQYb- {P+"
4,}\x8JXo(Mfd#,TOy;SBL%Deuh^c,}\x8JXo(Mfd#TOy;SBL%Deuh^c
5,1v3=wm9'k,&W_i:.E4/,1v3=wm9'k&W_i:.E4/
6,g*5~7>jC,t@qA2)K,g*5~7>jCt@qA2)K
7,nr`<sN$6!|Ua,"zlG""I?[0,]","nr`<sN$6!|UazlG""I?[0,]"
8,RHVZpFQY,b- {P+,RHVZpFQYb- {P+
9,TOy;S,BL%Deuh^c,TOy;SBL%Deuh^c
10,}\x8JX,o(Mfd#,}\x8JXo(Mfd#
11,&W_i:,.E4/,&W_i:.E4/
12,1v3=,wm9'k,1v3=wm9'k
13,t@q,A2)K,t@qA2)K
14,g*5,~7>jC,g*5~7>jC
15,RHVZp,FQY,RHVZpFQY
16,b- ,{P+,b- {P+
17,nr`<sN$,6!|Ua,nr`<sN$6!|Ua
18,"zlG""I","?[0,]","zlG""I?[0,]"
19,BL,%Deuh^c,BL%Deuh^c
20,TO,y;S,TOy;S
21,o(M,fd#,o(Mfd#
22,}\x,8JX,}\x8JX
23,.E,4/,.E4/
24,wm9,'k,wm9'k
25,&W_,i:,&W_i:
26,1,v3=,1v3=
27,A2,)K,A2)K
28,t,@q,t@q
29,~7,>jC,~7>jC
30,g*,5,g*5
31,nr`<s,N$,nr`<sN$
32,b,- ,b- 
33,F,QY,FQY
34,%Deuh,^c,%Deuh^c
35,?[0,",]","?[0,]"
36,{P,+,{P+
37,RHV,Zp,RHVZp
38,zl,"G""I","zlG""I"
39,6,!|Ua,6!|Ua
40,y;,S,y;S
41,T,O,TO
42,B,L,BL
43,fd,#,fd#
44,w,m9,wm9
45,',k,'k
46,.,E,.E
47,8,JX,8JX
48,4,/,4/
49,i,:,i:
50,&W,_,&W_
51,},\x,}\x
52,o,(M,o(M
53,v,3=,v3=
54,~,7,~7
55,>j,C,>jC
56,A,2,A2
57,@,q,@q
58,),K,)K
59,g,*,g*
60,Q,Y,QY
61,^,c,^c
62,{,P,{P
63,z,l,zl
64,N,$,N$
65,Z,p,Zp
66,nr`,<s,nr`<s
67,%De,uh,%Deuh
68,RH,V,RHV
69,!|U,a,!|Ua
70,G,"""I","G""I"
71,",",],",]"
72,-, ,- 
73,?,[0,?[0
74,y,;,y;
75,\,x,\x
76,m,9,m9
77,&,W,&W
78,3,=,3=
79,(,M,(M
80,f,d,fd
81,J,X,JX
82,>,j,>j
83,"""",I,"""I"
84,[,0,[0
85,<,s,<s
86,%D,e,%De
87,u,h,uh
88,n,r`,nr`
89,R,H,RH
90,!|,U,!|U
91,!,|,!|
92,r,`,r`
93,%,D,%D
