,left,right,combine
0,"R5y E1xk=9w?M]v&3H@)tSV[bsp`GLN0""m^","I6$2JA'#<Ta>gne.8rh}O\,*;oQFi%:P+UCKqW|-_Bcl~7X{j/4DfZYu(d!z","R5y E1xk=9w?M]v&3H@)tSV[bsp`GLN0""m^I6$2JA'#<Ta>gne.8rh}O\,*;oQFi%:P+UCKqW|-_Bcl~7X{j/4DfZYu(d!z"
1,"I6$2JA'#<Ta>gne.8rh}O\,*;oQFi%:",P+UCKqW|-_Bcl~7X{j/4DfZYu(d!z,"I6$2JA'#<Ta>gne.8rh}O\,*;oQFi%:P+UCKqW|-_Bcl~7X{j/4DfZYu(d!z"
2,R5y E1xk=9w?M]v,"&3H@)tSV[bsp`GLN0""m^","R5y E1xk=9w?M]v&3H@)tSV[bsp`GLN0""m^"
3,P+UCKqW|-_Bcl~7X,{j/4DfZYu(d!z,P+UCKqW|-_Bcl~7X{j/4DfZYu(d!z
4,I6$2JA'#<Ta>gne.,"8rh}O\,*;oQFi%:","I6$2JA'#<Ta>gne.8rh}O\,*;oQFi%:"
5,&3H@)tSV[bs,"p`GLN0""m^","&3H@)tSV[bsp`GLN0""m^"
6,R5y E,1xk=9w?M]v,R5y E1xk=9w?M]v
7,{j/4D,fZYu(d!z,{j/4DfZYu(d!z
8,P+UCKqW|-,_Bcl~7X,P+UCKqW|-_Bcl~7X
9,"8rh}O\,*;",oQFi%:,"8rh}O\,*;oQFi%:"
10,I6$2,JA'#<Ta>gne.,I6$2JA'#<Ta>gne.
11,p`GLN,"0""m^","p`GLN0""m^"
12,1xk=,9w?M]v,1xk=9w?M]v
13,&3H@)t,SV[bs,&3H@)tSV[bs
14,fZYu,(d!z,fZYu(d!z
15,R5y, E,R5y E
16,{j,/4D,{j/4D
17,_B,cl~7X,_Bcl~7X
18,P+UC,KqW|-,P+UCKqW|-
19,8rh},"O\,*;","8rh}O\,*;"
20,JA'#<Ta,>gne.,JA'#<Ta>gne.
21,oQFi,%:,oQFi%:
22,I6,$2,I6$2
23,"0""",m^,"0""m^"
24,9w?M,]v,9w?M]v
25,p`G,LN,p`GLN
26,SV[,bs,SV[bs
27,1x,k=,1xk=
28,&3H,@)t,&3H@)t
29, ,E, E
30,/,4D,/4D
31,fZ,Yu,fZYu
32,(d,!z,(d!z
33,R5,y,R5y
34,cl~7,X,cl~7X
35,_,B,_B
36,{,j,{j
37,KqW|,-,KqW|-
38,"O\,*",;,"O\,*;"
39,oQ,Fi,oQFi
40,>gne,.,>gne.
41,JA'#,<Ta,JA'#<Ta
42,P,+UC,P+UC
43,8r,h},8rh}
44,%,:,%:
45,$,2,$2
46,m,^,m^
47,I,6,I6
48,0,"""","0"""
49,9w,?M,9w?M
50,S,V[,SV[
51,k,=,k=
52,1,x,1x
53,p,`G,p`G
54,],v,]v
55,&3,H,&3H
56,b,s,bs
57,L,N,LN
58,@,)t,@)t
59,Y,u,Yu
60,(,d,(d
61,4,D,4D
62,R,5,R5
63,f,Z,fZ
64,!,z,!z
65,cl~,7,cl~7
66,KqW,|,KqW|
67,<T,a,<Ta
68,O,"\,*","O\,*"
69,+,UC,+UC
70,h,},h}
71,F,i,Fi
72,o,Q,oQ
73,8,r,8r
74,JA',#,JA'#
75,>g,ne,>gne
76,`,G,`G
77,?,M,?M
78,9,w,9w
79,V,[,V[
80,),t,)t
81,&,3,&3
82,Kq,W,KqW
83,J,A',JA'
84,<,T,<T
85,U,C,UC
86,n,e,ne
87,>,g,>g
88,c,l~,cl~
89,"\,",*,"\,*"
90,\,",","\,"
91,K,q,Kq
92,l,~,l~
93,A,',A'
