,left,right,combine
0,oQuz/OjW=rSf~$H`>ZR}@'93{YesxUCv<I#MFq.,"\A ?dp^XcK!w+EPl1L""n*%G:V8(J5DiBTa2&74g,N]y[|)0bth_6;mk-","oQuz/OjW=rSf~$H`>ZR}@'93{YesxUCv<I#MFq.\A ?dp^XcK!w+EPl1L""n*%G:V8(J5DiBTa2&74g,N]y[|)0bth_6;mk-"
1,"\A ?dp^XcK!w+EPl1L""n*%G:","V8(J5DiBTa2&74g,N]y[|)0bth_6;mk-","\A ?dp^XcK!w+EPl1L""n*%G:V8(J5DiBTa2&74g,N]y[|)0bth_6;mk-"
2,oQuz/OjW=rSf~$H`>Z,R}@'93{YesxUCv<I#MFq.,oQuz/OjW=rSf~$H`>ZR}@'93{YesxUCv<I#MFq.
3,V8(J5DiBTa2&74g,",N]y[|)0bth_6;mk-","V8(J5DiBTa2&74g,N]y[|)0bth_6;mk-"
4,\A ?dp^XcK!w,"+EPl1L""n*%G:","\A ?dp^XcK!w+EPl1L""n*%G:"
5,R}@'93{Ye,sxUCv<I#MFq.,R}@'93{YesxUCv<I#MFq.
6,oQuz/OjW,=rSf~$H`>Z,oQuz/OjW=rSf~$H`>Z
7,",N]y[|)0",bth_6;mk-,",N]y[|)0bth_6;mk-"
8,V8(J5Di,BTa2&74g,V8(J5DiBTa2&74g
9,+EPl1L,"""n*%G:","+EPl1L""n*%G:"
10,\A ,?dp^XcK!w,\A ?dp^XcK!w
11,sxUCv<,I#MFq.,sxUCv<I#MFq.
12,R}@'9,3{Ye,R}@'93{Ye
13,=rSf~$,H`>Z,=rSf~$H`>Z
14,oQuz,/OjW,oQuz/OjW
15,bth_,6;mk-,bth_6;mk-
16,BTa2,&74g,BTa2&74g
17,",N]y",[|)0,",N]y[|)0"
18,V8(J,5Di,V8(J5Di
19,"""n*",%G:,"""n*%G:"
20,+EP,l1L,+EPl1L
21,?dp^Xc,K!w,?dp^XcK!w
22,\A, ,\A 
23,I#MF,q.,I#MFq.
24,sxU,Cv<,sxUCv<
25,3{,Ye,3{Ye
26,R}@,'9,R}@'9
27,H`,>Z,H`>Z
28,=rS,f~$,=rSf~$
29,/O,jW,/OjW
30,6;m,k-,6;mk-
31,oQ,uz,oQuz
32,bt,h_,bth_
33,[|,)0,[|)0
34,&7,4g,&74g
35,",N",]y,",N]y"
36,BT,a2,BTa2
37,5D,i,5Di
38,%,G:,%G:
39,V,8(J,V8(J
40,"""",n*,"""n*"
41,l,1L,l1L
42,?d,p^Xc,?dp^Xc
43,K,!w,K!w
44,+E,P,+EP
45,\,A,\A
46,q,.,q.
47,C,v<,Cv<
48,Y,e,Ye
49,I#,MF,I#MF
50,sx,U,sxU
51,',9,'9
52,>,Z,>Z
53,3,{,3{
54,R,}@,R}@
55,H,`,H`
56,f,~$,f~$
57,=r,S,=rS
58,j,W,jW
59,o,Q,oQ
60,h,_,h_
61,6;,m,6;m
62,k,-,k-
63,/,O,/O
64,u,z,uz
65,),0,)0
66,a,2,a2
67,b,t,bt
68,",",N,",N"
69,&,7,&7
70,4,g,4g
71,[,|,[|
72,B,T,BT
73,],y,]y
74,n,*,n*
75,5,D,5D
76,G,:,G:
77,8,(J,8(J
78,1,L,1L
79,!,w,!w
80,p^X,c,p^Xc
81,?,d,?d
82,+,E,+E
83,s,x,sx
84,I,#,I#
85,v,<,v<
86,M,F,MF
87,},@,}@
88,=,r,=r
89,~,$,~$
90,6,;,6;
91,(,J,(J
92,p^,X,p^X
93,p,^,p^
