,left,right,combine
0,"KY*z%b oN:tSm9_udH+EcTW;iQOnR.&|'@[""fG","M^DXj>lgw1{s,)JL#-3Zka(<I~U5p2\v4=}xAF/r7!0]8y?6q$P`CVBhe","KY*z%b oN:tSm9_udH+EcTW;iQOnR.&|'@[""fGM^DXj>lgw1{s,)JL#-3Zka(<I~U5p2\v4=}xAF/r7!0]8y?6q$P`CVBhe"
1,"M^DXj>lgw1{s,)JL#-3",Zka(<I~U5p2\v4=}xAF/r7!0]8y?6q$P`CVBhe,"M^DXj>lgw1{s,)JL#-3Zka(<I~U5p2\v4=}xAF/r7!0]8y?6q$P`CVBhe"
2,KY*z%b oN:tSm9_udH,"+EcTW;iQOnR.&|'@[""fG","KY*z%b oN:tSm9_udH+EcTW;iQOnR.&|'@[""fG"
3,Zka(<I~U5p2\v4=}xAF/r,7!0]8y?6q$P`CVBhe,Zka(<I~U5p2\v4=}xAF/r7!0]8y?6q$P`CVBhe
4,M^DXj>lgw,"1{s,)JL#-3","M^DXj>lgw1{s,)JL#-3"
5,+EcTW;iQOn,"R.&|'@[""fG","+EcTW;iQOnR.&|'@[""fG"
6,KY*z%b ,oN:tSm9_udH,KY*z%b oN:tSm9_udH
7,7!0]8y?6,q$P`CVBhe,7!0]8y?6q$P`CVBhe
8,Zka(<I~U,5p2\v4=}xAF/r,Zka(<I~U5p2\v4=}xAF/r
9,"1{s,",)JL#-3,"1{s,)JL#-3"
10,M^DX,j>lgw,M^DXj>lgw
11,+EcT,W;iQOn,+EcTW;iQOn
12,R.&|',"@[""fG","R.&|'@[""fG"
13,oN:t,Sm9_udH,oN:tSm9_udH
14,KY*z,%b ,KY*z%b 
15,q$P`,CVBhe,q$P`CVBhe
16,7!0]8,y?6,7!0]8y?6
17,5p2\v4=},xAF/r,5p2\v4=}xAF/r
18,Zka(<,I~U,Zka(<I~U
19,)J,L#-3,)JL#-3
20,j>,lgw,j>lgw
21,1{,"s,","1{s,"
22,M^D,X,M^DX
23,R.&,|',R.&|'
24,Sm9,_udH,Sm9_udH
25,W;,iQOn,W;iQOn
26,+E,cT,+EcT
27,"@[""",fG,"@[""fG"
28,oN,:t,oN:t
29,%b, ,%b 
30,KY,*z,KY*z
31,CVB,he,CVBhe
32,q$,P`,q$P`
33,y,?6,y?6
34,xAF,/r,xAF/r
35,7!0],8,7!0]8
36,5p,2\v4=},5p2\v4=}
37,Zka(,<,Zka(<
38,I~,U,I~U
39,L,#-3,L#-3
40,j,>,j>
41,lg,w,lgw
42,),J,)J
43,s,",","s,"
44,1,{,1{
45,@[,"""","@["""
46,R,.&,R.&
47,S,m9,Sm9
48,|,',|'
49,iQ,On,iQOn
50,:,t,:t
51,f,G,fG
52,+,E,+E
53,W,;,W;
54,M^,D,M^D
55,_u,dH,_udH
56,c,T,cT
57,o,N,oN
58,C,VB,CVB
59,h,e,he
60,K,Y,KY
61,*,z,*z
62,%,b,%b
63,q,$,q$
64,P,`,P`
65,?,6,?6
66,Zka,(,Zka(
67,#,-3,#-3
68,xA,F,xAF
69,2\v,4=},2\v4=}
70,/,r,/r
71,I,~,I~
72,7!0,],7!0]
73,5,p,5p
74,l,g,lg
75,O,n,On
76,@,[,@[
77,i,Q,iQ
78,m,9,m9
79,_,u,_u
80,.,&,.&
81,M,^,M^
82,d,H,dH
83,V,B,VB
84,7,!0,7!0
85,x,A,xA
86,-,3,-3
87,2\,v,2\v
88,4,=},4=}
89,Zk,a,Zka
90,Z,k,Zk
91,2,\,2\
92,=,},=}
93,!,0,!0
