,left,right,combine
0,T95GV)hKs?>:}]gC~#'\kfYJc^8X@ryx<,"-qDw/1OuPZ v0Alj*""|=WmtRS&adB{+n_$4QUo;M%,Fp(6`3bHeiEN[z.2I!L7","T95GV)hKs?>:}]gC~#'\kfYJc^8X@ryx<-qDw/1OuPZ v0Alj*""|=WmtRS&adB{+n_$4QUo;M%,Fp(6`3bHeiEN[z.2I!L7"
1,"-qDw/1OuPZ v0Alj*""|=WmtRS&a","dB{+n_$4QUo;M%,Fp(6`3bHeiEN[z.2I!L7","-qDw/1OuPZ v0Alj*""|=WmtRS&adB{+n_$4QUo;M%,Fp(6`3bHeiEN[z.2I!L7"
2,T95GV)hKs?>:,}]gC~#'\kfYJc^8X@ryx<,T95GV)hKs?>:}]gC~#'\kfYJc^8X@ryx<
3,"dB{+n_$4QUo;M%,Fp(",6`3bHeiEN[z.2I!L7,"dB{+n_$4QUo;M%,Fp(6`3bHeiEN[z.2I!L7"
4,-qDw/1OuPZ ,"v0Alj*""|=WmtRS&a","-qDw/1OuPZ v0Alj*""|=WmtRS&a"
5,}]gC~#'\k,fYJc^8X@ryx<,}]gC~#'\kfYJc^8X@ryx<
6,T95GV,)hKs?>:,T95GV)hKs?>:
7,dB{+n_$4Q,"Uo;M%,Fp(","dB{+n_$4QUo;M%,Fp("
8,6`3bHei,EN[z.2I!L7,6`3bHeiEN[z.2I!L7
9,v0Alj,"*""|=WmtRS&a","v0Alj*""|=WmtRS&a"
10,-qDw/1Ou,PZ ,-qDw/1OuPZ 
11,fYJc^8,X@ryx<,fYJc^8X@ryx<
12,}]gC,~#'\k,}]gC~#'\k
13,)hKs,?>:,)hKs?>:
14,T95,GV,T95GV
15,6`3b,Hei,6`3bHei
16,EN[z.,2I!L7,EN[z.2I!L7
17,dB{,+n_$4Q,dB{+n_$4Q
18,Uo;M%,",Fp(","Uo;M%,Fp("
19,"*""|",=WmtRS&a,"*""|=WmtRS&a"
20,v0,Alj,v0Alj
21,PZ, ,PZ 
22,-qD,w/1Ou,-qDw/1Ou
23,X@r,yx<,X@ryx<
24,fYJ,c^8,fYJc^8
25,~#',\k,~#'\k
26,)h,Ks,)hKs
27,?,>:,?>:
28,}],gC,}]gC
29,G,V,GV
30,T9,5,T95
31,Uo;,M%,Uo;M%
32,=Wmt,RS&a,=WmtRS&a
33,He,i,Hei
34,2I,!L7,2I!L7
35,",",Fp(,",Fp("
36,dB,{,dB{
37,6`,3b,6`3b
38,+n_,$4Q,+n_$4Q
39,E,N[z.,EN[z.
40,*,"""|","*""|"
41,A,lj,Alj
42,v,0,v0
43,f,YJ,fYJ
44,y,x<,yx<
45,c,^8,c^8
46,P,Z,PZ
47,-q,D,-qD
48,X,@r,X@r
49,w,/1Ou,w/1Ou
50,\,k,\k
51,},],}]
52,~#,',~#'
53,g,C,gC
54,),h,)h
55,>,:,>:
56,K,s,Ks
57,T,9,T9
58,RS,&a,RS&a
59,N[,z.,N[z.
60,6,`,6`
61,H,e,He
62,F,p(,Fp(
63,!L,7,!L7
64,$4,Q,$4Q
65,M,%,M%
66,2,I,2I
67,3,b,3b
68,+n,_,+n_
69,=Wm,t,=Wmt
70,d,B,dB
71,"""",|,"""|"
72,Uo,;,Uo;
73,l,j,lj
74,@,r,@r
75,x,<,x<
76,Y,J,YJ
77,^,8,^8
78,-,q,-q
79,/,1Ou,/1Ou
80,~,#,~#
81,$,4,$4
82,&,a,&a
83,U,o,Uo
84,R,S,RS
85,+,n,+n
86,N,[,N[
87,p,(,p(
88,!,L,!L
89,z,.,z.
90,=,Wm,=Wm
91,1,Ou,1Ou
92,O,u,Ou
93,W,m,Wm
