,left,right,combine
0,K]Wbx-#Ed=&>^z5!u2m/:`o1|q)BG;A?+HjLkfT,"wrF*( CM},4~{l%Y06SVP7ct9hNX.Z3i[pJayvU@8<_g'ODs""e\I$RQn","K]Wbx-#Ed=&>^z5!u2m/:`o1|q)BG;A?+HjLkfTwrF*( CM},4~{l%Y06SVP7ct9hNX.Z3i[pJayvU@8<_g'ODs""e\I$RQn"
1,"wrF*( CM},4~{l%Y06SVP7","ct9hNX.Z3i[pJayvU@8<_g'ODs""e\I$RQn","wrF*( CM},4~{l%Y06SVP7ct9hNX.Z3i[pJayvU@8<_g'ODs""e\I$RQn"
2,K]Wbx-#Ed=&>^z5!u,2m/:`o1|q)BG;A?+HjLkfT,K]Wbx-#Ed=&>^z5!u2m/:`o1|q)BG;A?+HjLkfT
3,ct9hNX.Z3i[pJa,"yvU@8<_g'ODs""e\I$RQn","ct9hNX.Z3i[pJayvU@8<_g'ODs""e\I$RQn"
4,wrF*( CM},",4~{l%Y06SVP7","wrF*( CM},4~{l%Y06SVP7"
5,2m/:`o1|q)BG;A,?+HjLkfT,2m/:`o1|q)BG;A?+HjLkfT
6,K]Wbx-#E,d=&>^z5!u,K]Wbx-#Ed=&>^z5!u
7,yvU@8<_g'ODs,"""e\I$RQn","yvU@8<_g'ODs""e\I$RQn"
8,",4~{l%Y0",6SVP7,",4~{l%Y06SVP7"
9,ct9hNX.,Z3i[pJa,ct9hNX.Z3i[pJa
10,wrF*(, CM},wrF*( CM}
11,?+Hj,LkfT,?+HjLkfT
12,2m/:`o,1|q)BG;A,2m/:`o1|q)BG;A
13,d=&,>^z5!u,d=&>^z5!u
14,K]W,bx-#E,K]Wbx-#E
15,"""e\I",$RQn,"""e\I$RQn"
16,yvU@8<_,g'ODs,yvU@8<_g'ODs
17,ct,9hNX.,ct9hNX.
18,6SV,P7,6SVP7
19,",4~{",l%Y0,",4~{l%Y0"
20,Z3i,[pJa,Z3i[pJa
21, ,CM}, CM}
22,wr,F*(,wrF*(
23,Lk,fT,LkfT
24,?+,Hj,?+Hj
25,>^z5,!u,>^z5!u
26,2m/:,`o,2m/:`o
27,1|q,)BG;A,1|q)BG;A
28,d,=&,d=&
29,bx,-#E,bx-#E
30,$R,Qn,$RQn
31,"""e",\I,"""e\I"
32,K],W,K]W
33,g',ODs,g'ODs
34,6S,V,6SV
35,9h,NX.,9hNX.
36,",4",~{,",4~{"
37,Z,3i,Z3i
38,[,pJa,[pJa
39,l,%Y0,l%Y0
40,P,7,P7
41,c,t,ct
42,yvU@,8<_,yvU@8<_
43,C,M},CM}
44,w,r,wr
45,F,*(,F*(
46,f,T,fT
47,)BG;,A,)BG;A
48,`,o,`o
49,?,+,?+
50,L,k,Lk
51,>^,z5,>^z5
52,2m,/:,2m/:
53,=,&,=&
54,1,|q,1|q
55,H,j,Hj
56,!,u,!u
57,-,#E,-#E
58,$,R,$R
59,"""",e,"""e"
60,K,],K]
61,b,x,bx
62,\,I,\I
63,Q,n,Qn
64,OD,s,ODs
65,3,i,3i
66,g,',g'
67,9,h,9h
68,p,Ja,pJa
69,~,{,~{
70,%Y,0,%Y0
71,",",4,",4"
72,6,S,6S
73,NX,.,NX.
74,y,vU@,yvU@
75,M,},M}
76,8,<_,8<_
77,*,(,*(
78,>,^,>^
79,)BG,;,)BG;
80,z,5,z5
81,#,E,#E
82,|,q,|q
83,2,m,2m
84,/,:,/:
85,vU,@,vU@
86,N,X,NX
87,%,Y,%Y
88,J,a,Ja
89,<,_,<_
90,O,D,OD
91,),BG,)BG
92,B,G,BG
93,v,U,vU
