,left,right,combine
0,fw0^RQuIlq:zG`{3Z@SD]g\yLeV!_~Ek.6j91o(N,"h5 Xc)4ObiK""-tH[7r<U;Fd%|&}a=n?BAY2,xp$+8T#P/>CMW*m'sJv","fw0^RQuIlq:zG`{3Z@SD]g\yLeV!_~Ek.6j91o(Nh5 Xc)4ObiK""-tH[7r<U;Fd%|&}a=n?BAY2,xp$+8T#P/>CMW*m'sJv"
1,"h5 Xc)4ObiK""-tH[7r<U;Fd%|&","}a=n?BAY2,xp$+8T#P/>CMW*m'sJv","h5 Xc)4ObiK""-tH[7r<U;Fd%|&}a=n?BAY2,xp$+8T#P/>CMW*m'sJv"
2,fw0^RQuIlq:zG`{3Z,@SD]g\yLeV!_~Ek.6j91o(N,fw0^RQuIlq:zG`{3Z@SD]g\yLeV!_~Ek.6j91o(N
3,"}a=n?BAY2,xp$+8T#P/>",CMW*m'sJv,"}a=n?BAY2,xp$+8T#P/>CMW*m'sJv"
4,h5 Xc)4O,"biK""-tH[7r<U;Fd%|&","h5 Xc)4ObiK""-tH[7r<U;Fd%|&"
5,@SD]g\yLeV!_~,Ek.6j91o(N,@SD]g\yLeV!_~Ek.6j91o(N
6,fw0^RQuI,lq:zG`{3Z,fw0^RQuIlq:zG`{3Z
7,CMW*,m'sJv,CMW*m'sJv
8,"}a=n?BAY2,xp$",+8T#P/>,"}a=n?BAY2,xp$+8T#P/>"
9,"biK""-tH[7r",<U;Fd%|&,"biK""-tH[7r<U;Fd%|&"
10,h5 X,c)4O,h5 Xc)4O
11,Ek.6j,91o(N,Ek.6j91o(N
12,@SD]g\y,LeV!_~,@SD]g\yLeV!_~
13,lq:zG,`{3Z,lq:zG`{3Z
14,fw0^,RQuI,fw0^RQuI
15,m's,Jv,m'sJv
16,CM,W*,CMW*
17,<U;,Fd%|&,<U;Fd%|&
18,+8T#,P/>,+8T#P/>
19,}a=n?B,"AY2,xp$","}a=n?BAY2,xp$"
20,"biK""-",tH[7r,"biK""-tH[7r"
21,h5, X,h5 X
22,c),4O,c)4O
23,91o,(N,91o(N
24,@SD,]g\y,@SD]g\y
25,LeV,!_~,LeV!_~
26,Ek.,6j,Ek.6j
27,`,{3Z,`{3Z
28,lq:,zG,lq:zG
29,J,v,Jv
30,RQ,uI,RQuI
31,fw,0^,fw0^
32,m,'s,m's
33,W,*,W*
34,P,/>,P/>
35,C,M,CM
36,}a,=n?B,}a=n?B
37,AY2,",xp$","AY2,xp$"
38,+8,T#,+8T#
39,tH[,7r,tH[7r
40,<,U;,<U;
41,Fd%|,&,Fd%|&
42,b,"iK""-","biK""-"
43,4,O,4O
44,(,N,(N
45, ,X, X
46,h,5,h5
47,c,),c)
48,9,1o,91o
49,!_,~,!_~
50,{,3Z,{3Z
51,E,k.,Ek.
52,]g,\y,]g\y
53,Le,V,LeV
54,@S,D,@SD
55,6,j,6j
56,lq,:,lq:
57,z,G,zG
58,f,w,fw
59,',s,'s
60,u,I,uI
61,0,^,0^
62,R,Q,RQ
63,U,;,U;
64,A,Y2,AY2
65,/,>,/>
66,",x",p$,",xp$"
67,},a,}a
68,7,r,7r
69,+,8,+8
70,t,H[,tH[
71,=n,?B,=n?B
72,"iK""",-,"iK""-"
73,Fd%,|,Fd%|
74,T,#,T#
75,3,Z,3Z
76,@,S,@S
77,],g,]g
78,!,_,!_
79,\,y,\y
80,k,.,k.
81,L,e,Le
82,1,o,1o
83,l,q,lq
84,p,$,p$
85,Y,2,Y2
86,",",x,",x"
87,=,n,=n
88,H,[,H[
89,i,"K""","iK"""
90,?,B,?B
91,Fd,%,Fd%
92,F,d,Fd
93,K,"""","K"""
