,left,right,combine
0,"+/[s.g""U8o0jbXLxtw}TO)VI =?!$A<9;lYvz","C@BNq7^3K],|6\`Fk%_>('DJa1dHmc#2MiSGre:{uWf5&~Qh4RZ-Ep*Pny","+/[s.g""U8o0jbXLxtw}TO)VI =?!$A<9;lYvzC@BNq7^3K],|6\`Fk%_>('DJa1dHmc#2MiSGre:{uWf5&~Qh4RZ-Ep*Pny"
1,"C@BNq7^3K],|6\`Fk%_>('D",Ja1dHmc#2MiSGre:{uWf5&~Qh4RZ-Ep*Pny,"C@BNq7^3K],|6\`Fk%_>('DJa1dHmc#2MiSGre:{uWf5&~Qh4RZ-Ep*Pny"
2,"+/[s.g""U8o0jbXLxt",w}TO)VI =?!$A<9;lYvz,"+/[s.g""U8o0jbXLxtw}TO)VI =?!$A<9;lYvz"
3,Ja1dHmc#2MiSGre,:{uWf5&~Qh4RZ-Ep*Pny,Ja1dHmc#2MiSGre:{uWf5&~Qh4RZ-Ep*Pny
4,"C@BNq7^3K],|6",\`Fk%_>('D,"C@BNq7^3K],|6\`Fk%_>('D"
5,w}TO)VI =?!$,A<9;lYvz,w}TO)VI =?!$A<9;lYvz
6,"+/[s.g""U8",o0jbXLxt,"+/[s.g""U8o0jbXLxt"
7,:{uWf5&~Q,h4RZ-Ep*Pny,:{uWf5&~Qh4RZ-Ep*Pny
8,Ja1dHm,c#2MiSGre,Ja1dHmc#2MiSGre
9,\`Fk%_,>('D,\`Fk%_>('D
10,C@BNq7^,"3K],|6","C@BNq7^3K],|6"
11,A<9;,lYvz,A<9;lYvz
12,w}TO)VI ,=?!$,w}TO)VI =?!$
13,o0jb,XLxt,o0jbXLxt
14,:{uWf5,&~Q,:{uWf5&~Q
15,h4RZ,-Ep*Pny,h4RZ-Ep*Pny
16,+/[s.,"g""U8","+/[s.g""U8"
17,c#2,MiSGre,c#2MiSGre
18,>(,'D,>('D
19,Ja1d,Hm,Ja1dHm
20,\`F,k%_,\`Fk%_
21,3K],",|6","3K],|6"
22,C@BN,q7^,C@BNq7^
23,lYv,z,lYvz
24,=?,!$,=?!$
25,XL,xt,XLxt
26,w}TO)V,I ,w}TO)VI 
27,A<,9;,A<9;
28,o0,jb,o0jb
29,h,4RZ,h4RZ
30,+/[s,.,+/[s.
31,&~,Q,&~Q
32,:{uW,f5,:{uWf5
33,-Ep,*Pny,-Ep*Pny
34,"g""",U8,"g""U8"
35,MiSG,re,MiSGre
36,c,#2,c#2
37,>,(,>(
38,',D,'D
39,Ja1,d,Ja1d
40,H,m,Hm
41,\`,F,\`F
42,q7,^,q7^
43,C@,BN,C@BN
44,3,K],3K]
45,k%,_,k%_
46,",|",6,",|6"
47,l,Yv,lYv
48,A,<,A<
49,j,b,jb
50,w}TO),V,w}TO)V
51,I, ,I 
52,x,t,xt
53,=,?,=?
54,!,$,!$
55,X,L,XL
56,9,;,9;
57,o,0,o0
58,*P,ny,*Pny
59,#,2,#2
60,:{u,W,:{uW
61,MiS,G,MiSG
62,&,~,&~
63,U,8,U8
64,g,"""","g"""
65,4,RZ,4RZ
66,-,Ep,-Ep
67,f,5,f5
68,r,e,re
69,+/[,s,+/[s
70,J,a1,Ja1
71,K,],K]
72,k,%,k%
73,Y,v,Yv
74,q,7,q7
75,",",|,",|"
76,\,`,\`
77,C,@,C@
78,B,N,BN
79,w},TO),w}TO)
80,R,Z,RZ
81,a,1,a1
82,n,y,ny
83,:,{u,:{u
84,M,iS,MiS
85,*,P,*P
86,+/,[,+/[
87,E,p,Ep
88,T,O),TO)
89,O,),O)
90,i,S,iS
91,w,},w}
92,{,u,{u
93,+,/,+/
