,left,right,combine
0,l]'Hg54hA>Yc. $S|?6;DRGEt0/(oC_f%{ia7},"!*@q3+ZPd=T8pVymOsK-1LMWn#zx`I<9vU,)Nkr""bF2&JXwu\:[j^Q~eB","l]'Hg54hA>Yc. $S|?6;DRGEt0/(oC_f%{ia7}!*@q3+ZPd=T8pVymOsK-1LMWn#zx`I<9vU,)Nkr""bF2&JXwu\:[j^Q~eB"
1,!*@q3+ZPd=T8pVymOsK-1LMWn,"#zx`I<9vU,)Nkr""bF2&JXwu\:[j^Q~eB","!*@q3+ZPd=T8pVymOsK-1LMWn#zx`I<9vU,)Nkr""bF2&JXwu\:[j^Q~eB"
2,l]'Hg54hA>Yc. $S|,?6;DRGEt0/(oC_f%{ia7},l]'Hg54hA>Yc. $S|?6;DRGEt0/(oC_f%{ia7}
3,"#zx`I<9vU,)Nkr""b",F2&JXwu\:[j^Q~eB,"#zx`I<9vU,)Nkr""bF2&JXwu\:[j^Q~eB"
4,!*@q3+ZPd,=T8pVymOsK-1LMWn,!*@q3+ZPd=T8pVymOsK-1LMWn
5,?6;DRGEt0,/(oC_f%{ia7},?6;DRGEt0/(oC_f%{ia7}
6,l]'Hg54hA,>Yc. $S|,l]'Hg54hA>Yc. $S|
7,F2&JXwu\:,[j^Q~eB,F2&JXwu\:[j^Q~eB
8,#zx`I<9v,"U,)Nkr""b","#zx`I<9vU,)Nkr""b"
9,=T8pVy,mOsK-1LMWn,=T8pVymOsK-1LMWn
10,!*@q3,+ZPd,!*@q3+ZPd
11,?6;DR,GEt0,?6;DRGEt0
12,/(oC,_f%{ia7},/(oC_f%{ia7}
13,>Yc., $S|,>Yc. $S|
14,[j^Q,~eB,[j^Q~eB
15,l]'Hg,54hA,l]'Hg54hA
16,F2&JXw,u\:,F2&JXwu\:
17,mOsK-,1LMWn,mOsK-1LMWn
18,"U,)N","kr""b","U,)Nkr""b"
19,#zx,`I<9v,#zx`I<9v
20,=T8,pVy,=T8pVy
21,+Z,Pd,+ZPd
22,!*@,q3,!*@q3
23,_f%,{ia7},_f%{ia7}
24,/(,oC,/(oC
25,GE,t0,GEt0
26,?6;,DR,?6;DR
27, ,$S|, $S|
28,l],'Hg,l]'Hg
29,u\,:,u\:
30,~,eB,~eB
31,>Y,c.,>Yc.
32,54,hA,54hA
33,[j,^Q,[j^Q
34,F2&JX,w,F2&JXw
35,mO,sK-,mOsK-
36,`I,<9v,`I<9v
37,"U,",)N,"U,)N"
38,#,zx,#zx
39,kr,"""b","kr""b"
40,1LMW,n,1LMWn
41,p,Vy,pVy
42,q,3,q3
43,=,T8,=T8
44,+,Z,+Z
45,P,d,Pd
46,?,6;,?6;
47,/,(,/(
48,!*,@,!*@
49,t,0,t0
50,{,ia7},{ia7}
51,_,f%,_f%
52,D,R,DR
53,o,C,oC
54,G,E,GE
55,$,S|,$S|
56,u,\,u\
57,^,Q,^Q
58,5,4,54
59,'H,g,'Hg
60,h,A,hA
61,>,Y,>Y
62,[,j,[j
63,l,],l]
64,e,B,eB
65,c,.,c.
66,<9,v,<9v
67,"""",b,"""b"
68,`,I,`I
69,k,r,kr
70,z,x,zx
71,V,y,Vy
72,sK,-,sK-
73,1LM,W,1LMW
74,m,O,mO
75,),N,)N
76,F2&,JX,F2&JX
77,U,",","U,"
78,T,8,T8
79,i,a7},ia7}
80,S,|,S|
81,f,%,f%
82,6,;,6;
83,!,*,!*
84,',H,'H
85,F,2&,F2&
86,<,9,<9
87,J,X,JX
88,1L,M,1LM
89,s,K,sK
90,a,7},a7}
91,7,},7}
92,2,&,2&
93,1,L,1L
