,left,right,combine
0,)-whdz#E{r1:0o;m%!L|+$4tgDqPf[Fs@lM7GKi,"=eRy\5?ZXU *,/pSjx]aJ36bQ2u~V^9W8Cv}'nY(kH""NI>OBT&`A<.c_",")-whdz#E{r1:0o;m%!L|+$4tgDqPf[Fs@lM7GKi=eRy\5?ZXU *,/pSjx]aJ36bQ2u~V^9W8Cv}'nY(kH""NI>OBT&`A<.c_"
1,"=eRy\5?ZXU *,/pSjx]aJ3","6bQ2u~V^9W8Cv}'nY(kH""NI>OBT&`A<.c_","=eRy\5?ZXU *,/pSjx]aJ36bQ2u~V^9W8Cv}'nY(kH""NI>OBT&`A<.c_"
2,)-whdz#E{r1:0o;,m%!L|+$4tgDqPf[Fs@lM7GKi,)-whdz#E{r1:0o;m%!L|+$4tgDqPf[Fs@lM7GKi
3,6bQ2u~V^9W8Cv,"}'nY(kH""NI>OBT&`A<.c_","6bQ2u~V^9W8Cv}'nY(kH""NI>OBT&`A<.c_"
4,=eRy\5?ZXU *,",/pSjx]aJ3","=eRy\5?ZXU *,/pSjx]aJ3"
5,m%!L|+$4tgD,qPf[Fs@lM7GKi,m%!L|+$4tgDqPf[Fs@lM7GKi
6,)-whdz#E,{r1:0o;,)-whdz#E{r1:0o;
7,"}'nY(kH""NI>OBT&",`A<.c_,"}'nY(kH""NI>OBT&`A<.c_"
8,6bQ2u~,V^9W8Cv,6bQ2u~V^9W8Cv
9,",/pSj",x]aJ3,",/pSjx]aJ3"
10,=eRy\5,?ZXU *,=eRy\5?ZXU *
11,qPf[Fs@,lM7GKi,qPf[Fs@lM7GKi
12,m%!L|+,$4tgD,m%!L|+$4tgD
13,{r1,:0o;,{r1:0o;
14,)-wh,dz#E,)-whdz#E
15,`A<.,c_,`A<.c_
16,}'nY(kH,"""NI>OBT&","}'nY(kH""NI>OBT&"
17,V^9,W8Cv,V^9W8Cv
18,",/p",Sj,",/pSj"
19,?ZXU, *,?ZXU *
20,6b,Q2u~,6bQ2u~
21,x]a,J3,x]aJ3
22,=e,Ry\5,=eRy\5
23,lM7G,Ki,lM7GKi
24,m%!L,|+,m%!L|+
25,qPf[,Fs@,qPf[Fs@
26,$4,tgD,$4tgD
27,:0,o;,:0o;
28,{r,1,{r1
29,)-,wh,)-wh
30,dz,#E,dz#E
31,c,_,c_
32,`A,<.,`A<.
33,W8,Cv,W8Cv
34,"""N",I>OBT&,"""NI>OBT&"
35,}'nY,(kH,}'nY(kH
36,V^,9,V^9
37,S,j,Sj
38, ,*, *
39,6,b,6b
40,?Z,XU,?ZXU
41,x,]a,x]a
42,J,3,J3
43,",/",p,",/p"
44,Q2,u~,Q2u~
45,Ry\,5,Ry\5
46,=,e,=e
47,K,i,Ki
48,lM,7G,lM7G
49,t,gD,tgD
50,$,4,$4
51,Fs,@,Fs@
52,m%!,L,m%!L
53,|,+,|+
54,qP,f[,qPf[
55,o,;,o;
56,d,z,dz
57,w,h,wh
58,:,0,:0
59,{,r,{r
60,#,E,#E
61,),-,)-
62,(k,H,(kH
63,I>OB,T&,I>OBT&
64,}',nY,}'nY
65,W,8,W8
66,`,A,`A
67,"""",N,"""N"
68,<,.,<.
69,C,v,Cv
70,V,^,V^
71,],a,]a
72,?,Z,?Z
73,u,~,u~
74,Q,2,Q2
75,X,U,XU
76,",",/,",/"
77,Ry,\,Ry\
78,l,M,lM
79,7,G,7G
80,m%,!,m%!
81,f,[,f[
82,q,P,qP
83,F,s,Fs
84,g,D,gD
85,(,k,(k
86,},',}'
87,n,Y,nY
88,I>O,B,I>OB
89,T,&,T&
90,R,y,Ry
91,m,%,m%
92,I,>O,I>O
93,>,O,>O
