,left,right,combine
0,"[Ejf]&8x)4|kAV""~}<%@hFN2=mX\UMDn!GK1","5t-3a'6>;B?_L gbYH+9SW{diOPIR/Qq*vzZ0JrTo,7sy$(:ulwec^.#p`C","[Ejf]&8x)4|kAV""~}<%@hFN2=mX\UMDn!GK15t-3a'6>;B?_L gbYH+9SW{diOPIR/Qq*vzZ0JrTo,7sy$(:ulwec^.#p`C"
1,5t-3a'6>;B?_L gbYH+9SW{diO,"PIR/Qq*vzZ0JrTo,7sy$(:ulwec^.#p`C","5t-3a'6>;B?_L gbYH+9SW{diOPIR/Qq*vzZ0JrTo,7sy$(:ulwec^.#p`C"
2,[Ejf]&8x)4|kAV,"""~}<%@hFN2=mX\UMDn!GK1","[Ejf]&8x)4|kAV""~}<%@hFN2=mX\UMDn!GK1"
3,"PIR/Qq*vzZ0JrTo,7",sy$(:ulwec^.#p`C,"PIR/Qq*vzZ0JrTo,7sy$(:ulwec^.#p`C"
4,5t-3a'6>,;B?_L gbYH+9SW{diO,5t-3a'6>;B?_L gbYH+9SW{diO
5,"""~}<%@hF",N2=mX\UMDn!GK1,"""~}<%@hFN2=mX\UMDn!GK1"
6,[Ejf]&8,x)4|kAV,[Ejf]&8x)4|kAV
7,sy$(:ul,wec^.#p`C,sy$(:ulwec^.#p`C
8,PIR/Qq*,"vzZ0JrTo,7","PIR/Qq*vzZ0JrTo,7"
9,;B?_L ,gbYH+9SW{diO,;B?_L gbYH+9SW{diO
10,5t-3,a'6>,5t-3a'6>
11,N2=mX\U,MDn!GK1,N2=mX\UMDn!GK1
12,"""~}",<%@hF,"""~}<%@hF"
13,wec^,.#p`C,wec^.#p`C
14,[Ejf,]&8,[Ejf]&8
15,x)4,|kAV,x)4|kAV
16,sy$,(:ul,sy$(:ul
17,gbYH+9SW,{diO,gbYH+9SW{diO
18,vzZ0,"JrTo,7","vzZ0JrTo,7"
19,PIR/Q,q*,PIR/Qq*
20,;B,?_L ,;B?_L 
21,a',6>,a'6>
22,5t,-3,5t-3
23,N2=m,X\U,N2=mX\U
24,MDn!,GK1,MDn!GK1
25,<%@,hF,<%@hF
26,"""",~},"""~}"
27,[E,jf,[Ejf
28,]&,8,]&8
29,(:,ul,(:ul
30,we,c^,wec^
31,x),4,x)4
32,|k,AV,|kAV
33,.#,p`C,.#p`C
34,sy,$,sy$
35,gbYH,+9SW,gbYH+9SW
36,{d,iO,{diO
37,PIR/,Q,PIR/Q
38,Jr,"To,7","JrTo,7"
39,vz,Z0,vzZ0
40,q,*,q*
41,?,_L ,?_L 
42,a,',a'
43,6,>,6>
44,-,3,-3
45,;,B,;B
46,5,t,5t
47,GK,1,GK1
48,~,},~}
49,h,F,hF
50,<,%@,<%@
51,N2,=m,N2=m
52,MD,n!,MDn!
53,X\,U,X\U
54,x,),x)
55,(,:,(:
56,p`,C,p`C
57,j,f,jf
58,|,k,|k
59,u,l,ul
60,w,e,we
61,A,V,AV
62,.,#,.#
63,],&,]&
64,c,^,c^
65,[,E,[E
66,i,O,iO
67,{,d,{d
68,PIR,/,PIR/
69,Z,0,Z0
70,gbY,H,gbYH
71,J,r,Jr
72,v,z,vz
73,To,",7","To,7"
74,+,9SW,+9SW
75,s,y,sy
76,_L, ,_L 
77,=,m,=m
78,%,@,%@
79,X,\,X\
80,n,!,n!
81,M,D,MD
82,N,2,N2
83,G,K,GK
84,p,`,p`
85,_,L,_L
86,T,o,To
87,",",7,",7"
88,9S,W,9SW
89,P,IR,PIR
90,gb,Y,gbY
91,g,b,gb
92,9,S,9S
93,I,R,IR
