,left,right,combine
0, S-.2x_^yW{b:eqT!NaZ1j}IC0=h6Y+<lsi,"]Pz9`#|57L(kncuAU&>*,R$""'?~Dtd/H;B%MK3Q4Xw8GVvp@[F)gf\EomJrO"," S-.2x_^yW{b:eqT!NaZ1j}IC0=h6Y+<lsi]Pz9`#|57L(kncuAU&>*,R$""'?~Dtd/H;B%MK3Q4Xw8GVvp@[F)gf\EomJrO"
1,"]Pz9`#|57L(kncuAU&>*,R$""'?~Dtd/",H;B%MK3Q4Xw8GVvp@[F)gf\EomJrO,"]Pz9`#|57L(kncuAU&>*,R$""'?~Dtd/H;B%MK3Q4Xw8GVvp@[F)gf\EomJrO"
2, S-.2x_^yW{b:eqT!Na,Z1j}IC0=h6Y+<lsi, S-.2x_^yW{b:eqT!NaZ1j}IC0=h6Y+<lsi
3,H;B%MK3Q4Xw8GV,vp@[F)gf\EomJrO,H;B%MK3Q4Xw8GVvp@[F)gf\EomJrO
4,]Pz9`#|57L(kncu,"AU&>*,R$""'?~Dtd/","]Pz9`#|57L(kncuAU&>*,R$""'?~Dtd/"
5,Z1j}IC0=h,6Y+<lsi,Z1j}IC0=h6Y+<lsi
6, S-.2x_^y,W{b:eqT!Na, S-.2x_^yW{b:eqT!Na
7,vp@[F)g,f\EomJrO,vp@[F)gf\EomJrO
8,H;B%MK3Q4X,w8GV,H;B%MK3Q4Xw8GV
9,"AU&>*,","R$""'?~Dtd/","AU&>*,R$""'?~Dtd/"
10,]Pz9,`#|57L(kncu,]Pz9`#|57L(kncu
11,6Y+,<lsi,6Y+<lsi
12,Z1j}I,C0=h,Z1j}IC0=h
13,W{b:e,qT!Na,W{b:eqT!Na
14, S-,.2x_^y, S-.2x_^y
15,f\Eo,mJrO,f\EomJrO
16,vp@[,F)g,vp@[F)g
17,w8,GV,w8GV
18,AU&,">*,","AU&>*,"
19,`#|57L,(kncu,`#|57L(kncu
20,H;B%M,K3Q4X,H;B%MK3Q4X
21,"R$""'?~",Dtd/,"R$""'?~Dtd/"
22,]P,z9,]Pz9
23,<l,si,<lsi
24,6,Y+,6Y+
25,C0,=h,C0=h
26,qT!,Na,qT!Na
27,.2x,_^y,.2x_^y
28,Z1j,}I,Z1j}I
29,W{,b:e,W{b:e
30,F,)g,F)g
31, ,S-, S-
32,f\E,o,f\Eo
33,mJ,rO,mJrO
34,vp,@[,vp@[
35,G,V,GV
36,w,8,w8
37,>*,",",">*,"
38,R$,"""'?~","R$""'?~"
39,`#,|57L,`#|57L
40,K3Q,4X,K3Q4X
41,(kn,cu,(kncu
42,H;,B%M,H;B%M
43,Dtd,/,Dtd/
44,z,9,z9
45,A,U&,AU&
46,Y,+,Y+
47,],P,]P
48,<,l,<l
49,s,i,si
50,=,h,=h
51,C,0,C0
52,b:,e,b:e
53,_,^y,_^y
54,Z,1j,Z1j
55,},I,}I
56,q,T!,qT!
57,N,a,Na
58,W,{,W{
59,.2,x,.2x
60,S,-,S-
61,f,\E,f\E
62,m,J,mJ
63,@,[,@[
64,r,O,rO
65,),g,)g
66,v,p,vp
67,"""'?",~,"""'?~"
68,K3,Q,K3Q
69,R,$,R$
70,|57,L,|57L
71,(,kn,(kn
72,>,*,>*
73,H,;,H;
74,U,&,U&
75,D,td,Dtd
76,`,#,`#
77,c,u,cu
78,B%,M,B%M
79,4,X,4X
80,^,y,^y
81,.,2,.2
82,T,!,T!
83,b,:,b:
84,1,j,1j
85,\,E,\E
86,|,57,|57
87,k,n,kn
88,K,3,K3
89,B,%,B%
90,t,d,td
91,"""'",?,"""'?"
92,"""",',"""'"
93,5,7,57
