,left,right,combine
0,A#R5i_nPYb2Np6X4V+e.&m^BZ3u19Kxr/ H\GE[o(D}z,"!y""-sO7w;W8`]ld$q=~fM*ST:<@|)t{>?avjLCgU'0Q%k,JFhcI","A#R5i_nPYb2Np6X4V+e.&m^BZ3u19Kxr/ H\GE[o(D}z!y""-sO7w;W8`]ld$q=~fM*ST:<@|)t{>?avjLCgU'0Q%k,JFhcI"
1,"!y""-sO7w;W8`]ld$q=~fM","*ST:<@|)t{>?avjLCgU'0Q%k,JFhcI","!y""-sO7w;W8`]ld$q=~fM*ST:<@|)t{>?avjLCgU'0Q%k,JFhcI"
2,A#R5i_nPYb2Np6X4V+e,.&m^BZ3u19Kxr/ H\GE[o(D}z,A#R5i_nPYb2Np6X4V+e.&m^BZ3u19Kxr/ H\GE[o(D}z
3,*ST:<@|)t{>?,"avjLCgU'0Q%k,JFhcI","*ST:<@|)t{>?avjLCgU'0Q%k,JFhcI"
4,"!y""-sO7w;W8",`]ld$q=~fM,"!y""-sO7w;W8`]ld$q=~fM"
5,.&m^BZ3u1,9Kxr/ H\GE[o(D}z,.&m^BZ3u19Kxr/ H\GE[o(D}z
6,A#R5i_nPYb2,Np6X4V+e,A#R5i_nPYb2Np6X4V+e
7,avjLCgU,"'0Q%k,JFhcI","avjLCgU'0Q%k,JFhcI"
8,*ST:<@,|)t{>?,*ST:<@|)t{>?
9,`]ld,$q=~fM,`]ld$q=~fM
10,"!y""-sO",7w;W8,"!y""-sO7w;W8"
11,9Kxr/, H\GE[o(D}z,9Kxr/ H\GE[o(D}z
12,.&m^,BZ3u1,.&m^BZ3u1
13,Np6X,4V+e,Np6X4V+e
14,"'0Q%k,",JFhcI,"'0Q%k,JFhcI"
15,A#R5i,_nPYb2,A#R5i_nPYb2
16,avjL,CgU,avjLCgU
17,|)t{,>?,|)t{>?
18,*S,T:<@,*ST:<@
19,$q=,~fM,$q=~fM
20,`],ld,`]ld
21,"!y""",-sO,"!y""-sO"
22, H\,GE[o(D}z, H\GE[o(D}z
23,7w;,W8,7w;W8
24,9K,xr/,9Kxr/
25,4V,+e,4V+e
26,BZ3,u1,BZ3u1
27,.&,m^,.&m^
28,Np,6X,Np6X
29,A#R,5i,A#R5i
30,_nP,Yb2,_nPYb2
31,'0,"Q%k,","'0Q%k,"
32,JF,hcI,JFhcI
33,C,gU,CgU
34,a,vjL,avjL
35,>,?,>?
36,*,S,*S
37,T:,<@,T:<@
38,|),t{,|)t{
39,~,fM,~fM
40,`,],`]
41,$q,=,$q=
42,l,d,ld
43,GE[,o(D}z,GE[o(D}z
44, ,H\, H\
45,-,sO,-sO
46,7,w;,7w;
47,xr,/,xr/
48,W,8,W8
49,!y,"""","!y"""
50,B,Z3,BZ3
51,u,1,u1
52,+,e,+e
53,4,V,4V
54,.,&,.&
55,6,X,6X
56,9,K,9K
57,m,^,m^
58,A,#R,A#R
59,5,i,5i
60,J,F,JF
61,Q%,"k,","Q%k,"
62,hc,I,hcI
63,g,U,gU
64,',0,'0
65,Yb,2,Yb2
66,_,nP,_nP
67,N,p,Np
68,v,jL,vjL
69,|,),|)
70,f,M,fM
71,T,:,T:
72,t,{,t{
73,<,@,<@
74,$,q,$q
75,s,O,sO
76,o(D},z,o(D}z
77,w,;,w;
78,H,\,H\
79,G,E[,GE[
80,!,y,!y
81,x,r,xr
82,Z,3,Z3
83,Q,%,Q%
84,Y,b,Yb
85,k,",","k,"
86,h,c,hc
87,j,L,jL
88,#,R,#R
89,n,P,nP
90,E,[,E[
91,o(,D},o(D}
92,o,(,o(
93,D,},D}
