,left,right,combine
0,"S-Fxd""3N 9h!Zs,J}cQi=5OAn0w(U/T&e2\",Rz7X?YIq_'{>]p~.vl)E[^VaMBkW6yDLH1Cf|<%;rPm:+GK4g8buo*tj`$#@,"S-Fxd""3N 9h!Zs,J}cQi=5OAn0w(U/T&e2\Rz7X?YIq_'{>]p~.vl)E[^VaMBkW6yDLH1Cf|<%;rPm:+GK4g8buo*tj`$#@"
1,Rz7X?YIq_'{>]p~.vl)E,[^VaMBkW6yDLH1Cf|<%;rPm:+GK4g8buo*tj`$#@,Rz7X?YIq_'{>]p~.vl)E[^VaMBkW6yDLH1Cf|<%;rPm:+GK4g8buo*tj`$#@
2,"S-Fxd""3N 9h!Zs,",J}cQi=5OAn0w(U/T&e2\,"S-Fxd""3N 9h!Zs,J}cQi=5OAn0w(U/T&e2\"
3,[^VaMBkW6yDLH1Cf|<%;rP,m:+GK4g8buo*tj`$#@,[^VaMBkW6yDLH1Cf|<%;rPm:+GK4g8buo*tj`$#@
4,Rz7X?YIq_',{>]p~.vl)E,Rz7X?YIq_'{>]p~.vl)E
5,J}cQi=5OAn,0w(U/T&e2\,J}cQi=5OAn0w(U/T&e2\
6,"S-Fxd""3N"," 9h!Zs,","S-Fxd""3N 9h!Zs,"
7,[^VaMBkW6y,DLH1Cf|<%;rP,[^VaMBkW6yDLH1Cf|<%;rP
8,m:+GK4g8buo*,tj`$#@,m:+GK4g8buo*tj`$#@
9,{>]p~,.vl)E,{>]p~.vl)E
10,0w(U,/T&e2\,0w(U/T&e2\
11,Rz7X?,YIq_',Rz7X?YIq_'
12,J}cQ,i=5OAn,J}cQi=5OAn
13, 9h,"!Zs,"," 9h!Zs,"
14,S-Fxd,"""3N","S-Fxd""3N"
15,m:+GK4,g8buo*,m:+GK4g8buo*
16,tj`$,#@,tj`$#@
17,[^Va,MBkW6y,[^VaMBkW6y
18,DLH1Cf|<,%;rP,DLH1Cf|<%;rP
19,.v,l)E,.vl)E
20,{>],p~,{>]p~
21,i=5,OAn,i=5OAn
22,YI,q_',YIq_'
23,/T,&e2\,/T&e2\
24,0w(,U,0w(U
25,Rz,7X?,Rz7X?
26,J},cQ,J}cQ
27, ,9h, 9h
28,!Z,"s,","!Zs,"
29,"""",3N,"""3N"
30,S-F,xd,S-Fxd
31,DLH1,Cf|<,DLH1Cf|<
32,m:,+GK4,m:+GK4
33,g8b,uo*,g8buo*
34,[^V,a,[^Va
35,MBk,W6y,MBkW6y
36,tj,`$,tj`$
37,%;r,P,%;rP
38,#,@,#@
39,l),E,l)E
40,.,v,.v
41,p,~,p~
42,i,=5,i=5
43,7X,?,7X?
44,q,_',q_'
45,0w,(,0w(
46,Y,I,YI
47,&e,2\,&e2\
48,OA,n,OAn
49,/,T,/T
50,R,z,Rz
51,{>,],{>]
52,s,",","s,"
53,9,h,9h
54,3,N,3N
55,J,},J}
56,!,Z,!Z
57,c,Q,cQ
58,m,:,m:
59,x,d,xd
60,W6,y,W6y
61,%,;r,%;r
62,S-,F,S-F
63,g8,b,g8b
64,[^,V,[^V
65,uo,*,uo*
66,+GK,4,+GK4
67,`,$,`$
68,DLH,1,DLH1
69,Cf|,<,Cf|<
70,t,j,tj
71,M,Bk,MBk
72,l,),l)
73,2,\,2\
74,_,',_'
75,&,e,&e
76,{,>,{>
77,0,w,0w
78,=,5,=5
79,O,A,OA
80,7,X,7X
81,D,LH,DLH
82,g,8,g8
83,;,r,;r
84,u,o,uo
85,B,k,Bk
86,[,^,[^
87,+G,K,+GK
88,S,-,S-
89,W,6,W6
90,Cf,|,Cf|
91,C,f,Cf
92,+,G,+G
93,L,H,LH
