,left,right,combine
0,[+#Xo2IQ8G>.N%rFig!jfLuVhcpx7}SaPMbR|3,"=,4""-OJAD?1_W(YvByn]$k^zmt;Es9qU'0&@~*6`dw {e)KT5\:/lZC<H","[+#Xo2IQ8G>.N%rFig!jfLuVhcpx7}SaPMbR|3=,4""-OJAD?1_W(YvByn]$k^zmt;Es9qU'0&@~*6`dw {e)KT5\:/lZC<H"
1,"=,4""-OJAD?1_W(YvByn]$k^z",mt;Es9qU'0&@~*6`dw {e)KT5\:/lZC<H,"=,4""-OJAD?1_W(YvByn]$k^zmt;Es9qU'0&@~*6`dw {e)KT5\:/lZC<H"
2,[+#Xo2IQ8G>.N%rFig,!jfLuVhcpx7}SaPMbR|3,[+#Xo2IQ8G>.N%rFig!jfLuVhcpx7}SaPMbR|3
3,mt;Es9qU'0&@~*6`dw, {e)KT5\:/lZC<H,mt;Es9qU'0&@~*6`dw {e)KT5\:/lZC<H
4,"=,4""-OJAD?",1_W(YvByn]$k^z,"=,4""-OJAD?1_W(YvByn]$k^z"
5,!jfLuVhc,px7}SaPMbR|3,!jfLuVhcpx7}SaPMbR|3
6,[+#Xo2IQ8G,>.N%rFig,[+#Xo2IQ8G>.N%rFig
7, {e)KT5,\:/lZC<H, {e)KT5\:/lZC<H
8,mt;Es9qU',0&@~*6`dw,mt;Es9qU'0&@~*6`dw
9,1_W(YvB,yn]$k^z,1_W(YvByn]$k^z
10,"=,4""-O",JAD?,"=,4""-OJAD?"
11,px7}Sa,PMbR|3,px7}SaPMbR|3
12,!jfL,uVhc,!jfLuVhc
13,>.N%r,Fig,>.N%rFig
14,[+#Xo2,IQ8G,[+#Xo2IQ8G
15,\:/l,ZC<H,\:/lZC<H
16, {e,)KT5, {e)KT5
17,0&@~*,6`dw,0&@~*6`dw
18,yn]$,k^z,yn]$k^z
19,mt;,Es9qU',mt;Es9qU'
20,1_,W(YvB,1_W(YvB
21,JA,D?,JAD?
22,"=,4","""-O","=,4""-O"
23,PM,bR|3,PMbR|3
24,px,7}Sa,px7}Sa
25,uV,hc,uVhc
26,!j,fL,!jfL
27,Fi,g,Fig
28,[+#,Xo2,[+#Xo2
29,IQ,8G,IQ8G
30,>.N,%r,>.N%r
31,ZC,<H,ZC<H
32, ,{e, {e
33,6`,dw,6`dw
34,)K,T5,)KT5
35,\:,/l,\:/l
36,0&@,~*,0&@~*
37,Es9q,U',Es9qU'
38,yn,]$,yn]$
39,k^,z,k^z
40,mt,;,mt;
41,W(,YvB,W(YvB
42,D,?,D?
43,1,_,1_
44,J,A,JA
45,7},Sa,7}Sa
46,"""",-O,"""-O"
47,"=,",4,"=,4"
48,bR,|3,bR|3
49,P,M,PM
50,u,V,uV
51,!,j,!j
52,f,L,fL
53,h,c,hc
54,p,x,px
55,8,G,8G
56,F,i,Fi
57,%,r,%r
58,X,o2,Xo2
59,[+,#,[+#
60,I,Q,IQ
61,<,H,<H
62,>.,N,>.N
63,/,l,/l
64,6,`,6`
65,{,e,{e
66,\,:,\:
67,Z,C,ZC
68,),K,)K
69,T,5,T5
70,d,w,dw
71,~,*,~*
72,k,^,k^
73,],$,]$
74,Yv,B,YvB
75,U,',U'
76,Es9,q,Es9q
77,0&,@,0&@
78,m,t,mt
79,y,n,yn
80,W,(,W(
81,-,O,-O
82,=,",","=,"
83,b,R,bR
84,7,},7}
85,|,3,|3
86,S,a,Sa
87,>,.,>.
88,[,+,[+
89,o,2,o2
90,0,&,0&
91,Y,v,Yv
92,Es,9,Es9
93,E,s,Es
