,left,right,combine
0,rb3!@~%Oi^0-DgMxlj&REQCF4k6yBfqX8nN>'7,"dI \vtJ9L_sA]a$zTVKS""`p#;m(<.[W|,/c5?{U*+wZ2YheHGo):Pu1}=","rb3!@~%Oi^0-DgMxlj&REQCF4k6yBfqX8nN>'7dI \vtJ9L_sA]a$zTVKS""`p#;m(<.[W|,/c5?{U*+wZ2YheHGo):Pu1}="
1,dI \vtJ9L_sA]a$zTVK,"S""`p#;m(<.[W|,/c5?{U*+wZ2YheHGo):Pu1}=","dI \vtJ9L_sA]a$zTVKS""`p#;m(<.[W|,/c5?{U*+wZ2YheHGo):Pu1}="
2,rb3!@~%Oi^0-DgMx,lj&REQCF4k6yBfqX8nN>'7,rb3!@~%Oi^0-DgMxlj&REQCF4k6yBfqX8nN>'7
3,"S""`p#;m(<.[W|,/c5?{U*+",wZ2YheHGo):Pu1}=,"S""`p#;m(<.[W|,/c5?{U*+wZ2YheHGo):Pu1}="
4,dI \vtJ9,L_sA]a$zTVK,dI \vtJ9L_sA]a$zTVK
5,lj&REQCF4k6y,BfqX8nN>'7,lj&REQCF4k6yBfqX8nN>'7
6,rb3!@~%O,i^0-DgMx,rb3!@~%Oi^0-DgMx
7,wZ2YheHGo,):Pu1}=,wZ2YheHGo):Pu1}=
8,"S""`p#;m(<.[","W|,/c5?{U*+","S""`p#;m(<.[W|,/c5?{U*+"
9,L_sA,]a$zTVK,L_sA]a$zTVK
10,dI ,\vtJ9,dI \vtJ9
11,lj&REQ,CF4k6y,lj&REQCF4k6y
12,BfqX8,nN>'7,BfqX8nN>'7
13,i^0-,DgMx,i^0-DgMx
14,rb3!,@~%O,rb3!@~%O
15,):P,u1}=,):Pu1}=
16,"S""`p",#;m(<.[,"S""`p#;m(<.["
17,]a$z,TVK,]a$zTVK
18,"W|,/c5",?{U*+,"W|,/c5?{U*+"
19,wZ2,YheHGo,wZ2YheHGo
20,L_,sA,L_sA
21,\v,tJ9,\vtJ9
22,dI, ,dI 
23,Bf,qX8,BfqX8
24,CF4,k6y,CF4k6y
25,nN>,'7,nN>'7
26,lj&,REQ,lj&REQ
27,D,gMx,DgMx
28,i^,0-,i^0-
29,@~,%O,@~%O
30,u1,}=,u1}=
31,rb,3!,rb3!
32,):,P,):P
33,W|,",/c5","W|,/c5"
34,?{,U*+,?{U*+
35,]a,$z,]a$z
36,Yh,eHGo,YheHGo
37,TV,K,TVK
38,#;m,(<.[,#;m(<.[
39,"S""",`p,"S""`p"
40,wZ,2,wZ2
41,s,A,sA
42,L,_,L_
43,t,J9,tJ9
44,\,v,\v
45,',7,'7
46,R,EQ,REQ
47,B,f,Bf
48,d,I,dI
49,k,6y,k6y
50,g,Mx,gMx
51,qX,8,qX8
52,n,N>,nN>
53,lj,&,lj&
54,C,F4,CF4
55,0,-,0-
56,%,O,%O
57,},=,}=
58,@,~,@~
59,i,^,i^
60,r,b,rb
61,3,!,3!
62,u,1,u1
63,),:,):
64,`,p,`p
65,",/c",5,",/c5"
66,?,{,?{
67,eHG,o,eHGo
68,W,|,W|
69,(<,.[,(<.[
70,],a,]a
71,T,V,TV
72,$,z,$z
73,#,;m,#;m
74,S,"""","S"""
75,U,*+,U*+
76,w,Z,wZ
77,Y,h,Yh
78,J,9,J9
79,6,y,6y
80,N,>,N>
81,E,Q,EQ
82,M,x,Mx
83,F,4,F4
84,l,j,lj
85,q,X,qX
86,eH,G,eHG
87,*,+,*+
88,;,m,;m
89,.,[,.[
90,(,<,(<
91,",/",c,",/c"
92,",",/,",/"
93,e,H,eH
