,left,right,combine
0,"kipC)\""j3=|`[A0'yUS>l{8u*KaH@qLhdF2,egE/",fc$-NvO}%zVQ5BT.~Js_#1M7+;6XDnGW?]&Y Z^4twPr(9I:R<mxo!b,"kipC)\""j3=|`[A0'yUS>l{8u*KaH@qLhdF2,egE/fc$-NvO}%zVQ5BT.~Js_#1M7+;6XDnGW?]&Y Z^4twPr(9I:R<mxo!b"
1,fc$-NvO}%zVQ5BT.~Js_#,1M7+;6XDnGW?]&Y Z^4twPr(9I:R<mxo!b,fc$-NvO}%zVQ5BT.~Js_#1M7+;6XDnGW?]&Y Z^4twPr(9I:R<mxo!b
2,"kipC)\""j3=|`[A0","'yUS>l{8u*KaH@qLhdF2,egE/","kipC)\""j3=|`[A0'yUS>l{8u*KaH@qLhdF2,egE/"
3,1M7+;6XDnGW?]&Y ,Z^4twPr(9I:R<mxo!b,1M7+;6XDnGW?]&Y Z^4twPr(9I:R<mxo!b
4,fc$-NvO},%zVQ5BT.~Js_#,fc$-NvO}%zVQ5BT.~Js_#
5,'yUS>l{8u*Ka,"H@qLhdF2,egE/","'yUS>l{8u*KaH@qLhdF2,egE/"
6,"kipC)\""",j3=|`[A0,"kipC)\""j3=|`[A0"
7,Z^4twPr(9I,:R<mxo!b,Z^4twPr(9I:R<mxo!b
8,1M7+;6XDn,GW?]&Y ,1M7+;6XDnGW?]&Y 
9,%zVQ5,BT.~Js_#,%zVQ5BT.~Js_#
10,fc$-,NvO},fc$-NvO}
11,'yUS>,l{8u*Ka,'yUS>l{8u*Ka
12,H@qLhd,"F2,egE/","H@qLhdF2,egE/"
13,j3=|,`[A0,j3=|`[A0
14,kip,"C)\""","kipC)\"""
15,:R<m,xo!b,:R<mxo!b
16,Z^4tw,Pr(9I,Z^4twPr(9I
17,GW?],&Y ,GW?]&Y 
18,1M7,+;6XDn,1M7+;6XDn
19,BT.~,Js_#,BT.~Js_#
20,%z,VQ5,%zVQ5
21,Nv,O},NvO}
22,fc,$-,fc$-
23,'y,US>,'yUS>
24,H@qL,hd,H@qLhd
25,"F2,e",gE/,"F2,egE/"
26,l{8u,*Ka,l{8u*Ka
27,`[,A0,`[A0
28,j3,=|,j3=|
29,C),"\""","C)\"""
30,k,ip,kip
31,xo!,b,xo!b
32,Z^,4tw,Z^4tw
33,&Y, ,&Y 
34,Pr(,9I,Pr(9I
35,:,R<m,:R<m
36,G,W?],GW?]
37,+,;6XDn,+;6XDn
38,1M,7,1M7
39,V,Q5,VQ5
40,Js,_#,Js_#
41,BT,.~,BT.~
42,N,v,Nv
43,$,-,$-
44,O,},O}
45,%,z,%z
46,f,c,fc
47,*,Ka,*Ka
48,h,d,hd
49,US,>,US>
50,A,0,A0
51,g,E/,gE/
52,H@,qL,H@qL
53,l{,8u,l{8u
54,',y,'y
55,F2,",e","F2,e"
56,=,|,=|
57,j,3,j3
58,i,p,ip
59,C,),C)
60,`,[,`[
61,\,"""","\"""
62,W?,],W?]
63,R<,m,R<m
64,Pr,(,Pr(
65,Z,^,Z^
66,9,I,9I
67,4,tw,4tw
68,xo,!,xo!
69,&,Y,&Y
70,;6X,Dn,;6XDn
71,Q,5,Q5
72,1,M,1M
73,.,~,.~
74,J,s,Js
75,_,#,_#
76,B,T,BT
77,U,S,US
78,K,a,Ka
79,8,u,8u
80,H,@,H@
81,E,/,E/
82,q,L,qL
83,l,{,l{
84,F,2,F2
85,",",e,",e"
86,R,<,R<
87,x,o,xo
88,P,r,Pr
89,t,w,tw
90,W,?,W?
91,D,n,Dn
92,;,6X,;6X
93,6,X,6X
