,left,right,combine
0,ci@C9bKNo(=p~]t) IV{kuR&'r}UZEm|P.,"YFdS`v?""!_y<%7fj[h>#\ML,0+6s1wQgeWa3qz$4;*n/D5l8B:-2TOxAXHG^J","ci@C9bKNo(=p~]t) IV{kuR&'r}UZEm|P.YFdS`v?""!_y<%7fj[h>#\ML,0+6s1wQgeWa3qz$4;*n/D5l8B:-2TOxAXHG^J"
1,"YFdS`v?""!_y<%7fj[h>#\ML,0+",6s1wQgeWa3qz$4;*n/D5l8B:-2TOxAXHG^J,"YFdS`v?""!_y<%7fj[h>#\ML,0+6s1wQgeWa3qz$4;*n/D5l8B:-2TOxAXHG^J"
2,ci@C9bKNo(=p~],t) IV{kuR&'r}UZEm|P.,ci@C9bKNo(=p~]t) IV{kuR&'r}UZEm|P.
3,6s1wQgeWa3qz$4;*n,/D5l8B:-2TOxAXHG^J,6s1wQgeWa3qz$4;*n/D5l8B:-2TOxAXHG^J
4,"YFdS`v?""!_y<%7fj[","h>#\ML,0+","YFdS`v?""!_y<%7fj[h>#\ML,0+"
5,t) IV{ku,R&'r}UZEm|P.,t) IV{kuR&'r}UZEm|P.
6,ci@C9,bKNo(=p~],ci@C9bKNo(=p~]
7,6s1wQg,eWa3qz$4;*n,6s1wQgeWa3qz$4;*n
8,/D5l8B:-2,TOxAXHG^J,/D5l8B:-2TOxAXHG^J
9,h>#\,"ML,0+","h>#\ML,0+"
10,R&'r}UZ,Em|P.,R&'r}UZEm|P.
11,"YFdS`v?""",!_y<%7fj[,"YFdS`v?""!_y<%7fj["
12,t) I,V{ku,t) IV{ku
13,bKNo(,=p~],bKNo(=p~]
14,ci@,C9,ci@C9
15,/D5l,8B:-2,/D5l8B:-2
16,TOxAXHG,^J,TOxAXHG^J
17,6s,1wQg,6s1wQg
18,eWa3qz,$4;*n,eWa3qz$4;*n
19,ML,",0+","ML,0+"
20,h>,#\,h>#\
21,YFdS,"`v?""","YFdS`v?"""
22,R&'r,}UZ,R&'r}UZ
23,Em|,P.,Em|P.
24,!_y<%7,fj[,!_y<%7fj[
25,V{,ku,V{ku
26,t), I,t) I
27,=p,~],=p~]
28,bKN,o(,bKNo(
29,C,9,C9
30,^,J,^J
31,1wQ,g,1wQg
32,ci,@,ci@
33,eWa3,qz,eWa3qz
34,8B,:-2,8B:-2
35,6,s,6s
36,$4,;*n,$4;*n
37,TOxAX,HG,TOxAXHG
38,/D,5l,/D5l
39,",",0+,",0+"
40,#,\,#\
41,M,L,ML
42,h,>,h>
43,fj,[,fj[
44,YF,dS,YFdS
45,R&,'r,R&'r
46,P,.,P.
47,`v,"?""","`v?"""
48,Em,|,Em|
49,!_,y<%7,!_y<%7
50,},UZ,}UZ
51,k,u,ku
52,t,),t)
53,=,p,=p
54,bK,N,bKN
55,V,{,V{
56,~,],~]
57, ,I, I
58,o,(,o(
59,e,Wa3,eWa3
60,0,+,0+
61,H,G,HG
62,q,z,qz
63,c,i,ci
64,5,l,5l
65,TOx,AX,TOxAX
66,1w,Q,1wQ
67,/,D,/D
68,$,4,$4
69,:,-2,:-2
70,;,*n,;*n
71,8,B,8B
72,d,S,dS
73,f,j,fj
74,?,"""","?"""
75,Y,F,YF
76,R,&,R&
77,y,<%7,y<%7
78,E,m,Em
79,',r,'r
80,!,_,!_
81,`,v,`v
82,U,Z,UZ
83,b,K,bK
84,T,Ox,TOx
85,-,2,-2
86,A,X,AX
87,*,n,*n
88,1,w,1w
89,Wa,3,Wa3
90,<,%7,<%7
91,%,7,%7
92,W,a,Wa
93,O,x,Ox
