,left,right,combine
0,"nzBim|~U?fghatWlcHA-;(% x!TQ>+\1JEXp,","<8KZ:qR@dVO)M}I=GP""kjy7/]'_50r4.SCveN`&6$39#{[2b*oYuDsFw^L","nzBim|~U?fghatWlcHA-;(% x!TQ>+\1JEXp,<8KZ:qR@dVO)M}I=GP""kjy7/]'_50r4.SCveN`&6$39#{[2b*oYuDsFw^L"
1,"<8KZ:qR@dVO)M}I=GP""kjy7/]'",_50r4.SCveN`&6$39#{[2b*oYuDsFw^L,"<8KZ:qR@dVO)M}I=GP""kjy7/]'_50r4.SCveN`&6$39#{[2b*oYuDsFw^L"
2,nzBim|~U?fghatWlcHA-;,"(% x!TQ>+\1JEXp,","nzBim|~U?fghatWlcHA-;(% x!TQ>+\1JEXp,"
3,_50r4.SCveN`&6,$39#{[2b*oYuDsFw^L,_50r4.SCveN`&6$39#{[2b*oYuDsFw^L
4,<8KZ:qR@dVO)M},"I=GP""kjy7/]'","<8KZ:qR@dVO)M}I=GP""kjy7/]'"
5,(% x!TQ,">+\1JEXp,","(% x!TQ>+\1JEXp,"
6,nzBim|~U?fg,hatWlcHA-;,nzBim|~U?fghatWlcHA-;
7,$39#{[2b*o,YuDsFw^L,$39#{[2b*oYuDsFw^L
8,_50r4,.SCveN`&6,_50r4.SCveN`&6
9,"I=GP""k",jy7/]',"I=GP""kjy7/]'"
10,<8KZ:,qR@dVO)M},<8KZ:qR@dVO)M}
11,>+\1,"JEXp,",">+\1JEXp,"
12,(% ,x!TQ,(% x!TQ
13,nzBim,|~U?fg,nzBim|~U?fg
14,hatWlc,HA-;,hatWlcHA-;
15,YuD,sFw^L,YuDsFw^L
16,.SCv,eN`&6,.SCveN`&6
17,$39#{,[2b*o,$39#{[2b*o
18,_5,0r4,_50r4
19,I=G,"P""k","I=GP""k"
20,qR@,dVO)M},qR@dVO)M}
21,jy,7/]',jy7/]'
22,<8,KZ:,<8KZ:
23,>+,\1,>+\1
24,x!,TQ,x!TQ
25,JE,"Xp,","JEXp,"
26,(%, ,(% 
27,hat,Wlc,hatWlc
28,nzB,im,nzBim
29,HA,-;,HA-;
30,|~U,?fg,|~U?fg
31,sF,w^L,sFw^L
32,Y,uD,YuD
33,eN`,&6,eN`&6
34,.S,Cv,.SCv
35,[2b,*o,[2b*o
36,$3,9#{,$39#{
37,0,r4,0r4
38,_,5,_5
39,dVO),M},dVO)M}
40,qR,@,qR@
41,P,"""k","P""k"
42,I=,G,I=G
43,KZ,:,KZ:
44,7/,]',7/]'
45,j,y,jy
46,<,8,<8
47,x,!,x!
48,T,Q,TQ
49,>,+,>+
50,X,"p,","Xp,"
51,\,1,\1
52,J,E,JE
53,h,at,hat
54,n,zB,nzB
55,-,;,-;
56,(,%,(%
57,Wl,c,Wlc
58,i,m,im
59,|,~U,|~U
60,H,A,HA
61,?,fg,?fg
62,w,^L,w^L
63,u,D,uD
64,s,F,sF
65,C,v,Cv
66,&,6,&6
67,e,N`,eN`
68,9,#{,9#{
69,*,o,*o
70,$,3,$3
71,.,S,.S
72,[,2b,[2b
73,r,4,r4
74,dVO,),dVO)
75,q,R,qR
76,M,},M}
77,7,/,7/
78,I,=,I=
79,K,Z,KZ
80,],',]'
81,"""",k,"""k"
82,p,",","p,"
83,W,l,Wl
84,a,t,at
85,^,L,^L
86,f,g,fg
87,z,B,zB
88,~,U,~U
89,#,{,#{
90,2,b,2b
91,N,`,N`
92,d,VO,dVO
93,V,O,VO
