,left,right,combine
0,/GmiY(c]&-|{C0Q'^s%oZ1\rd*aJ3t4~y_g7<>T,"O=hNB.IwE2,V`f?:qX!}9xLu#AR6$K)bPH;5DW""k@MjelS8z[Unp+Fv ","/GmiY(c]&-|{C0Q'^s%oZ1\rd*aJ3t4~y_g7<>TO=hNB.IwE2,V`f?:qX!}9xLu#AR6$K)bPH;5DW""k@MjelS8z[Unp+Fv "
1,"O=hNB.IwE2,V`f?:qX!}9xLu#A","R6$K)bPH;5DW""k@MjelS8z[Unp+Fv ","O=hNB.IwE2,V`f?:qX!}9xLu#AR6$K)bPH;5DW""k@MjelS8z[Unp+Fv "
2,/GmiY(c]&-|{C0Q'^s%o,Z1\rd*aJ3t4~y_g7<>T,/GmiY(c]&-|{C0Q'^s%oZ1\rd*aJ3t4~y_g7<>T
3,R6$K)bPH;5,"DW""k@MjelS8z[Unp+Fv ","R6$K)bPH;5DW""k@MjelS8z[Unp+Fv "
4,"O=hNB.IwE2,V",`f?:qX!}9xLu#A,"O=hNB.IwE2,V`f?:qX!}9xLu#A"
5,Z1\rd*aJ,3t4~y_g7<>T,Z1\rd*aJ3t4~y_g7<>T
6,/GmiY(c]&-|{C,0Q'^s%o,/GmiY(c]&-|{C0Q'^s%o
7,"DW""k@MjelS",8z[Unp+Fv ,"DW""k@MjelS8z[Unp+Fv "
8,R6$K,)bPH;5,R6$K)bPH;5
9,O=hNB.,"IwE2,V","O=hNB.IwE2,V"
10,`f?:qX,!}9xLu#A,`f?:qX!}9xLu#A
11,3t4~,y_g7<>T,3t4~y_g7<>T
12,Z1\r,d*aJ,Z1\rd*aJ
13,0Q'^,s%o,0Q'^s%o
14,"DW""k@M",jelS,"DW""k@MjelS"
15,8z[Unp+,Fv ,8z[Unp+Fv 
16,/GmiY(,c]&-|{C,/GmiY(c]&-|{C
17,)b,PH;5,)bPH;5
18,R6,$K,R6$K
19,!}9xL,u#A,!}9xLu#A
20,y_g7,<>T,y_g7<>T
21,IwE,"2,V","IwE2,V"
22,`f?,:qX,`f?:qX
23,O=hN,B.,O=hNB.
24,3t,4~,3t4~
25,Z1,\r,Z1\r
26,d*,aJ,d*aJ
27,s,%o,s%o
28,0,Q'^,0Q'^
29,/Gm,iY(,/GmiY(
30,DW,"""k@M","DW""k@M"
31,8z[Un,p+,8z[Unp+
32,je,lS,jelS
33,c]&-|,{C,c]&-|{C
34,Fv, ,Fv 
35,PH,;5,PH;5
36,$,K,$K
37,R,6,R6
38,),b,)b
39,O=,hN,O=hN
40,:q,X,:qX
41,!,}9xL,!}9xL
42,B,.,B.
43,Iw,E,IwE
44,`,f?,`f?
45,2,",V","2,V"
46,y_,g7,y_g7
47,<,>T,<>T
48,u#,A,u#A
49,4,~,4~
50,%,o,%o
51,a,J,aJ
52,Z,1,Z1
53,3,t,3t
54,d,*,d*
55,\,r,\r
56,Q,'^,Q'^
57,p,+,p+
58,l,S,lS
59,j,e,je
60,;,5,;5
61,P,H,PH
62,c],&-|,c]&-|
63,8z[,Un,8z[Un
64,{,C,{C
65,/G,m,/Gm
66,iY,(,iY(
67,"""k@",M,"""k@M"
68,F,v,Fv
69,D,W,DW
70,u,#,u#
71,O,=,O=
72,f,?,f?
73,I,w,Iw
74,>,T,>T
75,",",V,",V"
76,g,7,g7
77,:,q,:q
78,h,N,hN
79,y,_,y_
80,},9xL,}9xL
81,c,],c]
82,/,G,/G
83,i,Y,iY
84,U,n,Un
85,',^,'^
86,&-,|,&-|
87,"""k",@,"""k@"
88,8z,[,8z[
89,9,xL,9xL
90,x,L,xL
91,&,-,&-
92,"""",k,"""k"
93,8,z,8z
