,left,right,combine
0,"#{T-~x HYu!b:?QfUr`(n>Oz2,%'""NG_=w$jPB6V",h0y).e@tv\s8^RcK<Zi*DJ|mo3Cplg1q4;AX[5]d+IW9Fk7aLS&EM}/,"#{T-~x HYu!b:?QfUr`(n>Oz2,%'""NG_=w$jPB6Vh0y).e@tv\s8^RcK<Zi*DJ|mo3Cplg1q4;AX[5]d+IW9Fk7aLS&EM}/"
1,h0y).e@tv\s8^RcK<Zi*DJ|,mo3Cplg1q4;AX[5]d+IW9Fk7aLS&EM}/,h0y).e@tv\s8^RcK<Zi*DJ|mo3Cplg1q4;AX[5]d+IW9Fk7aLS&EM}/
2,#{T-~x HYu!b:?QfUr`(,"n>Oz2,%'""NG_=w$jPB6V","#{T-~x HYu!b:?QfUr`(n>Oz2,%'""NG_=w$jPB6V"
3,mo3Cplg1q4;AX[5],d+IW9Fk7aLS&EM}/,mo3Cplg1q4;AX[5]d+IW9Fk7aLS&EM}/
4,h0y).e@t,v\s8^RcK<Zi*DJ|,h0y).e@tv\s8^RcK<Zi*DJ|
5,"n>Oz2,%'""NG",_=w$jPB6V,"n>Oz2,%'""NG_=w$jPB6V"
6,#{T-~x ,HYu!b:?QfUr`(,#{T-~x HYu!b:?QfUr`(
7,d+IW9Fk7,aLS&EM}/,d+IW9Fk7aLS&EM}/
8,mo3Cplg1q,4;AX[5],mo3Cplg1q4;AX[5]
9,v\s8^R,cK<Zi*DJ|,v\s8^RcK<Zi*DJ|
10,h0y),.e@t,h0y).e@t
11,_=w$j,PB6V,_=w$jPB6V
12,HYu!b,:?QfUr`(,HYu!b:?QfUr`(
13,"n>Oz2,%","'""NG","n>Oz2,%'""NG"
14,#{T-,~x ,#{T-~x 
15,aLS&,EM}/,aLS&EM}/
16,mo3Cpl,g1q,mo3Cplg1q
17,cK<,Zi*DJ|,cK<Zi*DJ|
18,4;AX,[5],4;AX[5]
19,d+I,W9Fk7,d+IW9Fk7
20,v\s,8^R,v\s8^R
21,PB,6V,PB6V
22,h0,y),h0y)
23,.e,@t,.e@t
24,_=w,$j,_=w$j
25,"'""",NG,"'""NG"
26,n>O,"z2,%","n>Oz2,%"
27,:?,QfUr`(,:?QfUr`(
28,HYu,!b,HYu!b
29,~x, ,~x 
30,EM,}/,EM}/
31,#{,T-,#{T-
32,aLS,&,aLS&
33,d,+I,d+I
34,8,^R,8^R
35,Zi*D,J|,Zi*DJ|
36,[5,],[5]
37,g,1q,g1q
38,W9,Fk7,W9Fk7
39,4,;AX,4;AX
40,mo,3Cpl,mo3Cpl
41,cK,<,cK<
42,v,\s,v\s
43,P,B,PB
44,.,e,.e
45,6,V,6V
46,h,0,h0
47,@,t,@t
48,$,j,$j
49,y,),y)
50,z2,",%","z2,%"
51,_,=w,_=w
52,H,Yu,HYu
53,!,b,!b
54,n>,O,n>O
55,N,G,NG
56,',"""","'"""
57,QfUr,`(,QfUr`(
58,:,?,:?
59,E,M,EM
60,#,{,#{
61,},/,}/
62,T,-,T-
63,~,x,~x
64,aL,S,aLS
65,\,s,\s
66,;,AX,;AX
67,+,I,+I
68,Z,i*D,Zi*D
69,J,|,J|
70,m,o,mo
71,F,k7,Fk7
72,c,K,cK
73,[,5,[5
74,1,q,1q
75,^,R,^R
76,3C,pl,3Cpl
77,W,9,W9
78,QfU,r,QfUr
79,Y,u,Yu
80,`,(,`(
81,",",%,",%"
82,=,w,=w
83,z,2,z2
84,n,>,n>
85,i*,D,i*D
86,a,L,aL
87,p,l,pl
88,k,7,k7
89,3,C,3C
90,A,X,AX
91,Q,fU,QfU
92,f,U,fU
93,i,*,i*
