,left,right,combine
0,"c7tf^""W&X~(.+q_{KYNw,>J</uUZ[=j#k0|T6",d`B!b43rMz Re2)Pl\VFg]'vOhyaDsxEp*%$@Am9:8S15Ci;QGLH}-oIn?,"c7tf^""W&X~(.+q_{KYNw,>J</uUZ[=j#k0|T6d`B!b43rMz Re2)Pl\VFg]'vOhyaDsxEp*%$@Am9:8S15Ci;QGLH}-oIn?"
1,d`B!b43rMz Re2)Pl\VFg,]'vOhyaDsxEp*%$@Am9:8S15Ci;QGLH}-oIn?,d`B!b43rMz Re2)Pl\VFg]'vOhyaDsxEp*%$@Am9:8S15Ci;QGLH}-oIn?
2,"c7tf^""W&X~(.+","q_{KYNw,>J</uUZ[=j#k0|T6","c7tf^""W&X~(.+q_{KYNw,>J</uUZ[=j#k0|T6"
3,]'vOhyaDsxEp*%$,@Am9:8S15Ci;QGLH}-oIn?,]'vOhyaDsxEp*%$@Am9:8S15Ci;QGLH}-oIn?
4,d`B!b43rM,z Re2)Pl\VFg,d`B!b43rMz Re2)Pl\VFg
5,"q_{KYNw,>J</u",UZ[=j#k0|T6,"q_{KYNw,>J</uUZ[=j#k0|T6"
6,"c7tf^""",W&X~(.+,"c7tf^""W&X~(.+"
7,]'vOhyaD,sxEp*%$,]'vOhyaDsxEp*%$
8,@Am9:8S15Ci,;QGLH}-oIn?,@Am9:8S15Ci;QGLH}-oIn?
9,z Re2)P,l\VFg,z Re2)Pl\VFg
10,d`B!,b43rM,d`B!b43rM
11,UZ[=j,#k0|T6,UZ[=j#k0|T6
12,"q_{KYNw,",>J</u,"q_{KYNw,>J</u"
13,W&X~,(.+,W&X~(.+
14,c7,"tf^""","c7tf^"""
15,l\,VFg,l\VFg
16,;QG,LH}-oIn?,;QGLH}-oIn?
17,@Am9:8,S15Ci,@Am9:8S15Ci
18,]'vOhy,aD,]'vOhyaD
19,sxE,p*%$,sxEp*%$
20,z ,Re2)P,z Re2)P
21,b43,rM,b43rM
22,d`,B!,d`B!
23,#k0,|T6,#k0|T6
24,>J,</u,>J</u
25,UZ[,=j,UZ[=j
26,q_{KY,"Nw,","q_{KYNw,"
27,tf,"^""","tf^"""
28,(.,+,(.+
29,W&,X~,W&X~
30,c,7,c7
31,sx,E,sxE
32,@Am9:,8,@Am9:8
33,V,Fg,VFg
34,;,QG,;QG
35,]',vOhy,]'vOhy
36,a,D,aD
37,Re2,)P,Re2)P
38,LH}-,oIn?,LH}-oIn?
39,p*,%$,p*%$
40,l,\,l\
41,S1,5Ci,S15Ci
42,b,43,b43
43,r,M,rM
44,z, ,z 
45,UZ,[,UZ[
46,N,"w,","Nw,"
47,=,j,=j
48,|T,6,|T6
49,B,!,B!
50,#,k0,#k0
51,<,/u,</u
52,>,J,>J
53,d,`,d`
54,q,_{KY,q_{KY
55,X,~,X~
56,W,&,W&
57,^,"""","^"""
58,(,.,(.
59,t,f,tf
60,),P,)P
61,p,*,p*
62,vO,hy,vOhy
63,],',]'
64,%,$,%$
65,S,1,S1
66,5,Ci,5Ci
67,L,H}-,LH}-
68,R,e2,Re2
69,F,g,Fg
70,s,x,sx
71,oI,n?,oIn?
72,Q,G,QG
73,@Am,9:,@Am9:
74,4,3,43
75,/,u,/u
76,U,Z,UZ
77,_{K,Y,_{KY
78,w,",","w,"
79,k,0,k0
80,|,T,|T
81,v,O,vO
82,h,y,hy
83,e,2,e2
84,o,I,oI
85,C,i,Ci
86,9,:,9:
87,H,}-,H}-
88,n,?,n?
89,@,Am,@Am
90,_,{K,_{K
91,{,K,{K
92,A,m,Am
93,},-,}-
