,left,right,combine
0,"iD$Og5*wp`PQu<84s(?V\ctU1r{}xW:) |,.C","&[@>7~]/dTMmL+j2bfJvzYnyo%;eFSB3R_Xl6'0ZIEGa-9!=h""Aq#K^NkH","iD$Og5*wp`PQu<84s(?V\ctU1r{}xW:) |,.C&[@>7~]/dTMmL+j2bfJvzYnyo%;eFSB3R_Xl6'0ZIEGa-9!=h""Aq#K^NkH"
1,&[@>7~]/dTMmL+j2bfJvzYnyo%;e,"FSB3R_Xl6'0ZIEGa-9!=h""Aq#K^NkH","&[@>7~]/dTMmL+j2bfJvzYnyo%;eFSB3R_Xl6'0ZIEGa-9!=h""Aq#K^NkH"
2,iD$Og5*wp`PQu<84s(?V\c,"tU1r{}xW:) |,.C","iD$Og5*wp`PQu<84s(?V\ctU1r{}xW:) |,.C"
3,FSB3R_Xl6,"'0ZIEGa-9!=h""Aq#K^NkH","FSB3R_Xl6'0ZIEGa-9!=h""Aq#K^NkH"
4,&[@>7~]/dTMmL+j2,bfJvzYnyo%;e,&[@>7~]/dTMmL+j2bfJvzYnyo%;e
5,tU1r{}xW,":) |,.C","tU1r{}xW:) |,.C"
6,iD$Og5*wp`P,Qu<84s(?V\c,iD$Og5*wp`PQu<84s(?V\c
7,'0ZIEGa-9!,"=h""Aq#K^NkH","'0ZIEGa-9!=h""Aq#K^NkH"
8,FSB3,R_Xl6,FSB3R_Xl6
9,bfJvzY,nyo%;e,bfJvzYnyo%;e
10,&[@>7~]/d,TMmL+j2,&[@>7~]/dTMmL+j2
11,tU1r,{}xW,tU1r{}xW
12,:) ,"|,.C",":) |,.C"
13,Qu<84s(?,V\c,Qu<84s(?V\c
14,'0Z,IEGa-9!,'0ZIEGa-9!
15,"=h""Aq#",K^NkH,"=h""Aq#K^NkH"
16,iD$Og,5*wp`P,iD$Og5*wp`P
17,R_,Xl6,R_Xl6
18,FS,B3,FSB3
19,bfJ,vzY,bfJvzY
20,TMm,L+j2,TMmL+j2
21,ny,o%;e,nyo%;e
22,&[@>7~,]/d,&[@>7~]/d
23,:), ,:) 
24,tU,1r,tU1r
25,{},xW,{}xW
26,"|,",.C,"|,.C"
27,V\,c,V\c
28,Qu<,84s(?,Qu<84s(?
29,"=h""A",q#,"=h""Aq#"
30,IEGa,-9!,IEGa-9!
31,5*wp,`P,5*wp`P
32,iD,$Og,iD$Og
33,'0,Z,'0Z
34,K,^NkH,K^NkH
35,X,l6,Xl6
36,R,_,R_
37,B,3,B3
38,TM,m,TMm
39,L+,j2,L+j2
40,]/,d,]/d
41,n,y,ny
42,F,S,FS
43,o%,;e,o%;e
44,v,zY,vzY
45,b,fJ,bfJ
46,&[@>7,~,&[@>7~
47,1,r,1r
48,x,W,xW
49,{,},{}
50,.,C,.C
51,t,U,tU
52,|,",","|,"
53,:,),:)
54,V,\,V\
55,"=h""",A,"=h""A"
56,q,#,q#
57,^,NkH,^NkH
58,5*w,p,5*wp
59,-9,!,-9!
60,`,P,`P
61,I,EGa,IEGa
62,Qu,<,Qu<
63,84s(,?,84s(?
64,',0,'0
65,i,D,iD
66,$,Og,$Og
67,l,6,l6
68,T,M,TM
69,j,2,j2
70,z,Y,zY
71,;,e,;e
72,o,%,o%
73,L,+,L+
74,],/,]/
75,f,J,fJ
76,&[,@>7,&[@>7
77,O,g,Og
78,Nk,H,NkH
79,=,"h""","=h"""
80,84,s(,84s(
81,5,*w,5*w
82,Q,u,Qu
83,EG,a,EGa
84,-,9,-9
85,@,>7,@>7
86,>,7,>7
87,*,w,*w
88,&,[,&[
89,s,(,s(
90,E,G,EG
91,h,"""","h"""
92,8,4,84
93,N,k,Nk
