,left,right,combine
0,p(zaB9Ay67jJm<?+dbSuX\'- vg=wq|)tGFC,"rnQ:kK4M^O&lTi,_}~WVU!*xRh""HE;3fNc/[2s.]@{DPI%$501#eo`YLZ>8","p(zaB9Ay67jJm<?+dbSuX\'- vg=wq|)tGFCrnQ:kK4M^O&lTi,_}~WVU!*xRh""HE;3fNc/[2s.]@{DPI%$501#eo`YLZ>8"
1,"rnQ:kK4M^O&lTi,_}~WV","U!*xRh""HE;3fNc/[2s.]@{DPI%$501#eo`YLZ>8","rnQ:kK4M^O&lTi,_}~WVU!*xRh""HE;3fNc/[2s.]@{DPI%$501#eo`YLZ>8"
2,p(zaB9Ay67jJm<?+d,bSuX\'- vg=wq|)tGFC,p(zaB9Ay67jJm<?+dbSuX\'- vg=wq|)tGFC
3,"U!*xRh""HE;3f",Nc/[2s.]@{DPI%$501#eo`YLZ>8,"U!*xRh""HE;3fNc/[2s.]@{DPI%$501#eo`YLZ>8"
4,rnQ:kK4M^O,"&lTi,_}~WV","rnQ:kK4M^O&lTi,_}~WV"
5,bSuX\'-, vg=wq|)tGFC,bSuX\'- vg=wq|)tGFC
6,p(zaB9Ay,67jJm<?+d,p(zaB9Ay67jJm<?+d
7,Nc/[2s.]@{D,PI%$501#eo`YLZ>8,Nc/[2s.]@{DPI%$501#eo`YLZ>8
8,U!*xRh,"""HE;3f","U!*xRh""HE;3f"
9,rnQ:k,K4M^O,rnQ:kK4M^O
10,"&lTi,_",}~WV,"&lTi,_}~WV"
11, vg=w,q|)tGFC, vg=wq|)tGFC
12,bSu,X\'-,bSuX\'-
13,67jJm,<?+d,67jJm<?+d
14,Nc/[2s,.]@{D,Nc/[2s.]@{D
15,PI%$501#eo,`YLZ>8,PI%$501#eo`YLZ>8
16,p(za,B9Ay,p(zaB9Ay
17,"""HE;",3f,"""HE;3f"
18,U!*x,Rh,U!*xRh
19,}~,WV,}~WV
20,q|),tGFC,q|)tGFC
21,K4M,^O,K4M^O
22,&l,"Ti,_","&lTi,_"
23,rnQ,:k,rnQ:k
24, ,vg=w, vg=w
25,X\,'-,X\'-
26,<?,+d,<?+d
27,b,Su,bSu
28,67jJ,m,67jJm
29,.],@{D,.]@{D
30,p(,za,p(za
31,B9,Ay,B9Ay
32,`,YLZ>8,`YLZ>8
33,PI%$5,01#eo,PI%$501#eo
34,Nc/,[2s,Nc/[2s
35,"""",HE;,"""HE;"
36,3,f,3f
37,R,h,Rh
38,vg,=w,vg=w
39,tG,FC,tGFC
40,Ti,",_","Ti,_"
41,&,l,&l
42,q|,),q|)
43,W,V,WV
44,K4,M,K4M
45,U!,*x,U!*x
46,},~,}~
47,^,O,^O
48,rn,Q,rnQ
49,:,k,:k
50,<,?,<?
51,S,u,Su
52,',-,'-
53,X,\,X\
54,+,d,+d
55,67j,J,67jJ
56,YL,Z>8,YLZ>8
57,N,c/,Nc/
58,[2,s,[2s
59,p,(,p(
60,0,1#eo,01#eo
61,z,a,za
62,.,],.]
63,A,y,Ay
64,B,9,B9
65,PI,%$5,PI%$5
66,@{,D,@{D
67,H,E;,HE;
68,F,C,FC
69,r,n,rn
70,v,g,vg
71,",",_,",_"
72,T,i,Ti
73,t,G,tG
74,*,x,*x
75,U,!,U!
76,q,|,q|
77,=,w,=w
78,K,4,K4
79,1#,eo,1#eo
80,Y,L,YL
81,[,2,[2
82,c,/,c/
83,P,I,PI
84,Z>,8,Z>8
85,E,;,E;
86,67,j,67j
87,@,{,@{
88,%$,5,%$5
89,%,$,%$
90,e,o,eo
91,Z,>,Z>
92,1,#,1#
93,6,7,67
