,left,right,combine
0,FC<lB`$=x >'aT3.Vf!}HG^D;67/z4biQM9L-,"yt#|wJ+mA,shjIXPpcr{0:]kNvY%5SRE1)dn_We\~?""8K&*(o[2UOZu@gq","FC<lB`$=x >'aT3.Vf!}HG^D;67/z4biQM9L-yt#|wJ+mA,shjIXPpcr{0:]kNvY%5SRE1)dn_We\~?""8K&*(o[2UOZu@gq"
1,"yt#|wJ+mA,shjIXPpcr{0:]kNv","Y%5SRE1)dn_We\~?""8K&*(o[2UOZu@gq","yt#|wJ+mA,shjIXPpcr{0:]kNvY%5SRE1)dn_We\~?""8K&*(o[2UOZu@gq"
2,FC<lB`$=x >'aT3.,Vf!}HG^D;67/z4biQM9L-,FC<lB`$=x >'aT3.Vf!}HG^D;67/z4biQM9L-
3,Y%5SRE1)dn_We,"\~?""8K&*(o[2UOZu@gq","Y%5SRE1)dn_We\~?""8K&*(o[2UOZu@gq"
4,yt#|wJ+mA,",shjIXPpcr{0:]kNv","yt#|wJ+mA,shjIXPpcr{0:]kNv"
5,Vf!}HG^D;6,7/z4biQM9L-,Vf!}HG^D;67/z4biQM9L-
6,FC<lB`$=x, >'aT3.,FC<lB`$=x >'aT3.
7,"\~?""8K&*(",o[2UOZu@gq,"\~?""8K&*(o[2UOZu@gq"
8,Y%5SRE1,)dn_We,Y%5SRE1)dn_We
9,",shjIXP",pcr{0:]kNv,",shjIXPpcr{0:]kNv"
10,yt#|,wJ+mA,yt#|wJ+mA
11,7/z4b,iQM9L-,7/z4biQM9L-
12,Vf!},HG^D;6,Vf!}HG^D;6
13, >',aT3., >'aT3.
14,FC<l,B`$=x,FC<lB`$=x
15,o[2UO,Zu@gq,o[2UOZu@gq
16,"\~?""",8K&*(,"\~?""8K&*("
17,)d,n_We,)dn_We
18,Y%5S,RE1,Y%5SRE1
19,",sh",jIXP,",shjIXP"
20,pcr{,0:]kNv,pcr{0:]kNv
21,wJ,+mA,wJ+mA
22,yt,#|,yt#|
23,iQ,M9L-,iQM9L-
24,7/,z4b,7/z4b
25,HG^,D;6,HG^D;6
26,aT,3.,aT3.
27, ,>', >'
28,Vf,!},Vf!}
29,B`,$=x,B`$=x
30,Zu,@gq,Zu@gq
31,FC,<l,FC<l
32,o[,2UO,o[2UO
33,8K,&*(,8K&*(
34,n_,We,n_We
35,\~,"?""","\~?"""
36,),d,)d
37,R,E1,RE1
38,Y%5,S,Y%5S
39,pc,r{,pcr{
40,jI,XP,jIXP
41,",",sh,",sh"
42,0,:]kNv,0:]kNv
43,+m,A,+mA
44,#,|,#|
45,w,J,wJ
46,z,4b,z4b
47,M9,L-,M9L-
48,i,Q,iQ
49,y,t,yt
50,7,/,7/
51,D,;6,D;6
52,a,T,aT
53,H,G^,HG^
54,V,f,Vf
55,>,',>'
56,!,},!}
57,3,.,3.
58,$=,x,$=x
59,B,`,B`
60,Z,u,Zu
61,<,l,<l
62,F,C,FC
63,@g,q,@gq
64,o,[,o[
65,2,UO,2UO
66,&,*(,&*(
67,8,K,8K
68,W,e,We
69,\,~,\~
70,n,_,n_
71,?,"""","?"""
72,E,1,E1
73,X,P,XP
74,s,h,sh
75,r,{,r{
76,p,c,pc
77,j,I,jI
78,:],kNv,:]kNv
79,Y%,5,Y%5
80,+,m,+m
81,;,6,;6
82,L,-,L-
83,M,9,M9
84,4,b,4b
85,G,^,G^
86,*,(,*(
87,U,O,UO
88,@,g,@g
89,$,=,$=
90,Y,%,Y%
91,:,],:]
92,kN,v,kNv
93,k,N,kN
