,left,right,combine
0,e7c&iTjECq-IO$0[9>tHn_XVgsW@?z2L*vMrk#F6Q=dGhRA\a|,"p8y!x/B%K'^{"" P1U)b`<lSm,Y]3(Z:5DuJ}+;4fN.ow~","e7c&iTjECq-IO$0[9>tHn_XVgsW@?z2L*vMrk#F6Q=dGhRA\a|p8y!x/B%K'^{"" P1U)b`<lSm,Y]3(Z:5DuJ}+;4fN.ow~"
1,"p8y!x/B%K'^{"" P1U)b","`<lSm,Y]3(Z:5DuJ}+;4fN.ow~","p8y!x/B%K'^{"" P1U)b`<lSm,Y]3(Z:5DuJ}+;4fN.ow~"
2,e7c&iTjECq-IO$0[9>tHn_XVgsW@?z,2L*vMrk#F6Q=dGhRA\a|,e7c&iTjECq-IO$0[9>tHn_XVgsW@?z2L*vMrk#F6Q=dGhRA\a|
3,"`<lSm,Y]3(Z:",5DuJ}+;4fN.ow~,"`<lSm,Y]3(Z:5DuJ}+;4fN.ow~"
4,p8y!x/B%,"K'^{"" P1U)b","p8y!x/B%K'^{"" P1U)b"
5,2L*vMrk#F6Q,=dGhRA\a|,2L*vMrk#F6Q=dGhRA\a|
6,e7c&iTjECq-IO$0[,9>tHn_XVgsW@?z,e7c&iTjECq-IO$0[9>tHn_XVgsW@?z
7,5DuJ}+,;4fN.ow~,5DuJ}+;4fN.ow~
8,"`<lSm,Y",]3(Z:,"`<lSm,Y]3(Z:"
9,"K'^{""", P1U)b,"K'^{"" P1U)b"
10,=dGhR,A\a|,=dGhRA\a|
11,p8y!,x/B%,p8y!x/B%
12,e7c&iTjEC,q-IO$0[,e7c&iTjECq-IO$0[
13,9>tHn_,XVgsW@?z,9>tHn_XVgsW@?z
14,2L*v,Mrk#F6Q,2L*vMrk#F6Q
15,;4fN,.ow~,;4fN.ow~
16,5Du,J}+,5DuJ}+
17, P1,U)b, P1U)b
18,]3,(Z:,]3(Z:
19,`<l,"Sm,Y","`<lSm,Y"
20,K',"^{""","K'^{"""
21,p8,y!,p8y!
22,x/,B%,x/B%
23,A\,a|,A\a|
24,=dG,hR,=dGhR
25,9>t,Hn_,9>tHn_
26,.o,w~,.ow~
27,2L,*v,2L*v
28,Mrk#F,6Q,Mrk#F6Q
29,XVgsW@,?z,XVgsW@?z
30,e7c&i,TjEC,e7c&iTjEC
31,q-I,O$0[,q-IO$0[
32,;,4fN,;4fN
33,J},+,J}+
34,`,<l,`<l
35,],3,]3
36,U,)b,U)b
37,(,Z:,(Z:
38, ,P1, P1
39,Sm,",Y","Sm,Y"
40,5D,u,5Du
41,^,"{""","^{"""
42,B,%,B%
43,y,!,y!
44,A,\,A\
45,x,/,x/
46,h,R,hR
47,K,',K'
48,p,8,p8
49,=,dG,=dG
50,a,|,a|
51,e7,c&i,e7c&i
52,Tj,EC,TjEC
53,XVg,sW@,XVgsW@
54,6,Q,6Q
55,M,rk#F,Mrk#F
56,q-,I,q-I
57,w,~,w~
58,*,v,*v
59,2,L,2L
60,4f,N,4fN
61,9>,t,9>t
62,.,o,.o
63,?,z,?z
64,Hn,_,Hn_
65,O$0,[,O$0[
66,J,},J}
67,<,l,<l
68,P,1,P1
69,5,D,5D
70,),b,)b
71,",",Y,",Y"
72,Z,:,Z:
73,{,"""","{"""
74,S,m,Sm
75,d,G,dG
76,XV,g,XVg
77,E,C,EC
78,4,f,4f
79,H,n,Hn
80,rk,#F,rk#F
81,c,&i,c&i
82,O,$0,O$0
83,e,7,e7
84,T,j,Tj
85,q,-,q-
86,9,>,9>
87,sW,@,sW@
88,s,W,sW
89,r,k,rk
90,#,F,#F
91,X,V,XV
92,&,i,&i
93,$,0,$0
