,left,right,combine
0,"s#%!umLBrV^oYtk=8N:}"" [\P$*i7{hJgAy","jC6S4<TXKez?d(G5I|+]QW~`n0;f2,1EFR)x3.aZ/M>w-l&_cOHqv9Dp@'bU","s#%!umLBrV^oYtk=8N:}"" [\P$*i7{hJgAyjC6S4<TXKez?d(G5I|+]QW~`n0;f2,1EFR)x3.aZ/M>w-l&_cOHqv9Dp@'bU"
1,jC6S4<TXKez?d(G5I|+]QW~`n0;f,"2,1EFR)x3.aZ/M>w-l&_cOHqv9Dp@'bU","jC6S4<TXKez?d(G5I|+]QW~`n0;f2,1EFR)x3.aZ/M>w-l&_cOHqv9Dp@'bU"
2,s#%!umLBrV^oYtk=8,"N:}"" [\P$*i7{hJgAy","s#%!umLBrV^oYtk=8N:}"" [\P$*i7{hJgAy"
3,"2,1EFR)x3.aZ/M>",w-l&_cOHqv9Dp@'bU,"2,1EFR)x3.aZ/M>w-l&_cOHqv9Dp@'bU"
4,jC6S4<TXKez?d,(G5I|+]QW~`n0;f,jC6S4<TXKez?d(G5I|+]QW~`n0;f
5,"N:}"" [\P$*",i7{hJgAy,"N:}"" [\P$*i7{hJgAy"
6,s#%!umLB,rV^oYtk=8,s#%!umLBrV^oYtk=8
7,w-l&_cOH,qv9Dp@'bU,w-l&_cOHqv9Dp@'bU
8,"2,1EFR)",x3.aZ/M>,"2,1EFR)x3.aZ/M>"
9,(G5I|+]QW,~`n0;f,(G5I|+]QW~`n0;f
10,jC6S4,<TXKez?d,jC6S4<TXKez?d
11,i7{h,JgAy,i7{hJgAy
12,"N:}""", [\P$*,"N:}"" [\P$*"
13,rV^o,Ytk=8,rV^oYtk=8
14,s#%!,umLB,s#%!umLB
15,qv9D,p@'bU,qv9Dp@'bU
16,w-l,&_cOH,w-l&_cOH
17,x3,.aZ/M>,x3.aZ/M>
18,"2,1",EFR),"2,1EFR)"
19,~`,n0;f,~`n0;f
20,jC6,S4,jC6S4
21,<TXKe,z?d,<TXKez?d
22,(G5I|+,]QW,(G5I|+]QW
23,Jg,Ay,JgAy
24,i7,{h,i7{h
25,N:,"}""","N:}"""
26, [,\P$*, [\P$*
27,Yt,k=8,Ytk=8
28,rV,^o,rV^o
29,um,LB,umLB
30,s#,%!,s#%!
31,p@',bU,p@'bU
32,w,-l,w-l
33,.aZ,/M>,.aZ/M>
34,&_c,OH,&_cOH
35,q,v9D,qv9D
36,x,3,x3
37,2,",1","2,1"
38,EF,R),EFR)
39,n0,;f,n0;f
40,~,`,~`
41,<T,XKe,<TXKe
42,(G5I,|+,(G5I|+
43,],QW,]QW
44,z?,d,z?d
45,S,4,S4
46,j,C6,jC6
47,A,y,Ay
48,{,h,{h
49,i,7,i7
50,J,g,Jg
51, ,[, [
52,N,:,N:
53,},"""","}"""
54,k=,8,k=8
55,Y,t,Yt
56,\P,$*,\P$*
57,%,!,%!
58,L,B,LB
59,s,#,s#
60,u,m,um
61,^,o,^o
62,b,U,bU
63,r,V,rV
64,p,@',p@'
65,-,l,-l
66,&,_c,&_c
67,/,M>,/M>
68,O,H,OH
69,v9,D,v9D
70,.a,Z,.aZ
71,E,F,EF
72,R,),R)
73,",",1,",1"
74,;,f,;f
75,n,0,n0
76,z,?,z?
77,(,G5I,(G5I
78,C,6,C6
79,Q,W,QW
80,<,T,<T
81,|,+,|+
82,X,Ke,XKe
83,\,P,\P
84,k,=,k=
85,$,*,$*
86,_,c,_c
87,.,a,.a
88,@,',@'
89,M,>,M>
90,v,9,v9
91,K,e,Ke
92,G5,I,G5I
93,G,5,G5
