,left,right,combine
0,"Wr,[SY""D>p]1q#h~d'8(9ny?R|%_<Tv;EMj\",C6gH4XsPF}7i*u GZU5^+l2@kQw-)`=KbNzoaeB/IL!Of{m$&tA.J3:x0Vc,"Wr,[SY""D>p]1q#h~d'8(9ny?R|%_<Tv;EMj\C6gH4XsPF}7i*u GZU5^+l2@kQw-)`=KbNzoaeB/IL!Of{m$&tA.J3:x0Vc"
1,C6gH4XsPF}7i*u GZU5^+l2,@kQw-)`=KbNzoaeB/IL!Of{m$&tA.J3:x0Vc,C6gH4XsPF}7i*u GZU5^+l2@kQw-)`=KbNzoaeB/IL!Of{m$&tA.J3:x0Vc
2,"Wr,[SY""D>p]1q#h~",d'8(9ny?R|%_<Tv;EMj\,"Wr,[SY""D>p]1q#h~d'8(9ny?R|%_<Tv;EMj\"
3,@kQw-)`=KbNzoae,B/IL!Of{m$&tA.J3:x0Vc,@kQw-)`=KbNzoaeB/IL!Of{m$&tA.J3:x0Vc
4,C6gH4XsPF}7,i*u GZU5^+l2,C6gH4XsPF}7i*u GZU5^+l2
5,d'8(9ny?R,|%_<Tv;EMj\,d'8(9ny?R|%_<Tv;EMj\
6,"Wr,[SY""D",>p]1q#h~,"Wr,[SY""D>p]1q#h~"
7,B/IL!Of{m$,&tA.J3:x0Vc,B/IL!Of{m$&tA.J3:x0Vc
8,@kQw-)`,=KbNzoae,@kQw-)`=KbNzoae
9,i*u GZ,U5^+l2,i*u GZU5^+l2
10,C6gH4,XsPF}7,C6gH4XsPF}7
11,|%_<Tv;,EMj\,|%_<Tv;EMj\
12,d'8(9,ny?R,d'8(9ny?R
13,"Wr,[","SY""D","Wr,[SY""D"
14,>p]1,q#h~,>p]1q#h~
15,&tA.J3:,x0Vc,&tA.J3:x0Vc
16,B/IL!,Of{m$,B/IL!Of{m$
17,=K,bNzoae,=KbNzoae
18,@kQw,-)`,@kQw-)`
19,i*u, GZ,i*u GZ
20,U5^,+l2,U5^+l2
21,Xs,PF}7,XsPF}7
22,EM,j\,EMj\
23,C6,gH4,C6gH4
24,ny,?R,ny?R
25,|%_<T,v;,|%_<Tv;
26,d',8(9,d'8(9
27,q#,h~,q#h~
28,Wr,",[","Wr,["
29,>p,]1,>p]1
30,x0,Vc,x0Vc
31,SY,"""D","SY""D"
32,&t,A.J3:,&tA.J3:
33,B/,IL!,B/IL!
34,bNzo,ae,bNzoae
35,Of{,m$,Of{m$
36,=,K,=K
37,-),`,-)`
38,+,l2,+l2
39,PF,}7,PF}7
40, ,GZ, GZ
41,i,*u,i*u
42,@k,Qw,@kQw
43,U,5^,U5^
44,X,s,Xs
45,C,6,C6
46,E,M,EM
47,j,\,j\
48,g,H4,gH4
49,n,y,ny
50,v,;,v;
51,?,R,?R
52,|%_,<T,|%_<T
53,8,(9,8(9
54,V,c,Vc
55,W,r,Wr
56,>,p,>p
57,d,',d'
58,h,~,h~
59,x,0,x0
60,"""",D,"""D"
61,],1,]1
62,",",[,",["
63,q,#,q#
64,S,Y,SY
65,bN,zo,bNzo
66,&,t,&t
67,I,L!,IL!
68,a,e,ae
69,A.J3,:,A.J3:
70,m,$,m$
71,B,/,B/
72,Of,{,Of{
73,l,2,l2
74,P,F,PF
75,*,u,*u
76,5,^,5^
77,-,),-)
78,},7,}7
79,@,k,@k
80,Q,w,Qw
81,G,Z,GZ
82,H,4,H4
83,(,9,(9
84,|%,_,|%_
85,<,T,<T
86,L,!,L!
87,b,N,bN
88,z,o,zo
89,O,f,Of
90,A.J,3,A.J3
91,|,%,|%
92,A,.J,A.J
93,.,J,.J
