,left,right,combine
0,Ah1MN~2a-f8.'[]beRXn!Z$v%Qkp/0qU?O`=sD,"7^<9&\S}gwl{jz:dL|Cm5""I+@)Tc(* HJB>or_iV#xFEWY3u,GKP6y4t;","Ah1MN~2a-f8.'[]beRXn!Z$v%Qkp/0qU?O`=sD7^<9&\S}gwl{jz:dL|Cm5""I+@)Tc(* HJB>or_iV#xFEWY3u,GKP6y4t;"
1,"7^<9&\S}gwl{jz:dL|Cm5""","I+@)Tc(* HJB>or_iV#xFEWY3u,GKP6y4t;","7^<9&\S}gwl{jz:dL|Cm5""I+@)Tc(* HJB>or_iV#xFEWY3u,GKP6y4t;"
2,Ah1MN~2a-f8.'[]beRX,n!Z$v%Qkp/0qU?O`=sD,Ah1MN~2a-f8.'[]beRXn!Z$v%Qkp/0qU?O`=sD
3,I+@)Tc(* HJB,">or_iV#xFEWY3u,GKP6y4t;","I+@)Tc(* HJB>or_iV#xFEWY3u,GKP6y4t;"
4,7^<9&\S}gw,"l{jz:dL|Cm5""","7^<9&\S}gwl{jz:dL|Cm5"""
5,n!Z$v%Qkp/0,qU?O`=sD,n!Z$v%Qkp/0qU?O`=sD
6,>or_iV#xFEW,"Y3u,GKP6y4t;",">or_iV#xFEWY3u,GKP6y4t;"
7,Ah1MN~2a-f8.,'[]beRX,Ah1MN~2a-f8.'[]beRX
8,I+@)Tc(*, HJB,I+@)Tc(* HJB
9,l{jz:,"dL|Cm5""","l{jz:dL|Cm5"""
10,7^<9,&\S}gw,7^<9&\S}gw
11,qU?O,`=sD,qU?O`=sD
12,n!Z$v%,Qkp/0,n!Z$v%Qkp/0
13,Ah1MN~,2a-f8.,Ah1MN~2a-f8.
14,'[],beRX,'[]beRX
15,>or_i,V#xFEW,>or_iV#xFEW
16,"Y3u,GKP6",y4t;,"Y3u,GKP6y4t;"
17, H,JB, HJB
18,l{j,z:,l{jz:
19,&\S},gw,&\S}gw
20,I+@)Tc,(*,I+@)Tc(*
21,dL|C,"m5""","dL|Cm5"""
22,7^,<9,7^<9
23,qU,?O,qU?O
24,`=,sD,`=sD
25,Qkp,/0,Qkp/0
26,>o,r_i,>or_i
27,Ah1,MN~,Ah1MN~
28,be,RX,beRX
29,y4t,;,y4t;
30,V#,xFEW,V#xFEW
31,'[,],'[]
32,"Y3u,",GKP6,"Y3u,GKP6"
33,2a,-f8.,2a-f8.
34,n!,Z$v%,n!Z$v%
35,J,B,JB
36, ,H, H
37,m,"5""","m5"""
38,&\,S},&\S}
39,l{,j,l{j
40,(,*,(*
41,g,w,gw
42,dL,|C,dL|C
43,I+@),Tc,I+@)Tc
44,z,:,z:
45,<,9,<9
46,s,D,sD
47,`,=,`=
48,?,O,?O
49,q,U,qU
50,/,0,/0
51,7,^,7^
52,Qk,p,Qkp
53,Y3u,",","Y3u,"
54,r,_i,r_i
55,y4,t,y4t
56,2,a,2a
57,Z$v,%,Z$v%
58,',[,'[
59,-,f8.,-f8.
60,G,KP6,GKP6
61,MN,~,MN~
62,xF,EW,xFEW
63,b,e,be
64,Ah,1,Ah1
65,n,!,n!
66,R,X,RX
67,V,#,V#
68,>,o,>o
69,d,L,dL
70,l,{,l{
71,|,C,|C
72,&,\,&\
73,S,},S}
74,5,"""","5"""
75,T,c,Tc
76,I,+@),I+@)
77,Z,$v,Z$v
78,M,N,MN
79,E,W,EW
80,Q,k,Qk
81,_,i,_i
82,A,h,Ah
83,y,4,y4
84,KP,6,KP6
85,Y3,u,Y3u
86,f,8.,f8.
87,x,F,xF
88,+,@),+@)
89,@,),@)
90,$,v,$v
91,8,.,8.
92,Y,3,Y3
93,K,P,KP
