,left,right,combine
0,s@YxAIo8l4hj0(bVU+[}7t!B9v*F&Znd ,"yROD^<$T=61#]Qg|:_`2cKuqP5H;k""\'GfLXp{>J~a)%CWmErzS-/i,N?eM3w.","s@YxAIo8l4hj0(bVU+[}7t!B9v*F&Znd yROD^<$T=61#]Qg|:_`2cKuqP5H;k""\'GfLXp{>J~a)%CWmErzS-/i,N?eM3w."
1,yROD^<$T=61#]Qg|:_`2cKuqP5H,";k""\'GfLXp{>J~a)%CWmErzS-/i,N?eM3w.","yROD^<$T=61#]Qg|:_`2cKuqP5H;k""\'GfLXp{>J~a)%CWmErzS-/i,N?eM3w."
2,s@YxAIo8l4hj0(bVU+,[}7t!B9v*F&Znd ,s@YxAIo8l4hj0(bVU+[}7t!B9v*F&Znd 
3,";k""\'GfLXp{>J~","a)%CWmErzS-/i,N?eM3w.",";k""\'GfLXp{>J~a)%CWmErzS-/i,N?eM3w."
4,yROD^<$T=61#,]Qg|:_`2cKuqP5H,yROD^<$T=61#]Qg|:_`2cKuqP5H
5,[}7t!B9v,*F&Znd ,[}7t!B9v*F&Znd 
6,s@YxAIo8l,4hj0(bVU+,s@YxAIo8l4hj0(bVU+
7,a)%CWmEr,"zS-/i,N?eM3w.","a)%CWmErzS-/i,N?eM3w."
8,";k""\'G",fLXp{>J~,";k""\'GfLXp{>J~"
9,yROD^<,$T=61#,yROD^<$T=61#
10,]Qg|:_`2c,KuqP5H,]Qg|:_`2cKuqP5H
11,*F&Z,nd ,*F&Znd 
12,[}7t,!B9v,[}7t!B9v
13,4hj,0(bVU+,4hj0(bVU+
14,fLXp{,>J~,fLXp{>J~
15,a)%C,WmEr,a)%CWmEr
16,"zS-/i,N",?eM3w.,"zS-/i,N?eM3w."
17,s@YxA,Io8l,s@YxAIo8l
18,;k,"""\'G",";k""\'G"
19,Kuq,P5H,KuqP5H
20,]Qg|:_,`2c,]Qg|:_`2c
21,$T=6,1#,$T=61#
22,yRO,D^<,yROD^<
23,n,d ,nd 
24,[},7t,[}7t
25,*F,&Z,*F&Z
26,!B,9v,!B9v
27,0(,bVU+,0(bVU+
28,a),%C,a)%C
29,>,J~,>J~
30,4h,j,4hj
31,s@,YxA,s@YxA
32,?eM,3w.,?eM3w.
33,fL,Xp{,fLXp{
34,zS-,"/i,N","zS-/i,N"
35,Wm,Er,WmEr
36,Io8,l,Io8l
37,"""",\'G,"""\'G"
38,;,k,;k
39,`,2c,`2c
40,]Q,g|:_,]Qg|:_
41,$T,=6,$T=6
42,Ku,q,Kuq
43,D,^<,D^<
44,1,#,1#
45,yR,O,yRO
46,P,5H,P5H
47,d, ,d 
48,9,v,9v
49,[,},[}
50,!,B,!B
51,&,Z,&Z
52,7,t,7t
53,bVU,+,bVU+
54,*,F,*F
55,0,(,0(
56,3,w.,3w.
57,zS,-,zS-
58,J,~,J~
59,%,C,%C
60,\,'G,\'G
61,Y,xA,YxA
62,f,L,fL
63,"/i,",N,"/i,N"
64,E,r,Er
65,s,@,s@
66,Io,8,Io8
67,?e,M,?eM
68,W,m,Wm
69,a,),a)
70,Xp,{,Xp{
71,4,h,4h
72,K,u,Ku
73,g|:,_,g|:_
74,y,R,yR
75,],Q,]Q
76,5,H,5H
77,$,T,$T
78,=,6,=6
79,2,c,2c
80,^,<,^<
81,bV,U,bVU
82,?,e,?e
83,I,o,Io
84,w,.,w.
85,',G,'G
86,/,"i,","/i,"
87,z,S,zS
88,X,p,Xp
89,x,A,xA
90,g,|:,g|:
91,|,:,|:
92,i,",","i,"
93,b,V,bV
