,left,right,combine
0,"JxS%_&C4;!hk#bu3\sE`>@y?VLnl5(<6I^ZT1""fv","0mDw:GtBip$)jg7NdcWA2}[Mr~YKF /=|-HePUzQ8,{*aRo+Oq]X'.9","JxS%_&C4;!hk#bu3\sE`>@y?VLnl5(<6I^ZT1""fv0mDw:GtBip$)jg7NdcWA2}[Mr~YKF /=|-HePUzQ8,{*aRo+Oq]X'.9"
1,0mDw:GtBip$)jg7NdcWA2}[Mr~YKF ,"/=|-HePUzQ8,{*aRo+Oq]X'.9","0mDw:GtBip$)jg7NdcWA2}[Mr~YKF /=|-HePUzQ8,{*aRo+Oq]X'.9"
2,JxS%_&C4;!hk#bu3\s,"E`>@y?VLnl5(<6I^ZT1""fv","JxS%_&C4;!hk#bu3\sE`>@y?VLnl5(<6I^ZT1""fv"
3,"/=|-HePUzQ8,",{*aRo+Oq]X'.9,"/=|-HePUzQ8,{*aRo+Oq]X'.9"
4,0mDw:GtBip$)jg7Ndc,WA2}[Mr~YKF ,0mDw:GtBip$)jg7NdcWA2}[Mr~YKF 
5,E`>@y?VLnl5,"(<6I^ZT1""fv","E`>@y?VLnl5(<6I^ZT1""fv"
6,JxS%_&C4,;!hk#bu3\s,JxS%_&C4;!hk#bu3\s
7,{*aRo+O,q]X'.9,{*aRo+Oq]X'.9
8,/=|-H,"ePUzQ8,","/=|-HePUzQ8,"
9,WA2}[Mr~,YKF ,WA2}[Mr~YKF 
10,0mDw:Gt,Bip$)jg7Ndc,0mDw:GtBip$)jg7Ndc
11,(<6I,"^ZT1""fv","(<6I^ZT1""fv"
12,E`>@y?V,Lnl5,E`>@y?VLnl5
13,JxS%,_&C4,JxS%_&C4
14,;!hk#,bu3\s,;!hk#bu3\s
15,q]X,'.9,q]X'.9
16,ePUz,"Q8,","ePUzQ8,"
17,{*aR,o+O,{*aRo+O
18,/=,|-H,/=|-H
19,YK,F ,YKF 
20,0mDw,:Gt,0mDw:Gt
21,^Z,"T1""fv","^ZT1""fv"
22,WA2,}[Mr~,WA2}[Mr~
23,Bip$)j,g7Ndc,Bip$)jg7Ndc
24,(<,6I,(<6I
25,Ln,l5,Lnl5
26,E`>@,y?V,E`>@y?V
27,bu,3\s,bu3\s
28,_&,C4,_&C4
29,Jx,S%,JxS%
30,;!h,k#,;!hk#
31,',.9,'.9
32,q,]X,q]X
33,eP,Uz,ePUz
34,Q,"8,","Q8,"
35,{*,aR,{*aR
36,o+,O,o+O
37,|,-H,|-H
38,/,=,/=
39,F, ,F 
40,T1,"""fv","T1""fv"
41,0m,Dw,0mDw
42,Y,K,YK
43,^,Z,^Z
44,g7,Ndc,g7Ndc
45,:G,t,:Gt
46,}[,Mr~,}[Mr~
47,Bip$,)j,Bip$)j
48,WA,2,WA2
49,6,I,6I
50,(,<,(<
51,L,n,Ln
52,l,5,l5
53,y?,V,y?V
54,S,%,S%
55,C,4,C4
56,J,x,Jx
57,_,&,_&
58,.,9,.9
59,E`,>@,E`>@
60,;,!h,;!h
61,3,\s,3\s
62,b,u,bu
63,k,#,k#
64,],X,]X
65,8,",","8,"
66,o,+,o+
67,e,P,eP
68,{,*,{*
69,-,H,-H
70,U,z,Uz
71,a,R,aR
72,D,w,Dw
73,Bip,$,Bip$
74,g,7,g7
75,N,dc,Ndc
76,:,G,:G
77,Mr,~,Mr~
78,W,A,WA
79,"""",fv,"""fv"
80,},[,}[
81,0,m,0m
82,T,1,T1
83,),j,)j
84,E,`,E`
85,y,?,y?
86,\,s,\s
87,>,@,>@
88,!,h,!h
89,d,c,dc
90,M,r,Mr
91,f,v,fv
92,Bi,p,Bip
93,B,i,Bi
