,left,right,combine
0,"yd/jQp\,])[V#B14`Dm oS^X8Kn$:?ixHb~6A.9","l5Psf;z{2(+T_|-!ZE""h'<3rvcqLRteuk7CYNGWFa}&*>I=MJO0wg@%U","yd/jQp\,])[V#B14`Dm oS^X8Kn$:?ixHb~6A.9l5Psf;z{2(+T_|-!ZE""h'<3rvcqLRteuk7CYNGWFa}&*>I=MJO0wg@%U"
1,"l5Psf;z{2(+T_|-!ZE""h'<3r",vcqLRteuk7CYNGWFa}&*>I=MJO0wg@%U,"l5Psf;z{2(+T_|-!ZE""h'<3rvcqLRteuk7CYNGWFa}&*>I=MJO0wg@%U"
2,"yd/jQp\,])[V#B14`Dm oS",^X8Kn$:?ixHb~6A.9,"yd/jQp\,])[V#B14`Dm oS^X8Kn$:?ixHb~6A.9"
3,vcqLRteuk,7CYNGWFa}&*>I=MJO0wg@%U,vcqLRteuk7CYNGWFa}&*>I=MJO0wg@%U
4,l5Psf;z{2(+T_,"|-!ZE""h'<3r","l5Psf;z{2(+T_|-!ZE""h'<3r"
5,^X8Kn$:?,ixHb~6A.9,^X8Kn$:?ixHb~6A.9
6,"yd/jQp\,])[V#B1",4`Dm oS,"yd/jQp\,])[V#B14`Dm oS"
7,7CYNGWFa}&*>,I=MJO0wg@%U,7CYNGWFa}&*>I=MJO0wg@%U
8,vcqLR,teuk,vcqLRteuk
9,l5Psf;z,{2(+T_,l5Psf;z{2(+T_
10,|-!ZE,"""h'<3r","|-!ZE""h'<3r"
11,ixHb~,6A.9,ixHb~6A.9
12,^X8K,n$:?,^X8Kn$:?
13,4`Dm, oS,4`Dm oS
14,7CYNGWF,a}&*>,7CYNGWFa}&*>
15,I=MJO,0wg@%U,I=MJO0wg@%U
16,yd/jQp,"\,])[V#B1","yd/jQp\,])[V#B1"
17,te,uk,teuk
18,vc,qLR,vcqLR
19,"""h'",<3r,"""h'<3r"
20,|-,!ZE,|-!ZE
21,{2(,+T_,{2(+T_
22,l5P,sf;z,l5Psf;z
23,6A,.9,6A.9
24,ix,Hb~,ixHb~
25,^X,8K,^X8K
26,n$,:?,n$:?
27, ,oS, oS
28,7CYN,GWF,7CYNGWF
29,a,}&*>,a}&*>
30,4`,Dm,4`Dm
31,I=M,JO,I=MJO
32,"\,])[",V#B1,"\,])[V#B1"
33,yd/j,Qp,yd/jQp
34,0wg@,%U,0wg@%U
35,u,k,uk
36,t,e,te
37,qL,R,qLR
38,!,ZE,!ZE
39,v,c,vc
40,<3,r,<3r
41,+T,_,+T_
42,sf,;z,sf;z
43,l5,P,l5P
44,|,-,|-
45,{2,(,{2(
46,"""",h',"""h'"
47,.,9,.9
48,Hb,~,Hb~
49,8,K,8K
50,i,x,ix
51,n,$,n$
52,:,?,:?
53,^,X,^X
54,6,A,6A
55,o,S,oS
56,V,#B1,V#B1
57,G,WF,GWF
58,4,`,4`
59,D,m,Dm
60,Q,p,Qp
61,}&,*>,}&*>
62,"\,",])[,"\,])["
63,7CY,N,7CYN
64,%,U,%U
65,yd/,j,yd/j
66,J,O,JO
67,0,wg@,0wg@
68,I=,M,I=M
69,;,z,;z
70,h,',h'
71,Z,E,ZE
72,{,2,{2
73,s,f,sf
74,<,3,<3
75,q,L,qL
76,l,5,l5
77,+,T,+T
78,H,b,Hb
79,],)[,])[
80,W,F,WF
81,},&,}&
82,w,g@,wg@
83,\,",","\,"
84,#B,1,#B1
85,I,=,I=
86,*,>,*>
87,7,CY,7CY
88,yd,/,yd/
89,y,d,yd
90,),[,)[
91,g,@,g@
92,C,Y,CY
93,#,B,#B
