,left,right,combine
0,Ncu}[\W;QBU`'Z^A_+FKmq? {]It@G~5yv!813,"sn7e4lkMd&J.#D""|w:E*XYxfjSabz=r6($ORpi-LgT0Co%2Vh)<>HP/,9","Ncu}[\W;QBU`'Z^A_+FKmq? {]It@G~5yv!813sn7e4lkMd&J.#D""|w:E*XYxfjSabz=r6($ORpi-LgT0Co%2Vh)<>HP/,9"
1,"sn7e4lkMd&J.#D""|w:E*XYxfj","Sabz=r6($ORpi-LgT0Co%2Vh)<>HP/,9","sn7e4lkMd&J.#D""|w:E*XYxfjSabz=r6($ORpi-LgT0Co%2Vh)<>HP/,9"
2,Ncu}[\W;QBU`'Z^,A_+FKmq? {]It@G~5yv!813,Ncu}[\W;QBU`'Z^A_+FKmq? {]It@G~5yv!813
3,Sabz=r6($ORpi-LgT,"0Co%2Vh)<>HP/,9","Sabz=r6($ORpi-LgT0Co%2Vh)<>HP/,9"
4,sn7e4lkM,"d&J.#D""|w:E*XYxfj","sn7e4lkMd&J.#D""|w:E*XYxfj"
5,A_+FKmq? ,{]It@G~5yv!813,A_+FKmq? {]It@G~5yv!813
6,Ncu}[\W,;QBU`'Z^,Ncu}[\W;QBU`'Z^
7,0Co%2Vh,")<>HP/,9","0Co%2Vh)<>HP/,9"
8,Sabz=r6($O,Rpi-LgT,Sabz=r6($ORpi-LgT
9,d&J.#,"D""|w:E*XYxfj","d&J.#D""|w:E*XYxfj"
10,sn7e,4lkM,sn7e4lkM
11,{]It@G~5y,v!813,{]It@G~5yv!813
12,A_+FKm,q? ,A_+FKmq? 
13,;QBU,`'Z^,;QBU`'Z^
14,Ncu,}[\W,Ncu}[\W
15,)<>,"HP/,9",")<>HP/,9"
16,Sabz=,r6($O,Sabz=r6($O
17,"D""|w",:E*XYxfj,"D""|w:E*XYxfj"
18,Rpi-L,gT,Rpi-LgT
19,0Co%,2Vh,0Co%2Vh
20,d,&J.#,d&J.#
21,sn,7e,sn7e
22,4l,kM,4lkM
23,v!,813,v!813
24,q?, ,q? 
25,A_+,FKm,A_+FKm
26,{]It@G,~5y,{]It@G~5y
27,`',Z^,`'Z^
28,;Q,BU,;QBU
29,HP/,",9","HP/,9"
30,}[,\W,}[\W
31,Nc,u,Ncu
32,),<>,)<>
33,2V,h,2Vh
34,&,J.#,&J.#
35,r6,($O,r6($O
36,g,T,gT
37,"D""",|w,"D""|w"
38,Rp,i-L,Rpi-L
39,:E*,XYxfj,:E*XYxfj
40,S,abz=,Sabz=
41,0C,o%,0Co%
42,s,n,sn
43,k,M,kM
44,4,l,4l
45,7,e,7e
46,8,13,813
47,v,!,v!
48,F,Km,FKm
49,~5,y,~5y
50,Z,^,Z^
51,{],It@G,{]It@G
52,A,_+,A_+
53,q,?,q?
54,H,P/,HP/
55,<,>,<>
56,;,Q,;Q
57,B,U,BU
58,",",9,",9"
59,`,',`'
60,},[,}[
61,\,W,\W
62,N,c,Nc
63,D,"""","D"""
64,R,p,Rp
65,|,w,|w
66,0,C,0C
67,ab,z=,abz=
68,o,%,o%
69,XYx,fj,XYxfj
70,r,6,r6
71,i,-L,i-L
72,($,O,($O
73,2,V,2V
74,J.,#,J.#
75,:,E*,:E*
76,1,3,13
77,It@,G,It@G
78,~,5,~5
79,_,+,_+
80,{,],{]
81,K,m,Km
82,P,/,P/
83,-,L,-L
84,z,=,z=
85,a,b,ab
86,J,.,J.
87,(,$,($
88,E,*,E*
89,f,j,fj
90,X,Yx,XYx
91,I,t@,It@
92,t,@,t@
93,Y,x,Yx
