,left,right,combine
0,"4p!{w'L7d-Q""|}=`PkKu?m)<.SWsM,\zRC9_[",Ya2V/:&#>i+IcvjXeBTO;@10$DAn%hlG3Zgx]^58 fobtqHr~*EyJFN6(U,"4p!{w'L7d-Q""|}=`PkKu?m)<.SWsM,\zRC9_[Ya2V/:&#>i+IcvjXeBTO;@10$DAn%hlG3Zgx]^58 fobtqHr~*EyJFN6(U"
1,Ya2V/:&#>i+IcvjXeBTO;@,10$DAn%hlG3Zgx]^58 fobtqHr~*EyJFN6(U,Ya2V/:&#>i+IcvjXeBTO;@10$DAn%hlG3Zgx]^58 fobtqHr~*EyJFN6(U
2,"4p!{w'L7d-Q""|}=","`PkKu?m)<.SWsM,\zRC9_[","4p!{w'L7d-Q""|}=`PkKu?m)<.SWsM,\zRC9_["
3,10$DAn%hlG3Zgx]^,58 fobtqHr~*EyJFN6(U,10$DAn%hlG3Zgx]^58 fobtqHr~*EyJFN6(U
4,Ya2V/:&#>i+,IcvjXeBTO;@,Ya2V/:&#>i+IcvjXeBTO;@
5,`PkKu?m)<.SWs,"M,\zRC9_[","`PkKu?m)<.SWsM,\zRC9_["
6,4p!{w'L,"7d-Q""|}=","4p!{w'L7d-Q""|}="
7,10$DAn%h,lG3Zgx]^,10$DAn%hlG3Zgx]^
8,58 fobtqH,r~*EyJFN6(U,58 fobtqHr~*EyJFN6(U
9,Icvj,XeBTO;@,IcvjXeBTO;@
10,"M,\zR",C9_[,"M,\zRC9_["
11,Ya2V,/:&#>i+,Ya2V/:&#>i+
12,`PkKu,?m)<.SWs,`PkKu?m)<.SWs
13,7d-Q,"""|}=","7d-Q""|}="
14,4p!,{w'L,4p!{w'L
15,58 ,fobtqH,58 fobtqH
16,r~*EyJ,FN6(U,r~*EyJFN6(U
17,10$DA,n%h,10$DAn%h
18,lG3Z,gx]^,lG3Zgx]^
19,XeB,TO;@,XeBTO;@
20,Ic,vj,Icvj
21,"M,",\zR,"M,\zR"
22,/:&,#>i+,/:&#>i+
23,C9,_[,C9_[
24,Ya,2V,Ya2V
25,?m),<.SWs,?m)<.SWs
26,{w,'L,{w'L
27,"""|",}=,"""|}="
28,7d,-Q,7d-Q
29,`P,kKu,`PkKu
30,4p,!,4p!
31,r~*,EyJ,r~*EyJ
32,lG,3Z,lG3Z
33,gx],^,gx]^
34,FN,6(U,FN6(U
35,1,0$DA,10$DA
36,TO,;@,TO;@
37,fo,btqH,fobtqH
38,n%,h,n%h
39,58, ,58 
40,v,j,vj
41,I,c,Ic
42,X,eB,XeB
43,<,.SWs,<.SWs
44,/,:&,/:&
45,2,V,2V
46,M,",","M,"
47,C,9,C9
48,_,[,_[
49,#>,i+,#>i+
50,\,zR,\zR
51,Y,a,Ya
52,?,m),?m)
53,k,Ku,kKu
54,{,w,{w
55,',L,'L
56,7,d,7d
57,},=,}=
58,`,P,`P
59,-,Q,-Q
60,"""",|,"""|"
61,4,p,4p
62,l,G,lG
63,5,8,58
64,F,N,FN
65,gx,],gx]
66,3,Z,3Z
67,E,yJ,EyJ
68,r,~*,r~*
69,T,O,TO
70,0$D,A,0$DA
71,6,(U,6(U
72,b,tqH,btqH
73,;,@,;@
74,f,o,fo
75,n,%,n%
76,e,B,eB
77,.SW,s,.SWs
78,z,R,zR
79,#,>,#>
80,m,),m)
81,i,+,i+
82,:,&,:&
83,K,u,Ku
84,t,qH,tqH
85,y,J,yJ
86,g,x,gx
87,~,*,~*
88,0,$D,0$D
89,(,U,(U
90,.,SW,.SW
91,S,W,SW
92,q,H,qH
93,$,D,$D
