,left,right,combine
0,vW}i:T#A_sOHKcCEobj'B ^nZwh?5Uyd9,"2\S&G[!tzN~g""*@+$lx%,I>]q7Fm6XLa.`3-eu8p=VQJr;|)R/Pk{4(fM<D01Y","vW}i:T#A_sOHKcCEobj'B ^nZwh?5Uyd92\S&G[!tzN~g""*@+$lx%,I>]q7Fm6XLa.`3-eu8p=VQJr;|)R/Pk{4(fM<D01Y"
1,"2\S&G[!tzN~g""*@+$lx%,I>]",q7Fm6XLa.`3-eu8p=VQJr;|)R/Pk{4(fM<D01Y,"2\S&G[!tzN~g""*@+$lx%,I>]q7Fm6XLa.`3-eu8p=VQJr;|)R/Pk{4(fM<D01Y"
2,vW}i:T#A_sOHKcCE,obj'B ^nZwh?5Uyd9,vW}i:T#A_sOHKcCEobj'B ^nZwh?5Uyd9
3,q7Fm6XLa.`3-eu8p,=VQJr;|)R/Pk{4(fM<D01Y,q7Fm6XLa.`3-eu8p=VQJr;|)R/Pk{4(fM<D01Y
4,2\S&G[!tzN~,"g""*@+$lx%,I>]","2\S&G[!tzN~g""*@+$lx%,I>]"
5,obj'B ,^nZwh?5Uyd9,obj'B ^nZwh?5Uyd9
6,vW}i:T#A,_sOHKcCE,vW}i:T#A_sOHKcCE
7,q7Fm6XLa.,`3-eu8p,q7Fm6XLa.`3-eu8p
8,=VQJr;|)R/Pk,{4(fM<D01Y,=VQJr;|)R/Pk{4(fM<D01Y
9,"g""*@+$","lx%,I>]","g""*@+$lx%,I>]"
10,^nZwh?,5Uyd9,^nZwh?5Uyd9
11,2\S&G,[!tzN~,2\S&G[!tzN~
12,obj',B ,obj'B 
13,_sOH,KcCE,_sOHKcCE
14,vW}i,:T#A,vW}i:T#A
15,=VQ,Jr;|)R/Pk,=VQJr;|)R/Pk
16,{4(fM<,D01Y,{4(fM<D01Y
17,q7Fm6XL,a.,q7Fm6XLa.
18,`3-,eu8p,`3-eu8p
19,lx,"%,I>]","lx%,I>]"
20,"g""*",@+$,"g""*@+$"
21,^nZ,wh?,^nZwh?
22,[!t,zN~,[!tzN~
23,5Uy,d9,5Uyd9
24,2\S,&G,2\S&G
25,obj,',obj'
26,B, ,B 
27,_s,OH,_sOH
28,:T,#A,:T#A
29,Kc,CE,KcCE
30,vW,}i,vW}i
31,{4(f,M<,{4(fM<
32,Jr;|,)R/Pk,Jr;|)R/Pk
33,eu,8p,eu8p
34,`,3-,`3-
35,=,VQ,=VQ
36,D0,1Y,D01Y
37,q7F,m6XL,q7Fm6XL
38,a,.,a.
39,%,",I>]","%,I>]"
40,l,x,lx
41,@+,$,@+$
42,2\,S,2\S
43,d,9,d9
44,wh,?,wh?
45,^,nZ,^nZ
46,g,"""*","g""*"
47,[,!t,[!t
48,5U,y,5Uy
49,&,G,&G
50,z,N~,zN~
51,o,bj,obj
52,O,H,OH
53,#,A,#A
54,C,E,CE
55,},i,}i
56,_,s,_s
57,K,c,Kc
58,:,T,:T
59,),R/Pk,)R/Pk
60,v,W,vW
61,Jr,;|,Jr;|
62,e,u,eu
63,1,Y,1Y
64,8,p,8p
65,m6X,L,m6XL
66,3,-,3-
67,D,0,D0
68,",I>",],",I>]"
69,M,<,M<
70,q,7F,q7F
71,{,4(f,{4(f
72,V,Q,VQ
73,"""",*,"""*"
74,@,+,@+
75,N,~,N~
76,5,U,5U
77,n,Z,nZ
78,2,\,2\
79,w,h,wh
80,!,t,!t
81,b,j,bj
82,m,6X,m6X
83,7,F,7F
84,J,r,Jr
85,;,|,;|
86,R/,Pk,R/Pk
87,",",I>,",I>"
88,4(,f,4(f
89,4,(,4(
90,R,/,R/
91,I,>,I>
92,6,X,6X
93,P,k,Pk
