,left,right,combine
0,"dFa; !TnflIv#oPq""=S/4`r{097:1?+Xw3E<$H","x}D,bO_jgKWs'B*2y%A[hkML&zpVeU|~]t(Yc)@8>-QNuRC6JG^5.Zm\i","dFa; !TnflIv#oPq""=S/4`r{097:1?+Xw3E<$Hx}D,bO_jgKWs'B*2y%A[hkML&zpVeU|~]t(Yc)@8>-QNuRC6JG^5.Zm\i"
1,"x}D,bO_jgKWs'B*2y%A[hkM",L&zpVeU|~]t(Yc)@8>-QNuRC6JG^5.Zm\i,"x}D,bO_jgKWs'B*2y%A[hkML&zpVeU|~]t(Yc)@8>-QNuRC6JG^5.Zm\i"
2,dFa; !TnflIv#oPq,"""=S/4`r{097:1?+Xw3E<$H","dFa; !TnflIv#oPq""=S/4`r{097:1?+Xw3E<$H"
3,L&zpVeU|~]t(Y,c)@8>-QNuRC6JG^5.Zm\i,L&zpVeU|~]t(Yc)@8>-QNuRC6JG^5.Zm\i
4,"x}D,bO_jgK",Ws'B*2y%A[hkM,"x}D,bO_jgKWs'B*2y%A[hkM"
5,"""=S/4`r{",097:1?+Xw3E<$H,"""=S/4`r{097:1?+Xw3E<$H"
6,dFa; !T,nflIv#oPq,dFa; !TnflIv#oPq
7,c)@8>-QNu,RC6JG^5.Zm\i,c)@8>-QNuRC6JG^5.Zm\i
8,L&zpVe,U|~]t(Y,L&zpVeU|~]t(Y
9,Ws'B,*2y%A[hkM,Ws'B*2y%A[hkM
10,097:1?+,Xw3E<$H,097:1?+Xw3E<$H
11,"x}D,",bO_jgK,"x}D,bO_jgK"
12,"""=S/",4`r{,"""=S/4`r{"
13,nflIv,#oPq,nflIv#oPq
14,dFa;, !T,dFa; !T
15,RC6JG^5.,Zm\i,RC6JG^5.Zm\i
16,c)@8>,-QNu,c)@8>-QNu
17,*2y%A,[hkM,*2y%A[hkM
18,U|~],t(Y,U|~]t(Y
19,L&z,pVe,L&zpVe
20,Ws,'B,Ws'B
21,097:,1?+,097:1?+
22,x},"D,","x}D,"
23,Xw3,E<$H,Xw3E<$H
24,bO_j,gK,bO_jgK
25,4`,r{,4`r{
26,"""=",S/,"""=S/"
27,#o,Pq,#oPq
28,nfl,Iv,nflIv
29, ,!T, !T
30,dFa,;,dFa;
31,-Q,Nu,-QNu
32,Zm,\i,Zm\i
33,RC,6JG^5.,RC6JG^5.
34,c),@8>,c)@8>
35,t,(Y,t(Y
36,*2y,%A,*2y%A
37,pV,e,pVe
38,[h,kM,[hkM
39,U|,~],U|~]
40,L&,z,L&z
41,',B,'B
42,W,s,Ws
43,b,O_j,bO_j
44,D,",","D,"
45,1?,+,1?+
46,E<$,H,E<$H
47,4,`,4`
48,X,w3,Xw3
49,x,},x}
50,r,{,r{
51,0,97:,097:
52,g,K,gK
53,S,/,S/
54,P,q,Pq
55,#,o,#o
56,I,v,Iv
57,nf,l,nfl
58,"""",=,"""="
59,!,T,!T
60,N,u,Nu
61,@,8>,@8>
62,\,i,\i
63,dF,a,dFa
64,Z,m,Zm
65,R,C,RC
66,6JG^,5.,6JG^5.
67,-,Q,-Q
68,c,),c)
69,%,A,%A
70,(,Y,(Y
71,U,|,U|
72,p,V,pV
73,L,&,L&
74,[,h,[h
75,~,],~]
76,k,M,kM
77,*,2y,*2y
78,O_,j,O_j
79,1,?,1?
80,9,7:,97:
81,w,3,w3
82,E,<$,E<$
83,n,f,nf
84,d,F,dF
85,5,.,5.
86,6JG,^,6JG^
87,8,>,8>
88,2,y,2y
89,7,:,7:
90,O,_,O_
91,<,$,<$
92,6,JG,6JG
93,J,G,JG
