,left,right,combine
0,"kb0!>1Iv@<rNewEq?QAc""fa3T{|)uG42;/}in5#,8=[p",Sm67]OyMd\JV($gzo`tl+_xXs.WHj-%K~^DB&ZRF :Lh'9PCYU*,"kb0!>1Iv@<rNewEq?QAc""fa3T{|)uG42;/}in5#,8=[pSm67]OyMd\JV($gzo`tl+_xXs.WHj-%K~^DB&ZRF :Lh'9PCYU*"
1,Sm67]OyMd\JV($gzo`tl+_xXs,.WHj-%K~^DB&ZRF :Lh'9PCYU*,Sm67]OyMd\JV($gzo`tl+_xXs.WHj-%K~^DB&ZRF :Lh'9PCYU*
2,"kb0!>1Iv@<rNewEq?QAc""f","a3T{|)uG42;/}in5#,8=[p","kb0!>1Iv@<rNewEq?QAc""fa3T{|)uG42;/}in5#,8=[p"
3,.WHj-%K~^DB&,ZRF :Lh'9PCYU*,.WHj-%K~^DB&ZRF :Lh'9PCYU*
4,Sm67]OyMd\JV,($gzo`tl+_xXs,Sm67]OyMd\JV($gzo`tl+_xXs
5,a3T{|)uG,"42;/}in5#,8=[p","a3T{|)uG42;/}in5#,8=[p"
6,kb0!>1Iv@<r,"NewEq?QAc""f","kb0!>1Iv@<rNewEq?QAc""f"
7,ZRF :,Lh'9PCYU*,ZRF :Lh'9PCYU*
8,.WHj-%,K~^DB&,.WHj-%K~^DB&
9,($gzo,`tl+_xXs,($gzo`tl+_xXs
10,Sm67],OyMd\JV,Sm67]OyMd\JV
11,42;/}in,"5#,8=[p","42;/}in5#,8=[p"
12,a3T{,|)uG,a3T{|)uG
13,NewE,"q?QAc""f","NewEq?QAc""f"
14,Lh'9,PCYU*,Lh'9PCYU*
15,kb0!>1I,v@<r,kb0!>1Iv@<r
16,ZRF, :,ZRF :
17,K~,^DB&,K~^DB&
18,.WH,j-%,.WHj-%
19,`tl+,_xXs,`tl+_xXs
20,($g,zo,($gzo
21,OyMd,\JV,OyMd\JV
22,Sm,67],Sm67]
23,5#,",8=[p","5#,8=[p"
24,42,;/}in,42;/}in
25,|),uG,|)uG
26,a3,T{,a3T{
27,q?,"QAc""f","q?QAc""f"
28,Ne,wE,NewE
29,PCY,U*,PCYU*
30,kb0,!>1I,kb0!>1I
31,v@<,r,v@<r
32,Lh,'9,Lh'9
33,Z,RF,ZRF
34, ,:, :
35,_x,Xs,_xXs
36,.W,H,.WH
37,^D,B&,^DB&
38,j-,%,j-%
39,K,~,K~
40,`,tl+,`tl+
41,($,g,($g
42,z,o,zo
43,\J,V,\JV
44,OyM,d,OyMd
45,",8",=[p,",8=[p"
46,S,m,Sm
47,67,],67]
48,;/},in,;/}in
49,5,#,5#
50,T,{,T{
51,a,3,a3
52,u,G,uG
53,q,?,q?
54,Q,"Ac""f","QAc""f"
55,|,),|)
56,4,2,42
57,',9,'9
58,w,E,wE
59,PC,Y,PCY
60,!>,1I,!>1I
61,v,@<,v@<
62,N,e,Ne
63,kb,0,kb0
64,L,h,Lh
65,U,*,U*
66,R,F,RF
67,.,W,.W
68,B,&,B&
69,^,D,^D
70,j,-,j-
71,X,s,Xs
72,_,x,_x
73,t,l+,tl+
74,(,$,($
75,",",8,",8"
76,;/,},;/}
77,\,J,\J
78,i,n,in
79,6,7,67
80,=,[p,=[p
81,Oy,M,OyM
82,"Ac""",f,"Ac""f"
83,k,b,kb
84,P,C,PC
85,1,I,1I
86,!,>,!>
87,@,<,@<
88,l,+,l+
89,[,p,[p
90,O,y,Oy
91,;,/,;/
92,A,"c""","Ac"""
93,c,"""","c"""
