,left,right,combine
0,"HWo;lER8b_Y^""wZg1]zfjyk?:9|4DXaI}e,3d$2.",\p=uNV-J!AvKMqF0)t&G`PcT%~x{U7+[S@i/snr<6mQLh5>O'#( B*C,"HWo;lER8b_Y^""wZg1]zfjyk?:9|4DXaI}e,3d$2.\p=uNV-J!AvKMqF0)t&G`PcT%~x{U7+[S@i/snr<6mQLh5>O'#( B*C"
1,\p=uNV-J!AvKMqF0)t&G`PcT%~x{,U7+[S@i/snr<6mQLh5>O'#( B*C,\p=uNV-J!AvKMqF0)t&G`PcT%~x{U7+[S@i/snr<6mQLh5>O'#( B*C
2,"HWo;lER8b_Y^""wZg1]zfj","yk?:9|4DXaI}e,3d$2.","HWo;lER8b_Y^""wZg1]zfjyk?:9|4DXaI}e,3d$2."
3,U7+[S@i/snr<,6mQLh5>O'#( B*C,U7+[S@i/snr<6mQLh5>O'#( B*C
4,\p=uNV-J!AvKMq,F0)t&G`PcT%~x{,\p=uNV-J!AvKMqF0)t&G`PcT%~x{
5,yk?:9|4DXa,"I}e,3d$2.","yk?:9|4DXaI}e,3d$2."
6,HWo;lER8,"b_Y^""wZg1]zfj","HWo;lER8b_Y^""wZg1]zfj"
7,6mQLh5>O',#( B*C,6mQLh5>O'#( B*C
8,U7+[S@,i/snr<,U7+[S@i/snr<
9,F0)t&G,`PcT%~x{,F0)t&G`PcT%~x{
10,\p=uNV-J!,AvKMq,\p=uNV-J!AvKMq
11,"I}e,3",d$2.,"I}e,3d$2."
12,yk?:9|,4DXa,yk?:9|4DXa
13,"b_Y^""wZg",1]zfj,"b_Y^""wZg1]zfj"
14,HWo;,lER8,HWo;lER8
15,#( ,B*C,#( B*C
16,U7+,[S@,U7+[S@
17,i/,snr<,i/snr<
18,6mQLh,5>O',6mQLh5>O'
19,`PcT,%~x{,`PcT%~x{
20,F0),t&G,F0)t&G
21,\p=uN,V-J!,\p=uNV-J!
22,Av,KMq,AvKMq
23,4D,Xa,4DXa
24,d$,2.,d$2.
25,I},"e,3","I}e,3"
26,1],zfj,1]zfj
27,b_Y,"^""wZg","b_Y^""wZg"
28,yk?,:9|,yk?:9|
29,lE,R8,lER8
30,HW,o;,HWo;
31,B,*C,B*C
32,#,( ,#( 
33,s,nr<,snr<
34,5,>O',5>O'
35,6mQ,Lh,6mQLh
36,U7,+,U7+
37,[S,@,[S@
38,i,/,i/
39,%~,x{,%~x{
40,`,PcT,`PcT
41,t,&G,t&G
42,A,v,Av
43,F0,),F0)
44,\p=,uN,\p=uN
45,KM,q,KMq
46,V-,J!,V-J!
47,"e,",3,"e,3"
48,I,},I}
49,d,$,d$
50,X,a,Xa
51,2,.,2.
52,4,D,4D
53,z,fj,zfj
54,yk,?,yk?
55,1,],1]
56,R,8,R8
57,:,9|,:9|
58,b_,Y,b_Y
59,"^""wZ",g,"^""wZg"
60,l,E,lE
61,o,;,o;
62,H,W,HW
63,*,C,*C
64,(, ,( 
65,6,mQ,6mQ
66,L,h,Lh
67,x,{,x{
68,Pc,T,PcT
69,>O,',>O'
70,n,r<,nr<
71,[,S,[S
72,%,~,%~
73,U,7,U7
74,&,G,&G
75,\,p=,\p=
76,K,M,KM
77,V,-,V-
78,F,0,F0
79,u,N,uN
80,J,!,J!
81,e,",","e,"
82,9,|,9|
83,b,_,b_
84,y,k,yk
85,"^""w",Z,"^""wZ"
86,f,j,fj
87,>,O,>O
88,m,Q,mQ
89,r,<,r<
90,P,c,Pc
91,p,=,p=
92,"^""",w,"^""w"
93,^,"""","^"""
