,left,right,combine
0,"%NE}Twl?F~@&u\jI+0$L.5xYd]y)tRQ'7<-|nq*"":XeP"," AopKGb#,16cD82B;^WUhVaJ3iv{s!mg[zk9/>OCZH4M`f_S(r=","%NE}Twl?F~@&u\jI+0$L.5xYd]y)tRQ'7<-|nq*"":XeP AopKGb#,16cD82B;^WUhVaJ3iv{s!mg[zk9/>OCZH4M`f_S(r="
1," AopKGb#,16cD82B;^WUhVa",J3iv{s!mg[zk9/>OCZH4M`f_S(r=," AopKGb#,16cD82B;^WUhVaJ3iv{s!mg[zk9/>OCZH4M`f_S(r="
2,%NE}Twl?F~@&u\jI+0$L.5x,"Yd]y)tRQ'7<-|nq*"":XeP","%NE}Twl?F~@&u\jI+0$L.5xYd]y)tRQ'7<-|nq*"":XeP"
3,J3iv{s!mg[z,k9/>OCZH4M`f_S(r=,J3iv{s!mg[zk9/>OCZH4M`f_S(r=
4," AopKGb#,",16cD82B;^WUhVa," AopKGb#,16cD82B;^WUhVa"
5,Yd]y)tRQ',"7<-|nq*"":XeP","Yd]y)tRQ'7<-|nq*"":XeP"
6,%NE}Twl?F,~@&u\jI+0$L.5x,%NE}Twl?F~@&u\jI+0$L.5x
7,k9/>OCZH,4M`f_S(r=,k9/>OCZH4M`f_S(r=
8,J3iv{,s!mg[z,J3iv{s!mg[z
9,16cD82B,;^WUhVa,16cD82B;^WUhVa
10, Ao,"pKGb#,"," AopKGb#,"
11,7<-|n,"q*"":XeP","7<-|nq*"":XeP"
12,Yd]y),tRQ',Yd]y)tRQ'
13,~@&u\jI+0,$L.5x,~@&u\jI+0$L.5x
14,%NE}T,wl?F,%NE}Twl?F
15,4M`f_,S(r=,4M`f_S(r=
16,k9/,>OCZH,k9/>OCZH
17,s!mg,[z,s!mg[z
18,;^WU,hVa,;^WUhVa
19,J3,iv{,J3iv{
20,16c,D82B,16cD82B
21,pKGb,"#,","pKGb#,"
22, ,Ao, Ao
23,"q*"":",XeP,"q*"":XeP"
24,7<,-|n,7<-|n
25,tR,Q',tRQ'
26,Yd],y),Yd]y)
27,$L.,5x,$L.5x
28,wl?,F,wl?F
29,%NE,}T,%NE}T
30,S(,r=,S(r=
31,~@&,u\jI+0,~@&u\jI+0
32,4M,`f_,4M`f_
33,k9,/,k9/
34,>O,CZH,>OCZH
35,[,z,[z
36,s!m,g,s!mg
37,iv,{,iv{
38,hV,a,hVa
39,D8,2B,D82B
40,;^,WU,;^WU
41,J,3,J3
42,1,6c,16c
43,pKG,b,pKGb
44,#,",","#,"
45,A,o,Ao
46,q*,""":","q*"":"
47,Xe,P,XeP
48,-,|n,-|n
49,Q,',Q'
50,5,x,5x
51,Y,d],Yd]
52,7,<,7<
53,y,),y)
54,t,R,tR
55,$L,.,$L.
56,u\jI,+0,u\jI+0
57,S,(,S(
58,~@,&,~@&
59,`,f_,`f_
60,w,l?,wl?
61,%,NE,%NE
62,},T,}T
63,r,=,r=
64,>,O,>O
65,C,ZH,CZH
66,k,9,k9
67,4,M,4M
68,D,8,D8
69,6,c,6c
70,;,^,;^
71,W,U,WU
72,2,B,2B
73,i,v,iv
74,s!,m,s!m
75,h,V,hV
76,pK,G,pKG
77,X,e,Xe
78,|,n,|n
79,q,*,q*
80,"""",:,""":"
81,d,],d]
82,~,@,~@
83,$,L,$L
84,N,E,NE
85,l,?,l?
86,f,_,f_
87,u,\jI,u\jI
88,+,0,+0
89,Z,H,ZH
90,s,!,s!
91,p,K,pK
92,\j,I,\jI
93,\,j,\j
