,left,right,combine
0,"%P\Ka;9T=pfR,7B]-YF~$GiN`1Av@2 &Sjkrn","*z:yx#_O6/Hmb4.Z(oludE}gw[!8{?Q<WVUJLqDM|I>s0c)+t^""3ehXC'5","%P\Ka;9T=pfR,7B]-YF~$GiN`1Av@2 &Sjkrn*z:yx#_O6/Hmb4.Z(oludE}gw[!8{?Q<WVUJLqDM|I>s0c)+t^""3ehXC'5"
1,*z:yx#_O6/Hmb4.Z(oludE},"gw[!8{?Q<WVUJLqDM|I>s0c)+t^""3ehXC'5","*z:yx#_O6/Hmb4.Z(oludE}gw[!8{?Q<WVUJLqDM|I>s0c)+t^""3ehXC'5"
2,"%P\Ka;9T=pfR,7B]-YF~",$GiN`1Av@2 &Sjkrn,"%P\Ka;9T=pfR,7B]-YF~$GiN`1Av@2 &Sjkrn"
3,gw[!8{?Q<WVUJLqDM|,"I>s0c)+t^""3ehXC'5","gw[!8{?Q<WVUJLqDM|I>s0c)+t^""3ehXC'5"
4,*z:yx#_O6/H,mb4.Z(oludE},*z:yx#_O6/Hmb4.Z(oludE}
5,$GiN`1Av@,2 &Sjkrn,$GiN`1Av@2 &Sjkrn
6,%P\Ka;9T=,"pfR,7B]-YF~","%P\Ka;9T=pfR,7B]-YF~"
7,I>s0c)+t^,"""3ehXC'5","I>s0c)+t^""3ehXC'5"
8,gw[!8{?Q<,WVUJLqDM|,gw[!8{?Q<WVUJLqDM|
9,mb4.Z(ol,udE},mb4.Z(oludE}
10,*z:yx,#_O6/H,*z:yx#_O6/H
11,2 &S,jkrn,2 &Sjkrn
12,$GiN`,1Av@,$GiN`1Av@
13,"pfR,7B",]-YF~,"pfR,7B]-YF~"
14,%P\K,a;9T=,%P\Ka;9T=
15,"""3eh",XC'5,"""3ehXC'5"
16,gw[!8,{?Q<,gw[!8{?Q<
17,WVUJL,qDM|,WVUJLqDM|
18,I>s,0c)+t^,I>s0c)+t^
19,ud,E},udE}
20,*z,:yx,*z:yx
21,#_,O6/H,#_O6/H
22,mb4.,Z(ol,mb4.Z(ol
23,2 ,&S,2 &S
24,jk,rn,jkrn
25,1A,v@,1Av@
26,]-,YF~,]-YF~
27,$Gi,N`,$GiN`
28,pf,"R,7B","pfR,7B"
29,a;9,T=,a;9T=
30,XC,'5,XC'5
31,%P,\K,%P\K
32,"""3e",h,"""3eh"
33,I,>s,I>s
34,0c)+,t^,0c)+t^
35,WVU,JL,WVUJL
36,{?,Q<,{?Q<
37,qDM,|,qDM|
38,gw[,!8,gw[!8
39,E,},E}
40,u,d,ud
41,mb,4.,mb4.
42,O6,/H,O6/H
43,:y,x,:yx
44,*,z,*z
45,#,_,#_
46,Z(,ol,Z(ol
47,&,S,&S
48,v,@,v@
49,j,k,jk
50,1,A,1A
51,r,n,rn
52,2, ,2 
53,$G,i,$Gi
54,N,`,N`
55,"R,",7B,"R,7B"
56,p,f,pf
57,],-,]-
58,YF,~,YF~
59,\,K,\K
60,%,P,%P
61,',5,'5
62,a;,9,a;9
63,X,C,XC
64,T,=,T=
65,J,L,JL
66,qD,M,qDM
67,0c),+,0c)+
68,t,^,t^
69,gw,[,gw[
70,>,s,>s
71,W,VU,WVU
72,"""",3e,"""3e"
73,Q,<,Q<
74,{,?,{?
75,!,8,!8
76,/,H,/H
77,O,6,O6
78,:,y,:y
79,o,l,ol
80,4,.,4.
81,Z,(,Z(
82,m,b,mb
83,$,G,$G
84,Y,F,YF
85,7,B,7B
86,R,",","R,"
87,a,;,a;
88,3,e,3e
89,V,U,VU
90,q,D,qD
91,g,w,gw
92,0c,),0c)
93,0,c,0c
