,left,right,combine
0,"""dVkvgSA@Yj}CwI=uMyrlftU~%NHE6;b/hZx!P4q0am\z3 'G,?&",{BcKF91sT<:5nWDo[X7+RQ^$|Jp_]8-e.*O`2)i>L#(,"""dVkvgSA@Yj}CwI=uMyrlftU~%NHE6;b/hZx!P4q0am\z3 'G,?&{BcKF91sT<:5nWDo[X7+RQ^$|Jp_]8-e.*O`2)i>L#("
1,{BcKF91sT<:5nWDo[,X7+RQ^$|Jp_]8-e.*O`2)i>L#(,{BcKF91sT<:5nWDo[X7+RQ^$|Jp_]8-e.*O`2)i>L#(
2,"""dVkvgSA@Yj}CwI=uMyrlftU~%N","HE6;b/hZx!P4q0am\z3 'G,?&","""dVkvgSA@Yj}CwI=uMyrlftU~%NHE6;b/hZx!P4q0am\z3 'G,?&"
3,X7+RQ^$|Jp_]8-,e.*O`2)i>L#(,X7+RQ^$|Jp_]8-e.*O`2)i>L#(
4,{BcKF91s,T<:5nWDo[,{BcKF91sT<:5nWDo[
5,HE6;b/hZx!P4q0am,"\z3 'G,?&","HE6;b/hZx!P4q0am\z3 'G,?&"
6,"""dVkvgSA@Yj}CwI=uM",yrlftU~%N,"""dVkvgSA@Yj}CwI=uMyrlftU~%N"
7,e.*O`,2)i>L#(,e.*O`2)i>L#(
8,X7+RQ^$|,Jp_]8-,X7+RQ^$|Jp_]8-
9,T<:5,nWDo[,T<:5nWDo[
10,{BcK,F91s,{BcKF91s
11,\z3 ',"G,?&","\z3 'G,?&"
12,"""dVkvgSA@Y",j}CwI=uM,"""dVkvgSA@Yj}CwI=uM"
13,yrlf,tU~%N,yrlftU~%N
14,HE6;b/hZ,x!P4q0am,HE6;b/hZx!P4q0am
15,2),i>L#(,2)i>L#(
16,e.*,O`,e.*O`
17,nW,Do[,nWDo[
18,Jp_,]8-,Jp_]8-
19,X7+R,Q^$|,X7+RQ^$|
20,F9,1s,F91s
21,T<,:5,T<:5
22,"G,",?&,"G,?&"
23,{B,cK,{BcK
24,\z3, ',\z3 '
25,j}CwI,=uM,j}CwI=uM
26,yrl,f,yrlf
27,tU~,%N,tU~%N
28,i>L,#(,i>L#(
29,"""dVkvg",SA@Y,"""dVkvgSA@Y"
30,HE6;,b/hZ,HE6;b/hZ
31,x!P4q0,am,x!P4q0am
32,2,),2)
33,O,`,O`
34,X7,+R,X7+R
35,n,W,nW
36,Do,[,Do[
37,]8,-,]8-
38,J,p_,Jp_
39,Q^,$|,Q^$|
40,e.,*,e.*
41,?,&,?&
42,F,9,F9
43,T,<,T<
44, ,', '
45,:,5,:5
46,G,",","G,"
47,{,B,{B
48,c,K,cK
49,1,s,1s
50,S,A@Y,SA@Y
51,#,(,#(
52,x!P,4q0,x!P4q0
53,=u,M,=uM
54,%,N,%N
55,H,E6;,HE6;
56,y,rl,yrl
57,b/,hZ,b/hZ
58,\z,3,\z3
59,a,m,am
60,j},CwI,j}CwI
61,i,>L,i>L
62,"""dV",kvg,"""dVkvg"
63,t,U~,tU~
64,+,R,+R
65,p,_,p_
66,e,.,e.
67,],8,]8
68,$,|,$|
69,Q,^,Q^
70,D,o,Do
71,X,7,X7
72,U,~,U~
73,k,vg,kvg
74,E6,;,E6;
75,A,@Y,A@Y
76,b,/,b/
77,>,L,>L
78,=,u,=u
79,"""",dV,"""dV"
80,Cw,I,CwI
81,j,},j}
82,\,z,\z
83,x!,P,x!P
84,r,l,rl
85,h,Z,hZ
86,4q,0,4q0
87,4,q,4q
88,x,!,x!
89,C,w,Cw
90,@,Y,@Y
91,v,g,vg
92,E,6,E6
93,d,V,dV
