,left,right,combine
0,8C:uc=X-t5P`}kyv0YB6@d]Z^o2+_7TznL/Uq,"sH9#*&rSG[Nf,m$A""VgF!Qx3>p.b\4e;{'?D<w~ 1RWl%(|iaEK)jJMOIh","8C:uc=X-t5P`}kyv0YB6@d]Z^o2+_7TznL/UqsH9#*&rSG[Nf,m$A""VgF!Qx3>p.b\4e;{'?D<w~ 1RWl%(|iaEK)jJMOIh"
1,"sH9#*&rSG[Nf,m$A""VgF!Qx3>p",.b\4e;{'?D<w~ 1RWl%(|iaEK)jJMOIh,"sH9#*&rSG[Nf,m$A""VgF!Qx3>p.b\4e;{'?D<w~ 1RWl%(|iaEK)jJMOIh"
2,8C:uc=X-t5P`}kyv0YB,6@d]Z^o2+_7TznL/Uq,8C:uc=X-t5P`}kyv0YB6@d]Z^o2+_7TznL/Uq
3,.b\4e;{'?D<w~ 1R,Wl%(|iaEK)jJMOIh,.b\4e;{'?D<w~ 1RWl%(|iaEK)jJMOIh
4,sH9#*&rSG[N,"f,m$A""VgF!Qx3>p","sH9#*&rSG[Nf,m$A""VgF!Qx3>p"
5,6@d]Z^o2,+_7TznL/Uq,6@d]Z^o2+_7TznL/Uq
6,8C:uc=X-t5,P`}kyv0YB,8C:uc=X-t5P`}kyv0YB
7,Wl%(|ia,EK)jJMOIh,Wl%(|iaEK)jJMOIh
8,.b\4e;{',?D<w~ 1R,.b\4e;{'?D<w~ 1R
9,"f,m$A""VgF",!Qx3>p,"f,m$A""VgF!Qx3>p"
10,sH9#*&,rSG[N,sH9#*&rSG[N
11,+_7T,znL/Uq,+_7TznL/Uq
12,6@d],Z^o2,6@d]Z^o2
13,P`}ky,v0YB,P`}kyv0YB
14,8C:u,c=X-t5,8C:uc=X-t5
15,EK)j,JMOIh,EK)jJMOIh
16,Wl%,(|ia,Wl%(|ia
17,?D<w,~ 1R,?D<w~ 1R
18,.b\4,e;{',.b\4e;{'
19,!Qx,3>p,!Qx3>p
20,"f,m","$A""VgF","f,m$A""VgF"
21,rSG,[N,rSG[N
22,sH9,#*&,sH9#*&
23,znL,/Uq,znL/Uq
24,Z^,o2,Z^o2
25,6@,d],6@d]
26,+_,7T,+_7T
27,v0,YB,v0YB
28,P`,}ky,P`}ky
29,c=X,-t5,c=X-t5
30,8C,:u,8C:u
31,EK,)j,EK)j
32,JM,OIh,JMOIh
33,(|,ia,(|ia
34,~ ,1R,~ 1R
35,.b,\4,.b\4
36,e;,{',e;{'
37,W,l%,Wl%
38,?D,<w,?D<w
39,3>,p,3>p
40,$A,"""VgF","$A""VgF"
41,"f,",m,"f,m"
42,!,Qx,!Qx
43,[,N,[N
44,rS,G,rSG
45,/U,q,/Uq
46,#*,&,#*&
47,s,H9,sH9
48,z,nL,znL
49,+,_,+_
50,o,2,o2
51,7,T,7T
52,6,@,6@
53,Z,^,Z^
54,d,],d]
55,}k,y,}ky
56,Y,B,YB
57,v,0,v0
58,P,`,P`
59,c=,X,c=X
60,-t,5,-t5
61,:,u,:u
62,8,C,8C
63,i,a,ia
64,OI,h,OIh
65,E,K,EK
66,J,M,JM
67,),j,)j
68,.,b,.b
69,1,R,1R
70,?,D,?D
71,e,;,e;
72,\,4,\4
73,{,',{'
74,(,|,(|
75,~, ,~ 
76,l,%,l%
77,<,w,<w
78,f,",","f,"
79,"""Vg",F,"""VgF"
80,3,>,3>
81,$,A,$A
82,Q,x,Qx
83,H,9,H9
84,n,L,nL
85,/,U,/U
86,#,*,#*
87,r,S,rS
88,},k,}k
89,c,=,c=
90,-,t,-t
91,O,I,OI
92,"""V",g,"""Vg"
93,"""",V,"""V"
